video_name,thin_count,wide_count,final,category
v_Haircut_g25_c01,3,2,thin,Haircut
v_HammerThrow_g01_c05,1,4,wide,HammerThrow
v_HammerThrow_g02_c01,3,2,thin,HammerThrow
v_HammerThrow_g02_c05,4,1,thin,HammerThrow
v_HammerThrow_g02_c07,3,2,thin,HammerThrow
v_HammerThrow_g03_c01,1,4,wide,HammerThrow
v_HammerThrow_g03_c05,2,3,wide,HammerThrow
v_HammerThrow_g03_c06,0,5,wide,HammerThrow
v_HammerThrow_g05_c03,2,3,wide,HammerThrow
v_HammerThrow_g08_c02,2,3,wide,HammerThrow
v_HammerThrow_g09_c04,1,4,wide,HammerThrow
v_HammerThrow_g10_c03,4,1,thin,HammerThrow
v_HammerThrow_g11_c01,4,1,thin,HammerThrow
v_HammerThrow_g11_c04,4,1,thin,HammerThrow
v_HammerThrow_g14_c05,1,4,wide,HammerThrow
v_HammerThrow_g15_c01,2,3,wide,HammerThrow
v_HammerThrow_g19_c05,3,2,thin,HammerThrow
v_HammerThrow_g21_c03,3,2,thin,HammerThrow
v_HammerThrow_g22_c02,3,2,thin,HammerThrow
v_HammerThrow_g22_c03,3,2,thin,HammerThrow
v_HammerThrow_g23_c05,3,2,thin,HammerThrow
v_HammerThrow_g23_c06,4,1,thin,HammerThrow
v_HammerThrow_g24_c04,5,0,thin,HammerThrow
v_Hammering_g01_c04,3,2,thin,Hammering
v_Hammering_g05_c03,2,3,wide,Hammering
v_Hammering_g05_c04,2,3,wide,Hammering
v_Hammering_g09_c07,5,0,thin,Hammering
v_Hammering_g10_c06,4,1,thin,Hammering
v_Hammering_g10_c07,4,1,thin,Hammering
v_Hammering_g12_c02,5,0,thin,Hammering
v_Hammering_g12_c03,3,2,thin,Hammering
v_Hammering_g13_c06,3,2,thin,Hammering
v_Hammering_g15_c02,2,3,wide,Hammering
v_Hammering_g15_c03,2,3,wide,Hammering
v_Hammering_g15_c05,2,3,wide,Hammering
v_Hammering_g19_c01,1,4,wide,Hammering
v_Hammering_g19_c02,2,3,wide,Hammering
v_Hammering_g21_c05,4,1,thin,Hammering
v_Hammering_g21_c06,4,1,thin,Hammering
v_Hammering_g21_c07,3,2,thin,Hammering
v_Hammering_g22_c04,5,0,thin,Hammering
v_Hammering_g22_c06,4,1,thin,Hammering
v_Hammering_g23_c03,1,4,wide,Hammering
v_Hammering_g23_c04,1,4,wide,Hammering
v_Hammering_g25_c01,3,2,thin,Hammering
v_HandstandPushups_g06_c01,5,0,thin,HandstandPushups
v_HandstandPushups_g07_c01,4,1,thin,HandstandPushups
v_HandstandPushups_g09_c03,1,4,wide,HandstandPushups
v_HandstandPushups_g09_c04,2,3,wide,HandstandPushups
v_HandstandPushups_g12_c05,2,3,wide,HandstandPushups
v_HandstandPushups_g13_c07,2,3,wide,HandstandPushups
v_HandstandPushups_g14_c03,0,5,wide,HandstandPushups
v_HandstandPushups_g14_c04,2,3,wide,HandstandPushups
v_HandstandPushups_g19_c02,2,3,wide,HandstandPushups
v_HandstandPushups_g22_c04,2,3,wide,HandstandPushups
v_HandstandPushups_g25_c03,2,3,wide,HandstandPushups
v_HandstandWalking_g02_c03,2,3,wide,HandstandWalking
v_HandstandWalking_g05_c04,5,0,thin,HandstandWalking
v_HandstandWalking_g05_c05,3,2,thin,HandstandWalking
v_HandstandWalking_g07_c03,4,1,thin,HandstandWalking
v_HandstandWalking_g08_c03,5,0,thin,HandstandWalking
v_HandstandWalking_g14_c02,2,3,wide,HandstandWalking
v_HandstandWalking_g14_c03,1,4,wide,HandstandWalking
v_HandstandWalking_g16_c04,2,3,wide,HandstandWalking
v_HandstandWalking_g20_c03,2,3,wide,HandstandWalking
v_HandstandWalking_g25_c03,2,3,wide,HandstandWalking
v_HandstandWalking_g25_c04,0,5,wide,HandstandWalking
v_HeadMassage_g01_c01,4,1,thin,HeadMassage
v_HeadMassage_g05_c02,2,3,wide,HeadMassage
v_HeadMassage_g06_c03,2,3,wide,HeadMassage
v_HeadMassage_g08_c02,2,3,wide,HeadMassage
v_HeadMassage_g08_c03,0,5,wide,HeadMassage
v_HeadMassage_g10_c04,5,0,thin,HeadMassage
v_HeadMassage_g12_c01,2,3,wide,HeadMassage
v_HeadMassage_g12_c05,2,3,wide,HeadMassage
v_HeadMassage_g13_c02,2,3,wide,HeadMassage
v_HeadMassage_g15_c02,1,4,wide,HeadMassage
v_HeadMassage_g15_c05,1,4,wide,HeadMassage
v_HeadMassage_g18_c06,2,3,wide,HeadMassage
v_HeadMassage_g22_c03,2,3,wide,HeadMassage
v_HeadMassage_g23_c06,2,3,wide,HeadMassage
v_HighJump_g03_c01,2,3,wide,HighJump
v_HighJump_g05_c01,4,1,thin,HighJump
v_HighJump_g07_c05,3,2,thin,HighJump
v_HighJump_g07_c06,3,2,thin,HighJump
v_HighJump_g09_c04,3,2,thin,HighJump
v_HighJump_g09_c05,3,2,thin,HighJump
v_HighJump_g10_c04,3,2,thin,HighJump
v_HighJump_g11_c02,1,4,wide,HighJump
v_HighJump_g11_c03,1,4,wide,HighJump
v_HighJump_g11_c05,1,4,wide,HighJump
v_HighJump_g16_c01,3,2,thin,HighJump
v_HighJump_g16_c04,4,1,thin,HighJump
v_HighJump_g18_c04,3,2,thin,HighJump
v_HighJump_g19_c02,1,4,wide,HighJump
v_HighJump_g19_c03,0,5,wide,HighJump
v_HighJump_g20_c05,4,1,thin,HighJump
v_HighJump_g21_c01,3,2,thin,HighJump
v_HighJump_g23_c06,3,2,thin,HighJump
v_HighJump_g25_c05,1,4,wide,HighJump
v_HorseRace_g04_c03,5,0,thin,HorseRace
v_HorseRace_g04_c06,3,2,thin,HorseRace
v_HorseRace_g05_c01,2,3,wide,HorseRace
v_HorseRace_g05_c02,2,3,wide,HorseRace
v_HorseRace_g06_c06,2,3,wide,HorseRace
v_HorseRace_g07_c02,2,3,wide,HorseRace
v_HorseRace_g08_c01,5,0,thin,HorseRace
v_HorseRace_g08_c03,4,1,thin,HorseRace
v_HorseRace_g09_c04,4,1,thin,HorseRace
v_HorseRace_g12_c02,1,4,wide,HorseRace
v_HorseRace_g13_c05,2,3,wide,HorseRace
v_HorseRace_g16_c03,1,4,wide,HorseRace
v_HorseRace_g16_c04,2,3,wide,HorseRace
v_HorseRace_g20_c02,5,0,thin,HorseRace
v_HorseRace_g20_c03,5,0,thin,HorseRace
v_HorseRace_g21_c05,1,4,wide,HorseRace
v_HorseRace_g22_c01,0,5,wide,HorseRace
v_HorseRace_g22_c02,1,4,wide,HorseRace
v_HorseRace_g23_c02,0,5,wide,HorseRace
v_HorseRace_g23_c03,2,3,wide,HorseRace
v_HorseRace_g24_c05,2,3,wide,HorseRace
v_HorseRace_g24_c06,2,3,wide,HorseRace
v_HorseRace_g24_c07,2,3,wide,HorseRace
v_HorseRiding_g02_c03,3,2,thin,HorseRiding
v_HorseRiding_g03_c02,2,3,wide,HorseRiding
v_HorseRiding_g03_c05,1,4,wide,HorseRiding
v_HorseRiding_g03_c07,2,3,wide,HorseRiding
v_HorseRiding_g04_c01,4,1,thin,HorseRiding
v_HorseRiding_g04_c03,4,1,thin,HorseRiding
v_HorseRiding_g04_c04,4,1,thin,HorseRiding
v_HorseRiding_g07_c01,0,5,wide,HorseRiding
v_HorseRiding_g07_c04,1,4,wide,HorseRiding
v_HorseRiding_g08_c01,1,4,wide,HorseRiding
v_HorseRiding_g08_c02,1,4,wide,HorseRiding
v_HorseRiding_g08_c04,2,3,wide,HorseRiding
v_HorseRiding_g09_c06,1,4,wide,HorseRiding
v_HorseRiding_g10_c03,3,2,thin,HorseRiding
v_HorseRiding_g10_c06,5,0,thin,HorseRiding
v_HorseRiding_g10_c07,4,1,thin,HorseRiding
v_HorseRiding_g11_c07,4,1,thin,HorseRiding
v_HorseRiding_g12_c03,5,0,thin,HorseRiding
v_HorseRiding_g12_c04,5,0,thin,HorseRiding
v_HorseRiding_g14_c01,3,2,thin,HorseRiding
v_HorseRiding_g14_c06,3,2,thin,HorseRiding
v_HorseRiding_g14_c07,5,0,thin,HorseRiding
v_HorseRiding_g15_c01,2,3,wide,HorseRiding
v_HorseRiding_g15_c02,0,5,wide,HorseRiding
v_HorseRiding_g16_c03,1,4,wide,HorseRiding
v_HorseRiding_g16_c05,2,3,wide,HorseRiding
v_HorseRiding_g19_c01,4,1,thin,HorseRiding
v_HorseRiding_g19_c03,4,1,thin,HorseRiding
v_HorseRiding_g19_c04,5,0,thin,HorseRiding
v_HorseRiding_g20_c02,4,1,thin,HorseRiding
v_HorseRiding_g20_c06,3,2,thin,HorseRiding
v_HorseRiding_g21_c01,4,1,thin,HorseRiding
v_HorseRiding_g21_c03,4,1,thin,HorseRiding
v_HorseRiding_g22_c07,4,1,thin,HorseRiding
v_HorseRiding_g23_c03,3,2,thin,HorseRiding
v_HorseRiding_g23_c04,4,1,thin,HorseRiding
v_HorseRiding_g24_c05,2,3,wide,HorseRiding
v_HulaHoop_g01_c01,4,1,thin,HulaHoop
v_HulaHoop_g01_c07,3,2,thin,HulaHoop
v_HulaHoop_g05_c04,1,4,wide,HulaHoop
v_HulaHoop_g06_c03,0,5,wide,HulaHoop
v_HulaHoop_g10_c01,1,4,wide,HulaHoop
v_HulaHoop_g10_c02,0,5,wide,HulaHoop
v_HulaHoop_g15_c02,2,3,wide,HulaHoop
v_HulaHoop_g23_c01,1,4,wide,HulaHoop
v_HulaHoop_g23_c04,2,3,wide,HulaHoop
v_HulaHoop_g23_c06,1,4,wide,HulaHoop
v_HulaHoop_g25_c05,2,3,wide,HulaHoop
v_JavelinThrow_g07_c04,0,5,wide,JavelinThrow
v_JavelinThrow_g07_c05,1,4,wide,JavelinThrow
v_JavelinThrow_g10_c03,2,3,wide,JavelinThrow
v_JavelinThrow_g16_c01,2,3,wide,JavelinThrow
v_JugglingBalls_g20_c02,1,4,wide,JugglingBalls
v_JumpRope_g02_c04,2,3,wide,JumpRope
v_JumpRope_g03_c01,2,3,wide,JumpRope
v_JumpRope_g06_c01,1,4,wide,JumpRope
v_JumpRope_g06_c04,2,3,wide,JumpRope
v_JumpRope_g09_c05,2,3,wide,JumpRope
v_JumpRope_g09_c07,2,3,wide,JumpRope
v_JumpRope_g13_c02,4,1,thin,JumpRope
v_JumpRope_g16_c05,2,3,wide,JumpRope
v_JumpRope_g23_c02,1,4,wide,JumpRope
v_JumpRope_g23_c04,2,3,wide,JumpRope
v_JumpingJack_g12_c03,2,3,wide,JumpingJack
v_Kayaking_g02_c03,2,3,wide,Kayaking
v_Kayaking_g03_c04,5,0,thin,Kayaking
v_Kayaking_g04_c03,4,1,thin,Kayaking
v_Kayaking_g04_c06,3,2,thin,Kayaking
v_Kayaking_g04_c07,4,1,thin,Kayaking
v_Kayaking_g05_c03,2,3,wide,Kayaking
v_Kayaking_g08_c02,2,3,wide,Kayaking
v_Kayaking_g09_c04,0,5,wide,Kayaking
v_Kayaking_g09_c06,1,4,wide,Kayaking
v_Kayaking_g10_c03,4,1,thin,Kayaking
v_Kayaking_g13_c03,2,3,wide,Kayaking
v_Kayaking_g15_c01,3,2,thin,Kayaking
v_Kayaking_g15_c04,4,1,thin,Kayaking
v_Kayaking_g15_c05,3,2,thin,Kayaking
v_Kayaking_g16_c06,2,3,wide,Kayaking
v_Kayaking_g18_c01,2,3,wide,Kayaking
v_Kayaking_g19_c04,3,2,thin,Kayaking
v_Kayaking_g20_c01,3,2,thin,Kayaking
v_Kayaking_g22_c01,4,1,thin,Kayaking
v_Kayaking_g22_c03,3,2,thin,Kayaking
v_Kayaking_g22_c07,5,0,thin,Kayaking
v_Kayaking_g23_c05,2,3,wide,Kayaking
v_Kayaking_g23_c06,0,5,wide,Kayaking
v_Kayaking_g24_c01,4,1,thin,Kayaking
v_Kayaking_g24_c03,5,0,thin,Kayaking
v_Knitting_g07_c01,1,4,wide,Knitting
v_Knitting_g15_c01,2,3,wide,Knitting
v_Knitting_g15_c03,2,3,wide,Knitting
v_LongJump_g07_c02,2,3,wide,LongJump
v_LongJump_g07_c05,0,5,wide,LongJump
v_Lunges_g01_c07,3,2,thin,Lunges
v_Lunges_g04_c02,3,2,thin,Lunges
v_Lunges_g05_c02,2,3,wide,Lunges
v_Lunges_g05_c03,1,4,wide,Lunges
v_Lunges_g07_c02,2,3,wide,Lunges
v_Lunges_g07_c07,2,3,wide,Lunges
v_Lunges_g11_c01,2,3,wide,Lunges
v_Lunges_g11_c04,2,3,wide,Lunges
v_Lunges_g13_c01,3,2,thin,Lunges
v_Lunges_g14_c03,3,2,thin,Lunges
v_Lunges_g15_c04,1,4,wide,Lunges
v_Lunges_g18_c02,3,2,thin,Lunges
v_Lunges_g20_c01,1,4,wide,Lunges
v_Lunges_g20_c02,2,3,wide,Lunges
v_Lunges_g23_c02,2,3,wide,Lunges
v_Lunges_g23_c03,1,4,wide,Lunges
v_MilitaryParade_g02_c02,1,4,wide,MilitaryParade
v_MilitaryParade_g02_c03,1,4,wide,MilitaryParade
v_MilitaryParade_g03_c01,0,5,wide,MilitaryParade
v_MilitaryParade_g06_c02,2,3,wide,MilitaryParade
v_MilitaryParade_g06_c04,2,3,wide,MilitaryParade
v_MilitaryParade_g07_c04,3,2,thin,MilitaryParade
v_MilitaryParade_g07_c06,3,2,thin,MilitaryParade
v_MilitaryParade_g17_c02,5,0,thin,MilitaryParade
v_MilitaryParade_g17_c03,5,0,thin,MilitaryParade
v_MilitaryParade_g20_c01,0,5,wide,MilitaryParade
v_MilitaryParade_g20_c02,1,4,wide,MilitaryParade
v_MilitaryParade_g21_c01,0,5,wide,MilitaryParade
v_MilitaryParade_g21_c04,2,3,wide,MilitaryParade
v_MilitaryParade_g23_c02,0,5,wide,MilitaryParade
v_MilitaryParade_g23_c04,0,5,wide,MilitaryParade
v_MilitaryParade_g24_c01,0,5,wide,MilitaryParade
v_Mixing_g22_c03,3,2,thin,Mixing
v_MoppingFloor_g05_c04,2,3,wide,MoppingFloor
v_MoppingFloor_g05_c05,0,5,wide,MoppingFloor
v_MoppingFloor_g08_c03,4,1,thin,MoppingFloor
v_MoppingFloor_g09_c03,4,1,thin,MoppingFloor
v_MoppingFloor_g10_c04,5,0,thin,MoppingFloor
v_MoppingFloor_g13_c03,0,5,wide,MoppingFloor
v_MoppingFloor_g13_c04,1,4,wide,MoppingFloor
v_MoppingFloor_g14_c04,4,1,thin,MoppingFloor
v_MoppingFloor_g15_c04,0,5,wide,MoppingFloor
v_MoppingFloor_g16_c03,1,4,wide,MoppingFloor
v_MoppingFloor_g16_c04,2,3,wide,MoppingFloor
v_MoppingFloor_g20_c01,2,3,wide,MoppingFloor
v_MoppingFloor_g20_c02,2,3,wide,MoppingFloor
v_MoppingFloor_g22_c02,1,4,wide,MoppingFloor
v_MoppingFloor_g22_c03,2,3,wide,MoppingFloor
v_MoppingFloor_g25_c02,0,5,wide,MoppingFloor
v_MoppingFloor_g25_c04,0,5,wide,MoppingFloor
v_Nunchucks_g02_c04,3,2,thin,Nunchucks
v_Nunchucks_g03_c05,2,3,wide,Nunchucks
v_Nunchucks_g05_c03,4,1,thin,Nunchucks
v_Nunchucks_g08_c02,2,3,wide,Nunchucks
v_Nunchucks_g12_c03,5,0,thin,Nunchucks
v_Nunchucks_g14_c04,4,1,thin,Nunchucks
v_Nunchucks_g17_c04,0,5,wide,Nunchucks
v_Nunchucks_g17_c07,2,3,wide,Nunchucks
v_ParallelBars_g01_c01,0,5,wide,ParallelBars
v_ParallelBars_g01_c02,0,5,wide,ParallelBars
v_ParallelBars_g02_c03,3,2,thin,ParallelBars
v_ParallelBars_g16_c02,0,5,wide,ParallelBars
v_ParallelBars_g16_c03,0,5,wide,ParallelBars
v_PizzaTossing_g02_c01,5,0,thin,PizzaTossing
v_PizzaTossing_g03_c01,3,2,thin,PizzaTossing
v_PizzaTossing_g06_c02,3,2,thin,PizzaTossing
v_PizzaTossing_g06_c04,4,1,thin,PizzaTossing
v_PizzaTossing_g09_c04,4,1,thin,PizzaTossing
v_PizzaTossing_g11_c01,2,3,wide,PizzaTossing
v_PizzaTossing_g11_c04,0,5,wide,PizzaTossing
v_PizzaTossing_g17_c01,0,5,wide,PizzaTossing
v_PizzaTossing_g17_c04,0,5,wide,PizzaTossing
v_PizzaTossing_g19_c05,3,2,thin,PizzaTossing
v_PizzaTossing_g22_c03,2,3,wide,PizzaTossing
v_PizzaTossing_g22_c04,2,3,wide,PizzaTossing
v_PlayingCello_g01_c01,1,4,wide,PlayingCello
v_PlayingCello_g01_c03,0,5,wide,PlayingCello
v_PlayingCello_g01_c07,2,3,wide,PlayingCello
v_PlayingCello_g04_c01,4,1,thin,PlayingCello
v_PlayingCello_g07_c01,2,3,wide,PlayingCello
v_PlayingCello_g08_c04,4,1,thin,PlayingCello
v_PlayingCello_g08_c06,4,1,thin,PlayingCello
v_PlayingCello_g11_c02,0,5,wide,PlayingCello
v_PlayingCello_g11_c03,2,3,wide,PlayingCello
v_PlayingCello_g13_c05,3,2,thin,PlayingCello
v_PlayingCello_g14_c04,0,5,wide,PlayingCello
v_PlayingCello_g15_c07,1,4,wide,PlayingCello
v_PlayingCello_g23_c02,4,1,thin,PlayingCello
v_PlayingCello_g25_c05,4,1,thin,PlayingCello
v_PlayingCello_g25_c06,4,1,thin,PlayingCello
v_PlayingDhol_g01_c04,2,3,wide,PlayingDhol
v_PlayingDhol_g02_c05,3,2,thin,PlayingDhol
v_PlayingDhol_g02_c06,3,2,thin,PlayingDhol
v_PlayingDhol_g02_c07,3,2,thin,PlayingDhol
v_PlayingDhol_g04_c03,3,2,thin,PlayingDhol
v_PlayingDhol_g04_c06,4,1,thin,PlayingDhol
v_PlayingDhol_g04_c07,3,2,thin,PlayingDhol
v_PlayingDhol_g06_c01,1,4,wide,PlayingDhol
v_PlayingDhol_g06_c07,2,3,wide,PlayingDhol
v_PlayingDhol_g07_c04,3,2,thin,PlayingDhol
v_PlayingDhol_g07_c06,4,1,thin,PlayingDhol
v_PlayingDhol_g08_c02,2,3,wide,PlayingDhol
v_PlayingDhol_g10_c01,3,2,thin,PlayingDhol
v_PlayingDhol_g12_c06,4,1,thin,PlayingDhol
v_PlayingDhol_g14_c06,2,3,wide,PlayingDhol
v_PlayingDhol_g16_c04,3,2,thin,PlayingDhol
v_PlayingDhol_g18_c03,3,2,thin,PlayingDhol
v_PlayingDhol_g18_c04,3,2,thin,PlayingDhol
v_PlayingDhol_g21_c03,3,2,thin,PlayingDhol
v_PlayingDhol_g21_c04,3,2,thin,PlayingDhol
v_PlayingDhol_g22_c01,4,1,thin,PlayingDhol
v_PlayingFlute_g12_c01,4,1,thin,PlayingFlute
v_PlayingFlute_g12_c05,3,2,thin,PlayingFlute
v_PlayingFlute_g17_c04,5,0,thin,PlayingFlute
v_PlayingFlute_g17_c06,5,0,thin,PlayingFlute
v_PlayingFlute_g19_c01,2,3,wide,PlayingFlute
v_PlayingFlute_g19_c07,0,5,wide,PlayingFlute
v_PlayingFlute_g20_c01,0,5,wide,PlayingFlute
v_PlayingFlute_g22_c02,2,3,wide,PlayingFlute
v_PlayingFlute_g22_c05,1,4,wide,PlayingFlute
v_PlayingGuitar_g01_c03,3,2,thin,PlayingGuitar
v_PlayingGuitar_g04_c04,2,3,wide,PlayingGuitar
v_PlayingGuitar_g05_c01,2,3,wide,PlayingGuitar
v_PlayingGuitar_g05_c02,1,4,wide,PlayingGuitar
v_PlayingGuitar_g09_c01,1,4,wide,PlayingGuitar
v_PlayingPiano_g04_c02,2,3,wide,PlayingPiano
v_PlayingPiano_g06_c01,0,5,wide,PlayingPiano
v_PlayingPiano_g06_c02,0,5,wide,PlayingPiano
v_PlayingPiano_g14_c01,0,5,wide,PlayingPiano
v_PlayingPiano_g14_c03,1,4,wide,PlayingPiano
v_PlayingSitar_g02_c03,2,3,wide,PlayingSitar
v_PlayingSitar_g02_c05,2,3,wide,PlayingSitar
v_PlayingSitar_g02_c06,0,5,wide,PlayingSitar
v_PlayingSitar_g05_c04,2,3,wide,PlayingSitar
v_PlayingSitar_g05_c06,1,4,wide,PlayingSitar
v_PlayingSitar_g08_c07,3,2,thin,PlayingSitar
v_PlayingSitar_g09_c02,3,2,thin,PlayingSitar
v_PlayingSitar_g09_c06,3,2,thin,PlayingSitar
v_PlayingSitar_g09_c07,5,0,thin,PlayingSitar
v_PlayingSitar_g12_c03,1,4,wide,PlayingSitar
v_PlayingSitar_g12_c04,1,4,wide,PlayingSitar
v_PlayingSitar_g15_c01,2,3,wide,PlayingSitar
v_PlayingSitar_g15_c04,2,3,wide,PlayingSitar
v_PlayingSitar_g19_c01,2,3,wide,PlayingSitar
v_PlayingSitar_g19_c05,2,3,wide,PlayingSitar
v_PlayingSitar_g19_c07,2,3,wide,PlayingSitar
v_PlayingSitar_g20_c01,2,3,wide,PlayingSitar
v_PlayingSitar_g23_c03,3,2,thin,PlayingSitar
v_PlayingSitar_g23_c04,3,2,thin,PlayingSitar
v_PlayingTabla_g02_c03,1,4,wide,PlayingTabla
v_PlayingTabla_g02_c04,2,3,wide,PlayingTabla
v_PlayingTabla_g03_c01,1,4,wide,PlayingTabla
v_PlayingTabla_g03_c02,2,3,wide,PlayingTabla
v_PlayingTabla_g04_c06,2,3,wide,PlayingTabla
v_PlayingTabla_g05_c01,0,5,wide,PlayingTabla
v_PlayingTabla_g06_c02,2,3,wide,PlayingTabla
v_PlayingTabla_g06_c03,2,3,wide,PlayingTabla
v_PlayingTabla_g16_c04,1,4,wide,PlayingTabla
v_PlayingViolin_g06_c02,1,4,wide,PlayingViolin
v_PlayingViolin_g06_c04,0,5,wide,PlayingViolin
v_PlayingViolin_g08_c03,1,4,wide,PlayingViolin
v_PlayingViolin_g12_c01,2,3,wide,PlayingViolin
v_PlayingViolin_g12_c02,1,4,wide,PlayingViolin
v_PlayingViolin_g15_c01,1,4,wide,PlayingViolin
v_PlayingViolin_g23_c04,1,4,wide,PlayingViolin
v_PoleVault_g01_c02,3,2,thin,PoleVault
v_PoleVault_g03_c04,4,1,thin,PoleVault
v_PoleVault_g04_c02,4,1,thin,PoleVault
v_PoleVault_g04_c05,4,1,thin,PoleVault
v_PoleVault_g04_c07,4,1,thin,PoleVault
v_PoleVault_g06_c05,3,2,thin,PoleVault
v_PoleVault_g10_c05,5,0,thin,PoleVault
v_PoleVault_g10_c06,3,2,thin,PoleVault
v_PoleVault_g13_c02,3,2,thin,PoleVault
v_PoleVault_g13_c03,3,2,thin,PoleVault
v_PoleVault_g15_c04,4,1,thin,PoleVault
v_PoleVault_g16_c01,3,2,thin,PoleVault
v_PoleVault_g16_c03,3,2,thin,PoleVault
v_PoleVault_g16_c06,4,1,thin,PoleVault
v_PoleVault_g18_c07,3,2,thin,PoleVault
v_PoleVault_g21_c05,5,0,thin,PoleVault
v_PoleVault_g21_c07,5,0,thin,PoleVault
v_PoleVault_g24_c01,3,2,thin,PoleVault
v_PoleVault_g24_c04,4,1,thin,PoleVault
v_PommelHorse_g04_c01,5,0,thin,PommelHorse
v_PommelHorse_g04_c04,3,2,thin,PommelHorse
v_PommelHorse_g17_c03,1,4,wide,PommelHorse
v_PullUps_g23_c03,3,2,thin,PullUps
v_Punch_g02_c01,2,3,wide,Punch
v_Punch_g02_c04,0,5,wide,Punch
v_Punch_g10_c02,5,0,thin,Punch
v_PushUps_g05_c02,3,2,thin,PushUps
v_PushUps_g06_c04,2,3,wide,PushUps
v_PushUps_g14_c03,3,2,thin,PushUps
v_PushUps_g19_c01,2,3,wide,PushUps
v_PushUps_g19_c02,2,3,wide,PushUps
v_PushUps_g20_c01,2,3,wide,PushUps
v_PushUps_g21_c02,2,3,wide,PushUps
v_PushUps_g23_c02,2,3,wide,PushUps
v_Rafting_g02_c02,2,3,wide,Rafting
v_Rafting_g04_c03,3,2,thin,Rafting
v_Rafting_g06_c03,2,3,wide,Rafting
v_Rafting_g07_c02,2,3,wide,Rafting
v_Rafting_g07_c03,1,4,wide,Rafting
v_Rafting_g08_c05,1,4,wide,Rafting
v_Rafting_g14_c04,1,4,wide,Rafting
v_Rafting_g14_c05,2,3,wide,Rafting
v_Rafting_g15_c04,3,2,thin,Rafting
v_Rafting_g17_c03,1,4,wide,Rafting
v_Rafting_g17_c04,1,4,wide,Rafting
v_Rafting_g18_c02,3,2,thin,Rafting
v_Rafting_g20_c01,2,3,wide,Rafting
v_Rafting_g20_c02,0,5,wide,Rafting
v_Rafting_g21_c03,3,2,thin,Rafting
v_Rafting_g24_c03,1,4,wide,Rafting
v_Rafting_g24_c04,2,3,wide,Rafting
v_RockClimbingIndoor_g01_c04,2,3,wide,RockClimbingIndoor
v_RockClimbingIndoor_g03_c01,2,3,wide,RockClimbingIndoor
v_RockClimbingIndoor_g03_c07,1,4,wide,RockClimbingIndoor
v_RockClimbingIndoor_g04_c02,2,3,wide,RockClimbingIndoor
v_RockClimbingIndoor_g04_c04,0,5,wide,RockClimbingIndoor
v_RockClimbingIndoor_g05_c03,3,2,thin,RockClimbingIndoor
v_RockClimbingIndoor_g05_c04,4,1,thin,RockClimbingIndoor
v_RockClimbingIndoor_g06_c01,4,1,thin,RockClimbingIndoor
v_RockClimbingIndoor_g06_c05,4,1,thin,RockClimbingIndoor
v_RockClimbingIndoor_g06_c06,3,2,thin,RockClimbingIndoor
v_RockClimbingIndoor_g09_c03,2,3,wide,RockClimbingIndoor
v_RockClimbingIndoor_g10_c02,4,1,thin,RockClimbingIndoor
v_RockClimbingIndoor_g11_c04,3,2,thin,RockClimbingIndoor
v_RockClimbingIndoor_g12_c04,3,2,thin,RockClimbingIndoor
v_RockClimbingIndoor_g12_c05,3,2,thin,RockClimbingIndoor
v_RockClimbingIndoor_g13_c01,1,4,wide,RockClimbingIndoor
v_RockClimbingIndoor_g13_c02,0,5,wide,RockClimbingIndoor
v_RockClimbingIndoor_g13_c03,2,3,wide,RockClimbingIndoor
v_RockClimbingIndoor_g15_c01,0,5,wide,RockClimbingIndoor
v_RockClimbingIndoor_g15_c02,1,4,wide,RockClimbingIndoor
v_RockClimbingIndoor_g24_c01,2,3,wide,RockClimbingIndoor
v_RockClimbingIndoor_g24_c02,1,4,wide,RockClimbingIndoor
v_RockClimbingIndoor_g25_c03,3,2,thin,RockClimbingIndoor
v_RockClimbingIndoor_g25_c04,3,2,thin,RockClimbingIndoor
v_RopeClimbing_g01_c04,2,3,wide,RopeClimbing
v_RopeClimbing_g02_c03,4,1,thin,RopeClimbing
v_RopeClimbing_g02_c05,4,1,thin,RopeClimbing
v_RopeClimbing_g04_c01,4,1,thin,RopeClimbing
v_RopeClimbing_g05_c01,4,1,thin,RopeClimbing
v_RopeClimbing_g05_c04,3,2,thin,RopeClimbing
v_RopeClimbing_g05_c05,3,2,thin,RopeClimbing
v_RopeClimbing_g06_c02,3,2,thin,RopeClimbing
v_RopeClimbing_g11_c03,2,3,wide,RopeClimbing
v_RopeClimbing_g11_c04,2,3,wide,RopeClimbing
v_RopeClimbing_g12_c01,3,2,thin,RopeClimbing
v_RopeClimbing_g13_c01,3,2,thin,RopeClimbing
v_RopeClimbing_g13_c02,4,1,thin,RopeClimbing
v_RopeClimbing_g13_c03,3,2,thin,RopeClimbing
v_RopeClimbing_g16_c03,1,4,wide,RopeClimbing
v_RopeClimbing_g16_c05,0,5,wide,RopeClimbing
v_RopeClimbing_g18_c02,0,5,wide,RopeClimbing
v_RopeClimbing_g19_c04,5,0,thin,RopeClimbing
v_RopeClimbing_g21_c01,1,4,wide,RopeClimbing
v_RopeClimbing_g22_c02,2,3,wide,RopeClimbing
v_RopeClimbing_g23_c03,3,2,thin,RopeClimbing
v_Rowing_g10_c04,4,1,thin,Rowing
v_Rowing_g10_c06,3,2,thin,Rowing
v_Rowing_g17_c06,3,2,thin,Rowing
v_Rowing_g23_c01,3,2,thin,Rowing
