video_name,kid_count,young_count,old_count,final,category
v_CricketBowling_g10_c01,0,5,0,young,CricketBowling
v_CricketBowling_g10_c02,1,4,0,young,CricketBowling
v_CricketBowling_g11_c02,2,3,0,young,CricketBowling
v_CricketBowling_g11_c07,2,3,0,young,CricketBowling
v_CricketBowling_g12_c05,1,4,0,young,CricketBowling
v_CricketBowling_g12_c06,2,3,0,young,CricketBowling
v_CricketBowling_g14_c04,3,2,0,kid,CricketBowling
v_CricketBowling_g14_c05,5,0,0,kid,CricketBowling
v_CricketBowling_g17_c01,2,2,1,uncertain,CricketBowling
v_CricketBowling_g17_c02,0,1,4,old,CricketBowling
v_CricketBowling_g18_c01,4,1,0,kid,CricketBowling
v_CricketBowling_g18_c03,4,1,0,kid,CricketBowling
v_CricketBowling_g19_c03,4,1,0,kid,CricketBowling
v_CricketBowling_g20_c03,4,1,0,kid,CricketBowling
v_CricketBowling_g20_c04,4,1,0,kid,CricketBowling
v_CricketBowling_g21_c02,0,5,0,young,CricketBowling
v_CricketBowling_g21_c05,1,3,1,young,CricketBowling
v_CricketBowling_g23_c02,0,1,4,old,CricketBowling
v_CricketBowling_g23_c03,1,2,2,uncertain,CricketBowling
v_CricketShot_g02_c02,4,1,0,kid,CricketShot
v_CricketShot_g02_c04,3,1,1,kid,CricketShot
v_CricketShot_g02_c06,5,0,0,kid,CricketShot
v_CricketShot_g03_c07,3,2,0,kid,CricketShot
v_CricketShot_g05_c01,2,0,3,old,CricketShot
v_CricketShot_g05_c06,1,2,2,uncertain,CricketShot
v_CricketShot_g05_c07,0,2,3,old,CricketShot
v_CricketShot_g06_c02,3,2,0,kid,CricketShot
v_CricketShot_g07_c02,0,1,4,old,CricketShot
v_CricketShot_g09_c05,0,2,3,old,CricketShot
v_CricketShot_g09_c06,0,3,2,young,CricketShot
v_CricketShot_g09_c07,0,0,5,old,CricketShot
v_CricketShot_g10_c03,2,0,3,old,CricketShot
v_CricketShot_g10_c04,2,0,3,old,CricketShot
v_CricketShot_g10_c07,2,2,1,uncertain,CricketShot
v_CricketShot_g11_c05,3,1,1,kid,CricketShot
v_CricketShot_g12_c01,0,5,0,young,CricketShot
v_CricketShot_g12_c02,0,5,0,young,CricketShot
v_CricketShot_g12_c04,2,2,1,uncertain,CricketShot
v_CricketShot_g12_c05,1,3,1,young,CricketShot
v_CricketShot_g13_c02,2,2,1,uncertain,CricketShot
v_CricketShot_g13_c04,1,2,2,uncertain,CricketShot
v_CricketShot_g13_c05,3,2,0,kid,CricketShot
v_CricketShot_g13_c07,3,0,2,kid,CricketShot
v_CricketShot_g14_c03,1,4,0,young,CricketShot
v_CricketShot_g14_c04,2,3,0,young,CricketShot
v_CricketShot_g14_c07,1,4,0,young,CricketShot
v_CricketShot_g15_c01,1,3,1,young,CricketShot
v_CricketShot_g15_c02,1,2,2,uncertain,CricketShot
v_CricketShot_g15_c05,0,0,5,old,CricketShot
v_CricketShot_g16_c02,2,1,2,uncertain,CricketShot
v_CricketShot_g16_c03,2,1,2,uncertain,CricketShot
v_CricketShot_g16_c04,3,0,2,kid,CricketShot
v_CricketShot_g16_c06,5,0,0,kid,CricketShot
v_CricketShot_g17_c01,2,2,1,uncertain,CricketShot
v_CricketShot_g17_c04,3,0,2,kid,CricketShot
v_CricketShot_g17_c06,4,0,1,kid,CricketShot
v_CricketShot_g18_c01,0,1,4,old,CricketShot
v_CricketShot_g20_c01,2,0,3,old,CricketShot
v_CricketShot_g20_c02,1,3,1,young,CricketShot
v_CricketShot_g20_c03,2,3,0,young,CricketShot
v_CricketShot_g20_c05,2,3,0,young,CricketShot
v_CricketShot_g24_c01,2,3,0,young,CricketShot
v_CricketShot_g24_c03,2,1,2,uncertain,CricketShot
v_CricketShot_g24_c05,1,0,4,old,CricketShot
v_CricketShot_g25_c01,2,1,2,uncertain,CricketShot
v_CricketShot_g25_c02,1,0,4,old,CricketShot
v_CricketShot_g25_c03,2,0,3,old,CricketShot
v_CricketShot_g25_c06,1,2,2,uncertain,CricketShot
v_CuttingInKitchen_g02_c02,2,1,2,uncertain,CuttingInKitchen
v_CuttingInKitchen_g02_c04,4,0,1,kid,CuttingInKitchen
v_CuttingInKitchen_g03_c04,4,0,1,kid,CuttingInKitchen
v_CuttingInKitchen_g04_c03,2,2,1,uncertain,CuttingInKitchen
v_CuttingInKitchen_g05_c01,2,2,1,uncertain,CuttingInKitchen
v_CuttingInKitchen_g05_c02,0,5,0,young,CuttingInKitchen
v_CuttingInKitchen_g05_c05,1,4,0,young,CuttingInKitchen
v_CuttingInKitchen_g06_c01,2,0,3,old,CuttingInKitchen
v_CuttingInKitchen_g11_c01,1,0,4,old,CuttingInKitchen
v_CuttingInKitchen_g11_c02,0,0,5,old,CuttingInKitchen
v_CuttingInKitchen_g12_c01,1,0,4,old,CuttingInKitchen
v_CuttingInKitchen_g18_c01,2,2,1,uncertain,CuttingInKitchen
v_CuttingInKitchen_g18_c03,3,2,0,kid,CuttingInKitchen
v_CuttingInKitchen_g20_c01,1,3,1,young,CuttingInKitchen
v_CuttingInKitchen_g20_c04,1,4,0,young,CuttingInKitchen
v_CuttingInKitchen_g22_c01,2,3,0,young,CuttingInKitchen
v_CuttingInKitchen_g22_c02,2,3,0,young,CuttingInKitchen
v_CuttingInKitchen_g25_c01,0,1,4,old,CuttingInKitchen
v_CuttingInKitchen_g25_c02,1,3,1,young,CuttingInKitchen
v_Diving_g02_c03,1,4,0,young,Diving
v_Diving_g02_c07,2,3,0,young,Diving
v_Diving_g04_c04,2,2,1,uncertain,Diving
v_Diving_g06_c04,2,3,0,young,Diving
v_Diving_g06_c05,2,3,0,young,Diving
v_Diving_g07_c01,2,3,0,young,Diving
v_Diving_g07_c03,0,5,0,young,Diving
v_Diving_g09_c04,1,4,0,young,Diving
v_Diving_g10_c03,2,3,0,young,Diving
v_Diving_g10_c07,1,4,0,young,Diving
v_Diving_g11_c01,2,3,0,young,Diving
v_Diving_g11_c02,1,4,0,young,Diving
v_Diving_g12_c05,1,4,0,young,Diving
v_Diving_g13_c01,1,4,0,young,Diving
v_Diving_g13_c06,0,5,0,young,Diving
v_Diving_g13_c07,0,5,0,young,Diving
v_Diving_g14_c02,2,3,0,young,Diving
v_Diving_g16_c01,5,0,0,kid,Diving
v_Diving_g16_c02,3,2,0,kid,Diving
v_Diving_g17_c03,0,5,0,young,Diving
v_Diving_g17_c04,0,5,0,young,Diving
v_Diving_g18_c03,2,3,0,young,Diving
v_Diving_g21_c06,0,3,2,young,Diving
v_Diving_g22_c03,2,3,0,young,Diving
v_Diving_g23_c02,1,4,0,young,Diving
v_Diving_g23_c04,1,4,0,young,Diving
v_Diving_g23_c05,2,3,0,young,Diving
v_Diving_g24_c01,1,4,0,young,Diving
v_Diving_g24_c02,2,2,1,uncertain,Diving
v_Diving_g24_c04,1,4,0,young,Diving
v_Diving_g24_c07,2,3,0,young,Diving
v_Diving_g25_c01,1,1,3,old,Diving
v_Diving_g25_c04,0,5,0,young,Diving
v_Drumming_g02_c01,2,1,2,uncertain,Drumming
v_Drumming_g02_c04,2,0,3,old,Drumming
v_Drumming_g05_c03,2,3,0,young,Drumming
v_Drumming_g08_c01,2,1,2,uncertain,Drumming
v_Drumming_g08_c04,1,4,0,young,Drumming
v_Drumming_g09_c01,5,0,0,kid,Drumming
v_Drumming_g12_c05,5,0,0,kid,Drumming
v_Drumming_g12_c06,4,1,0,kid,Drumming
v_Drumming_g12_c07,3,2,0,kid,Drumming
v_Drumming_g14_c01,2,0,3,old,Drumming
v_Drumming_g14_c06,1,0,4,old,Drumming
v_Drumming_g16_c02,2,3,0,young,Drumming
v_Drumming_g16_c06,2,3,0,young,Drumming
v_Drumming_g18_c05,1,4,0,young,Drumming
v_Drumming_g19_c03,2,3,0,young,Drumming
v_Drumming_g19_c06,0,5,0,young,Drumming
v_Drumming_g19_c07,0,4,1,young,Drumming
v_Drumming_g22_c01,2,0,3,old,Drumming
v_Drumming_g22_c04,2,0,3,old,Drumming
v_Fencing_g03_c01,1,4,0,young,Fencing
v_Fencing_g03_c02,1,4,0,young,Fencing
v_Fencing_g04_c01,4,1,0,kid,Fencing
v_Fencing_g04_c02,3,2,0,kid,Fencing
v_Fencing_g05_c01,2,3,0,young,Fencing
v_Fencing_g05_c02,2,2,1,uncertain,Fencing
v_Fencing_g08_c03,2,0,3,old,Fencing
v_Fencing_g08_c04,1,1,3,old,Fencing
v_Fencing_g10_c05,2,3,0,young,Fencing
v_Fencing_g11_c04,2,3,0,young,Fencing
v_Fencing_g13_c04,2,3,0,young,Fencing
v_Fencing_g14_c02,2,3,0,young,Fencing
v_Fencing_g17_c04,1,4,0,young,Fencing
v_Fencing_g22_c02,3,2,0,kid,Fencing
v_Fencing_g24_c03,2,3,0,young,Fencing
v_FieldHockeyPenalty_g01_c01,1,1,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g01_c05,2,0,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g03_c02,0,5,0,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g04_c05,3,0,2,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c04,1,0,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g07_c01,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g08_c01,0,3,2,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g09_c03,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g09_c05,1,0,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g10_c06,3,0,2,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g13_c04,5,0,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g15_c02,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g15_c04,2,2,1,uncertain,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c03,0,4,1,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c02,1,0,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c03,1,0,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g19_c04,1,0,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g20_c03,5,0,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g22_c02,5,0,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g23_c01,3,0,2,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c03,0,5,0,young,FieldHockeyPenalty
v_FloorGymnastics_g01_c02,0,3,2,young,FloorGymnastics
v_FloorGymnastics_g02_c03,5,0,0,kid,FloorGymnastics
v_FloorGymnastics_g04_c01,5,0,0,kid,FloorGymnastics
v_FloorGymnastics_g06_c01,2,3,0,young,FloorGymnastics
v_FloorGymnastics_g06_c02,2,3,0,young,FloorGymnastics
v_FloorGymnastics_g06_c03,0,5,0,young,FloorGymnastics
v_FloorGymnastics_g07_c02,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g07_c04,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g07_c07,2,3,0,young,FloorGymnastics
v_FloorGymnastics_g11_c03,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g12_c01,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g12_c03,2,3,0,young,FloorGymnastics
v_FloorGymnastics_g12_c04,2,2,1,uncertain,FloorGymnastics
v_FloorGymnastics_g12_c05,2,0,3,old,FloorGymnastics
v_FloorGymnastics_g13_c04,2,0,3,old,FloorGymnastics
v_FloorGymnastics_g14_c02,2,2,1,uncertain,FloorGymnastics
v_FloorGymnastics_g15_c01,4,1,0,kid,FloorGymnastics
v_FloorGymnastics_g15_c02,3,2,0,kid,FloorGymnastics
v_FloorGymnastics_g15_c03,2,2,1,uncertain,FloorGymnastics
v_FloorGymnastics_g16_c04,2,2,1,uncertain,FloorGymnastics
v_FloorGymnastics_g17_c06,2,0,3,old,FloorGymnastics
v_FloorGymnastics_g18_c03,1,2,2,uncertain,FloorGymnastics
v_FloorGymnastics_g18_c04,3,0,2,kid,FloorGymnastics
v_FloorGymnastics_g18_c06,0,4,1,young,FloorGymnastics
v_FloorGymnastics_g18_c07,2,2,1,uncertain,FloorGymnastics
v_FloorGymnastics_g19_c03,3,2,0,kid,FloorGymnastics
v_FloorGymnastics_g19_c04,2,2,1,uncertain,FloorGymnastics
v_FloorGymnastics_g20_c02,1,0,4,old,FloorGymnastics
v_FloorGymnastics_g21_c04,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g22_c04,3,2,0,kid,FloorGymnastics
v_FloorGymnastics_g24_c04,2,1,2,uncertain,FloorGymnastics
v_FloorGymnastics_g25_c04,0,5,0,young,FloorGymnastics
v_FrisbeeCatch_g02_c01,1,4,0,young,FrisbeeCatch
v_FrisbeeCatch_g03_c01,5,0,0,kid,FrisbeeCatch
v_FrisbeeCatch_g03_c02,4,1,0,kid,FrisbeeCatch
v_FrisbeeCatch_g05_c01,1,2,2,uncertain,FrisbeeCatch
v_FrisbeeCatch_g05_c04,3,1,1,kid,FrisbeeCatch
v_FrisbeeCatch_g07_c05,2,2,1,uncertain,FrisbeeCatch
v_FrisbeeCatch_g08_c04,0,3,2,young,FrisbeeCatch
v_FrisbeeCatch_g08_c05,1,1,3,old,FrisbeeCatch
v_FrisbeeCatch_g09_c01,0,5,0,young,FrisbeeCatch
v_FrisbeeCatch_g09_c05,2,0,3,old,FrisbeeCatch
v_FrisbeeCatch_g13_c02,2,2,1,uncertain,FrisbeeCatch
v_FrisbeeCatch_g13_c04,4,1,0,kid,FrisbeeCatch
v_FrisbeeCatch_g16_c02,2,1,2,uncertain,FrisbeeCatch
v_FrisbeeCatch_g20_c01,2,3,0,young,FrisbeeCatch
v_FrisbeeCatch_g21_c05,2,3,0,young,FrisbeeCatch
v_FrisbeeCatch_g22_c01,2,2,1,uncertain,FrisbeeCatch
v_FrisbeeCatch_g22_c02,2,2,1,uncertain,FrisbeeCatch
v_FrisbeeCatch_g24_c01,2,2,1,uncertain,FrisbeeCatch
v_FrisbeeCatch_g24_c04,4,1,0,kid,FrisbeeCatch
v_FrontCrawl_g02_c04,2,1,2,uncertain,FrontCrawl
v_FrontCrawl_g03_c03,1,4,0,young,FrontCrawl
v_FrontCrawl_g03_c06,1,3,1,young,FrontCrawl
v_FrontCrawl_g04_c03,5,0,0,kid,FrontCrawl
v_FrontCrawl_g04_c04,5,0,0,kid,FrontCrawl
v_FrontCrawl_g04_c07,4,1,0,kid,FrontCrawl
v_FrontCrawl_g05_c04,2,3,0,young,FrontCrawl
v_FrontCrawl_g06_c01,1,4,0,young,FrontCrawl
v_FrontCrawl_g06_c03,2,3,0,young,FrontCrawl
v_FrontCrawl_g07_c03,1,1,3,old,FrontCrawl
v_FrontCrawl_g07_c04,1,4,0,young,FrontCrawl
v_FrontCrawl_g07_c07,1,4,0,young,FrontCrawl
v_FrontCrawl_g08_c02,1,1,3,old,FrontCrawl
v_FrontCrawl_g08_c03,0,2,3,old,FrontCrawl
v_FrontCrawl_g09_c01,2,3,0,young,FrontCrawl
v_FrontCrawl_g09_c03,2,1,2,uncertain,FrontCrawl
v_FrontCrawl_g09_c04,0,3,2,young,FrontCrawl
v_FrontCrawl_g10_c02,3,2,0,kid,FrontCrawl
v_FrontCrawl_g11_c05,2,3,0,young,FrontCrawl
v_FrontCrawl_g13_c01,0,5,0,young,FrontCrawl
v_FrontCrawl_g13_c02,1,4,0,young,FrontCrawl
v_FrontCrawl_g14_c01,0,3,2,young,FrontCrawl
v_FrontCrawl_g14_c02,0,4,1,young,FrontCrawl
v_FrontCrawl_g14_c03,0,5,0,young,FrontCrawl
v_FrontCrawl_g17_c05,3,2,0,kid,FrontCrawl
v_FrontCrawl_g18_c03,3,2,0,kid,FrontCrawl
v_FrontCrawl_g18_c05,4,1,0,kid,FrontCrawl
v_FrontCrawl_g20_c05,2,3,0,young,FrontCrawl
v_FrontCrawl_g20_c06,1,2,2,uncertain,FrontCrawl
v_FrontCrawl_g21_c02,2,1,2,uncertain,FrontCrawl
v_FrontCrawl_g23_c02,2,3,0,young,FrontCrawl
v_FrontCrawl_g24_c02,3,2,0,kid,FrontCrawl
v_GolfSwing_g01_c05,0,2,3,old,GolfSwing
v_GolfSwing_g02_c01,0,5,0,young,GolfSwing
v_GolfSwing_g02_c04,2,1,2,uncertain,GolfSwing
v_GolfSwing_g04_c01,0,1,4,old,GolfSwing
v_GolfSwing_g04_c02,1,1,3,old,GolfSwing
v_GolfSwing_g05_c04,1,2,2,uncertain,GolfSwing
v_GolfSwing_g05_c05,0,3,2,young,GolfSwing
v_GolfSwing_g06_c03,1,4,0,young,GolfSwing
v_GolfSwing_g07_c04,0,4,1,young,GolfSwing
v_GolfSwing_g08_c06,3,2,0,kid,GolfSwing
v_GolfSwing_g10_c01,0,2,3,old,GolfSwing
v_GolfSwing_g10_c03,1,4,0,young,GolfSwing
v_GolfSwing_g10_c04,2,2,1,uncertain,GolfSwing
v_GolfSwing_g11_c05,1,3,1,young,GolfSwing
v_GolfSwing_g12_c01,0,5,0,young,GolfSwing
v_GolfSwing_g12_c04,2,2,1,uncertain,GolfSwing
v_GolfSwing_g13_c02,0,2,3,old,GolfSwing
v_GolfSwing_g14_c02,1,2,2,uncertain,GolfSwing
v_GolfSwing_g15_c01,0,2,3,old,GolfSwing
v_GolfSwing_g15_c03,3,1,1,kid,GolfSwing
v_GolfSwing_g17_c05,0,5,0,young,GolfSwing
v_GolfSwing_g17_c06,0,5,0,young,GolfSwing
v_GolfSwing_g17_c07,0,5,0,young,GolfSwing
v_GolfSwing_g18_c01,1,0,4,old,GolfSwing
v_GolfSwing_g18_c04,1,1,3,old,GolfSwing
v_GolfSwing_g18_c06,4,0,1,kid,GolfSwing
v_GolfSwing_g19_c02,2,1,2,uncertain,GolfSwing
v_GolfSwing_g19_c04,0,3,2,young,GolfSwing
v_GolfSwing_g19_c05,0,4,1,young,GolfSwing
v_GolfSwing_g20_c02,0,4,1,young,GolfSwing
v_GolfSwing_g20_c05,1,2,2,uncertain,GolfSwing
v_GolfSwing_g20_c06,0,4,1,young,GolfSwing
v_GolfSwing_g21_c03,0,4,1,young,GolfSwing
v_GolfSwing_g21_c04,1,4,0,young,GolfSwing
v_GolfSwing_g21_c05,1,2,2,uncertain,GolfSwing
v_GolfSwing_g22_c01,0,3,2,young,GolfSwing
v_GolfSwing_g22_c02,0,4,1,young,GolfSwing
v_GolfSwing_g22_c03,0,3,2,young,GolfSwing
v_GolfSwing_g23_c05,0,2,3,old,GolfSwing
v_GolfSwing_g23_c07,0,2,3,old,GolfSwing
v_GolfSwing_g24_c05,0,1,4,old,GolfSwing
v_GolfSwing_g24_c06,0,2,3,old,GolfSwing
v_GolfSwing_g24_c07,0,0,5,old,GolfSwing
v_GolfSwing_g25_c02,0,0,5,old,GolfSwing
v_GolfSwing_g25_c06,0,0,5,old,GolfSwing
v_GolfSwing_g25_c07,0,1,4,old,GolfSwing
v_Haircut_g01_c03,0,2,3,old,Haircut
v_Haircut_g06_c04,0,1,4,old,Haircut
v_Haircut_g14_c01,3,2,0,kid,Haircut
v_Haircut_g17_c02,3,2,0,kid,Haircut
v_Haircut_g21_c04,0,2,3,old,Haircut
v_Haircut_g25_c02,0,1,4,old,Haircut
v_HammerThrow_g02_c03,2,3,0,young,HammerThrow
v_HammerThrow_g02_c06,1,2,2,uncertain,HammerThrow
v_HammerThrow_g02_c07,2,3,0,young,HammerThrow
v_HammerThrow_g03_c01,2,2,1,uncertain,HammerThrow
v_HammerThrow_g03_c02,1,3,1,young,HammerThrow
v_HammerThrow_g03_c03,1,2,2,uncertain,HammerThrow
v_HammerThrow_g03_c04,0,4,1,young,HammerThrow
v_HammerThrow_g03_c05,1,0,4,old,HammerThrow
v_HammerThrow_g04_c02,4,1,0,kid,HammerThrow
v_HammerThrow_g04_c05,4,1,0,kid,HammerThrow
v_HammerThrow_g04_c07,4,1,0,kid,HammerThrow
v_HammerThrow_g05_c06,1,4,0,young,HammerThrow
v_HammerThrow_g08_c02,2,3,0,young,HammerThrow
v_HammerThrow_g08_c04,2,2,1,uncertain,HammerThrow
v_HammerThrow_g08_c06,1,4,0,young,HammerThrow
v_HammerThrow_g10_c01,1,4,0,young,HammerThrow
v_HammerThrow_g10_c03,2,3,0,young,HammerThrow
v_HammerThrow_g10_c05,2,3,0,young,HammerThrow
v_HammerThrow_g14_c06,2,3,0,young,HammerThrow
v_HammerThrow_g15_c01,1,3,1,young,HammerThrow
v_HammerThrow_g15_c03,1,3,1,young,HammerThrow
v_HammerThrow_g17_c04,3,2,0,kid,HammerThrow
v_HammerThrow_g18_c01,1,4,0,young,HammerThrow
v_HammerThrow_g21_c03,1,3,1,young,HammerThrow
v_HammerThrow_g21_c04,2,3,0,young,HammerThrow
v_HammerThrow_g22_c04,2,3,0,young,HammerThrow
v_HammerThrow_g22_c05,2,3,0,young,HammerThrow
v_HammerThrow_g23_c03,1,4,0,young,HammerThrow
v_HammerThrow_g23_c07,1,3,1,young,HammerThrow
v_HammerThrow_g24_c03,2,3,0,young,HammerThrow
v_HammerThrow_g25_c03,0,5,0,young,HammerThrow
v_Hammering_g04_c03,3,2,0,kid,Hammering
v_Hammering_g04_c05,5,0,0,kid,Hammering
v_Hammering_g08_c02,4,1,0,kid,Hammering
v_Hammering_g08_c03,1,3,1,young,Hammering
v_Hammering_g12_c04,0,1,4,old,Hammering
v_Hammering_g12_c05,1,0,4,old,Hammering
v_Hammering_g13_c01,2,2,1,uncertain,Hammering
v_Hammering_g13_c05,0,1,4,old,Hammering
v_Hammering_g13_c06,2,1,2,uncertain,Hammering
v_Hammering_g13_c07,0,0,5,old,Hammering
v_Hammering_g14_c01,0,1,4,old,Hammering
v_Hammering_g15_c04,0,3,2,young,Hammering
v_Hammering_g15_c06,0,3,2,young,Hammering
v_Hammering_g18_c01,0,0,5,old,Hammering
v_Hammering_g18_c02,2,0,3,old,Hammering
v_Hammering_g18_c05,3,1,1,kid,Hammering
v_Hammering_g18_c06,2,2,1,uncertain,Hammering
v_Hammering_g19_c03,0,5,0,young,Hammering
v_Hammering_g19_c04,1,2,2,uncertain,Hammering
v_Hammering_g22_c06,3,2,0,kid,Hammering
v_Hammering_g23_c01,3,2,0,kid,Hammering
v_Hammering_g24_c01,2,1,2,uncertain,Hammering
v_Hammering_g24_c02,0,3,2,young,Hammering
v_Hammering_g24_c03,0,3,2,young,Hammering
v_HandstandPushups_g01_c03,1,2,2,uncertain,HandstandPushups
v_HandstandPushups_g02_c01,3,2,0,kid,HandstandPushups
v_HandstandPushups_g09_c03,2,3,0,young,HandstandPushups
v_HandstandPushups_g14_c03,0,2,3,old,HandstandPushups
v_HandstandPushups_g22_c03,0,5,0,young,HandstandPushups
v_HandstandPushups_g22_c04,0,5,0,young,HandstandPushups
v_HandstandWalking_g01_c01,2,3,0,young,HandstandWalking
v_HandstandWalking_g01_c04,0,5,0,young,HandstandWalking
v_HandstandWalking_g02_c04,2,3,0,young,HandstandWalking
v_HandstandWalking_g03_c03,2,3,0,young,HandstandWalking
v_HandstandWalking_g04_c02,5,0,0,kid,HandstandWalking
v_HandstandWalking_g05_c03,1,2,2,uncertain,HandstandWalking
v_HandstandWalking_g05_c04,0,0,5,old,HandstandWalking
v_HandstandWalking_g05_c05,4,0,1,kid,HandstandWalking
v_HandstandWalking_g05_c06,3,1,1,kid,HandstandWalking
v_HandstandWalking_g06_c01,0,5,0,young,HandstandWalking
v_HandstandWalking_g06_c02,1,4,0,young,HandstandWalking
v_HandstandWalking_g07_c01,2,3,0,young,HandstandWalking
v_HandstandWalking_g07_c03,2,3,0,young,HandstandWalking
v_HandstandWalking_g07_c06,0,5,0,young,HandstandWalking
v_HandstandWalking_g08_c01,3,2,0,kid,HandstandWalking
v_HandstandWalking_g15_c01,4,1,0,kid,HandstandWalking
v_HandstandWalking_g16_c03,4,0,1,kid,HandstandWalking
v_HandstandWalking_g17_c02,1,4,0,young,HandstandWalking
v_HandstandWalking_g17_c04,2,2,1,uncertain,HandstandWalking
v_HandstandWalking_g18_c04,1,4,0,young,HandstandWalking
v_HandstandWalking_g18_c07,2,3,0,young,HandstandWalking
v_HandstandWalking_g20_c02,1,4,0,young,HandstandWalking
v_HandstandWalking_g21_c04,4,1,0,kid,HandstandWalking
v_HandstandWalking_g25_c01,0,0,5,old,HandstandWalking
v_HandstandWalking_g25_c04,4,1,0,kid,HandstandWalking
v_HeadMassage_g02_c03,0,4,1,young,HeadMassage
v_HeadMassage_g02_c04,0,5,0,young,HeadMassage
v_HeadMassage_g02_c05,0,3,2,young,HeadMassage
v_HeadMassage_g05_c01,1,0,4,old,HeadMassage
v_HeadMassage_g05_c02,2,0,3,old,HeadMassage
v_HeadMassage_g07_c02,0,5,0,young,HeadMassage
v_HeadMassage_g07_c03,0,2,3,old,HeadMassage
v_HeadMassage_g07_c04,0,1,4,old,HeadMassage
v_HeadMassage_g08_c01,2,1,2,uncertain,HeadMassage
v_HeadMassage_g08_c04,0,3,2,young,HeadMassage
v_HeadMassage_g08_c06,1,3,1,young,HeadMassage
v_HeadMassage_g08_c07,1,3,1,young,HeadMassage
v_HeadMassage_g09_c01,2,3,0,young,HeadMassage
v_HeadMassage_g09_c04,0,2,3,old,HeadMassage
v_HeadMassage_g10_c03,2,2,1,uncertain,HeadMassage
v_HeadMassage_g10_c04,1,3,1,young,HeadMassage
v_HeadMassage_g11_c01,1,3,1,young,HeadMassage
v_HeadMassage_g11_c03,0,3,2,young,HeadMassage
v_HeadMassage_g11_c04,0,4,1,young,HeadMassage
v_HeadMassage_g11_c05,4,0,1,kid,HeadMassage
v_HeadMassage_g12_c04,3,2,0,kid,HeadMassage
v_HeadMassage_g15_c01,0,5,0,young,HeadMassage
v_HeadMassage_g15_c03,0,3,2,young,HeadMassage
v_HeadMassage_g15_c07,0,5,0,young,HeadMassage
v_HeadMassage_g18_c01,1,4,0,young,HeadMassage
v_HeadMassage_g18_c06,0,5,0,young,HeadMassage
v_HeadMassage_g18_c07,1,4,0,young,HeadMassage
v_HeadMassage_g19_c02,0,4,1,young,HeadMassage
v_HeadMassage_g19_c03,0,5,0,young,HeadMassage
v_HeadMassage_g21_c05,1,2,2,uncertain,HeadMassage
v_HighJump_g10_c03,1,3,1,young,HighJump
v_HighJump_g15_c02,0,1,4,old,HighJump
v_HighJump_g15_c03,2,1,2,uncertain,HighJump
v_HighJump_g18_c01,5,0,0,kid,HighJump
v_HighJump_g18_c02,2,2,1,uncertain,HighJump
v_HighJump_g19_c04,0,5,0,young,HighJump
v_HighJump_g20_c01,2,3,0,young,HighJump
v_HighJump_g24_c02,1,4,0,young,HighJump
v_HighJump_g25_c02,2,3,0,young,HighJump
v_HighJump_g25_c03,1,4,0,young,HighJump
v_HorseRace_g04_c02,2,0,3,old,HorseRace
v_HorseRace_g08_c02,2,3,0,young,HorseRace
v_HorseRace_g09_c01,1,4,0,young,HorseRace
v_HorseRace_g09_c03,2,3,0,young,HorseRace
v_HorseRace_g10_c02,2,2,1,uncertain,HorseRace
v_HorseRace_g12_c01,1,4,0,young,HorseRace
v_HorseRace_g12_c03,0,5,0,young,HorseRace
v_HorseRace_g13_c02,2,2,1,uncertain,HorseRace
v_HorseRace_g15_c01,2,3,0,young,HorseRace
v_HorseRace_g15_c03,1,4,0,young,HorseRace
v_HorseRace_g17_c01,2,1,2,uncertain,HorseRace
v_HorseRace_g17_c02,2,3,0,young,HorseRace
v_HorseRace_g17_c03,0,2,3,old,HorseRace
v_HorseRace_g20_c02,2,0,3,old,HorseRace
v_HorseRace_g22_c03,0,5,0,young,HorseRace
v_HorseRace_g22_c04,0,5,0,young,HorseRace
v_HorseRace_g23_c02,1,0,4,old,HorseRace
