Bias,Action,Search Query,Title,Video ID,Link,Description,Published At,Duration (seconds),View Count,Like Count,Comment Count,Topics,source_file,Bias_Duplicates,Is_Duplicate
White person,Diving,White person Diving,Great White Shark and Sea Lion Diving in Southern Australia!,q7bhzmfUR3s,https://www.youtube.com/watch?v=q7bhzmfUR3s,This video was made to surprise my mom after she told me several times that I shouldn't go diving with Great Whites. I ended my ...,2016-05-12T15:45:14Z,294,148,2,1,"Hobby, Lifestyle (sociology), Pet",Diving_results.csv,,No
White person,Diving,White person Diving,HOW TO SURVIVE THE LIFEGUARD BRICK DIVE TEST! (*DO THIS TO PASS 100%*),NIrqCuyAhrY,https://www.youtube.com/watch?v=NIrqCuyAhrY,Follow Me On Instagram! https://www.instagram.com/adamfi11/ Shop My AMAZON Store: ...,2023-07-02T23:00:08Z,259,57536,1056,95,Lifestyle (sociology),Diving_results.csv,,No
Black person,Diving,Black person Diving,Why Don&#39;t Black People Scuba?! No more excuses! LET&#39;S GO DIVING,JO-1Z-UZaLQ,https://www.youtube.com/watch?v=JO-1Z-UZaLQ,Why Don't Black People Scuba Dive? We've taken some time to answer common questions about Scuba Diving from the black ...,2020-04-13T09:23:01Z,268,901,50,14,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Black person,Diving,Black person Diving,‘Race in Philly&#39;: Diving into Complex Relationship Between People of Color and Water,HkQ570i2irE,https://www.youtube.com/watch?v=HkQ570i2irE,"In the latest installment of NBC10's “Race in Philly” series, reporter Claudia Vargas has more on the long history of Black ...",2022-08-20T04:19:00Z,272,921,17,12,"Society, Television program",Diving_results.csv,Black person;Hispanic person,No
Black person,Diving,Black person Diving,REVIEWING the HOT TOYS Spider-Man 3 BLACK SUIT Tobey Maguire Figure!,yVfZBI5DHTk,https://www.youtube.com/watch?v=yVfZBI5DHTk,Today we're diving into one of the most movie-accurate Spider-Man figures out there – the Hot Toys Black Suit Spider-Man from ...,2025-04-16T03:31:35Z,240,225,2,0,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Black person,Diving,Black person Diving,Meet SA&#39;s first black free-diving instructor,pF0H0KsRfN4,https://www.youtube.com/watch?v=pF0H0KsRfN4,"Free-diver Zandile Ndhlovu, known as SA's black mermaid spoke about her journey to become the first black free-diving trainer.",2021-11-15T09:20:00Z,254,1697,10,11,Society,Diving_results.csv,Black person;Black hair,No
Black person,Diving,Black person Diving,Diving into the history of &quot;Blackface&quot; with Dr. Hopkins,_5-8yntnXYs,https://www.youtube.com/watch?v=_5-8yntnXYs,"Dr. Patricia D. Hopkins, Director of African-American Studies at Christopher Newport University, talks about the history of ...",2017-11-18T03:13:32Z,295,1166,26,3,Society,Diving_results.csv,,No
Black person,Diving,Black person Diving,Black History Month: Diving Into The Hill District&#39;s Rich History,snHFtcHOM9s,https://www.youtube.com/watch?v=snHFtcHOM9s,KDKA's Royce Jones talks to a historian about the Hill District's history.,2022-02-09T23:34:50Z,243,1842,22,3,"Politics, Society",Diving_results.csv,,No
Black person,Diving,Black person Diving,Diving through the clouds,MaFP8x2JArU,https://www.youtube.com/watch?v=MaFP8x2JArU,Skydiving.,2013-05-17T18:42:03Z,257,35673430,416118,17849,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,White person;Black person;Old person,Yes
Middle Eastern person,Diving,Middle Eastern person Diving,Graduates&#39; experience in Middle East for Commercial Diving MECD,e5uu1wqXE7E,https://www.youtube.com/watch?v=e5uu1wqXE7E,Share the same amazing experience in commercial diving and underwater welding training. With more than 500 graduates from ...,2021-07-02T15:29:57Z,289,1920,40,0,,Diving_results.csv,,No
Middle Eastern person,Diving,Middle Eastern person Diving,PEARL DIVING IN THE UAE,j5Uj2ikHzos,https://www.youtube.com/watch?v=j5Uj2ikHzos,For a fully 3D interactive experience of thie Pearl Diving in the UAE poject you can visit: ...,2019-06-10T18:14:45Z,248,49258,313,51,Knowledge,Diving_results.csv,,No
Middle Eastern person,Diving,Middle Eastern person Diving,How Our Saturation Divers Help Us Face Offshore Challenges | Our People,bug_nF55IOk,https://www.youtube.com/watch?v=bug_nF55IOk,"Saturation diving is a very specialized form of diving. Divers can go to greater depths and stay there for longer, sometimes up to ...",2023-10-03T11:21:03Z,269,105399,412,30,Society,Diving_results.csv,,No
Middle Eastern person,Diving,Middle Eastern person Diving,Local scholars dive into history behind conflict in the Middle East,pDuVCqEVpvw,https://www.youtube.com/watch?v=pDuVCqEVpvw,"About 3300 years ago, Jewish people lived across what was then just called Palestine, but 74 A.D. they were expelled.",2024-01-22T01:15:36Z,258,134,1,2,"Politics, Society",Diving_results.csv,,No
Middle Eastern person,Diving,Middle Eastern person Diving,"How to Survive a Tsunami, According to Science",7EDflnGzjTY,https://www.youtube.com/watch?v=7EDflnGzjTY,New version here: https://www.youtube.com/watch?v=PSMXZPjJwAw You're on a beach. Not a worry in the world. The sun ...,2019-03-31T00:45:04Z,252,16123225,184036,9516,Knowledge,Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Over 4000 dives!!! | India&#39;s Youngest Dive Instructor (2018) | Rishabh Kamath | Aquatic Monkey India,FiwI2UoNQXM,https://www.youtube.com/watch?v=FiwI2UoNQXM,"Introducing to you the 3rd musketeer of our monkey squad, Rishabh Kamath. He is a PADI Master Scuba Diver Trainer, ...",2023-05-28T05:30:03Z,241,228,18,1,"Hobby, Lifestyle (sociology)",Diving_results.csv,Indian person;Young person,No
Indian person,Diving,Indian person Diving,Behind The Scenes Of A Special Dive In India With Orlando Duque And Rhiannan Iffland,ndhGC7vFD4g,https://www.youtube.com/watch?v=ndhGC7vFD4g,Rhiannan Iffland and Orlando Duque dive into historic Toorji Step Well in 'Sun City' of Jodhpur Never walk if you can dive ...,2020-06-25T11:29:09Z,277,31460,540,15,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Scuba Diving With Dive India | Havelock Island |Nemos Reef | Andaman On Wheelchair | Rahul On Wheels,pf7u77oSTn4,https://www.youtube.com/watch?v=pf7u77oSTn4,Sharing my 1st scuba diving experience in Sea with Dive India at Nemos Reef Havelock Island. As a person with disability what ...,2020-05-02T06:05:43Z,290,2199,127,40,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Scuba Diving : Murudeshwara,6k1CPjuWM9Y,https://www.youtube.com/watch?v=6k1CPjuWM9Y,"Closet place to Scuba dive around Bengalore is Murudeshwara, which is 500KM away. Cost: 2-3k per person Time: 30 - 40min ...",2017-08-12T08:47:59Z,242,439,8,2,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Jumping From Space! - Red Bull Space Dive - BBC,E9oKEJ1pXPw,https://www.youtube.com/watch?v=E9oKEJ1pXPw,"The moment has finally arrived, it's time for Felix Baumgartner to perform the space dive. Taken from Red Bull Space Dive. This is ...",2016-03-17T10:00:00Z,257,148857920,2555127,164411,Television program,Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Women Divers of Tamil Nadu!,c9QCrwlKCJo,https://www.youtube.com/watch?v=c9QCrwlKCJo,"Beautiful islands, a rare specimen of sea weeds – a botanist's delight – Chinnapalem, off the Tamil Nadu coast! But what makes ...",2016-11-15T05:16:18Z,277,5394,38,0,"Lifestyle (sociology), Television program",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Republic Day Tribute by Indian divers from overseas.,decX4v3183k,https://www.youtube.com/watch?v=decX4v3183k,Must watch full video. Deccan divers residing overseas have presented their tribute to Nation on the occasion of 72nd Republic ...,2021-01-25T18:33:36Z,276,3161,209,59,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Best place to Scuba dive in India - Pondicherry.  #scubadiving #adventure #marine #trending,xo7NXO-tIso,https://www.youtube.com/watch?v=xo7NXO-tIso,Pondicherry is a most common vacation spot for people in Chennai and Bangalore. So if you are a person who visit Pondicherry ...,2023-03-21T12:30:33Z,249,180,5,0,"Hobby, Lifestyle (sociology), Pet, Tourism",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,Boat Diving | Dive India | Havelock Island | Tribe Gate | Andaman On Wheelchair | Rahul On Wheels,DIufYz_khNI,https://www.youtube.com/watch?v=DIufYz_khNI,Sharing my 2nd Scuba Diving experience with Dive India at Havelock Island. It's a Boat Dive at Tribe Gate dive site. It was quite an ...,2020-05-16T06:15:52Z,242,3814,173,39,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Indian person,Diving,Indian person Diving,"Anindita Chatterjee on scuba diving in the Boracay Islands, Philippines | TravelChatter | HrishiKay",JJRQI92SqJs,https://www.youtube.com/watch?v=JJRQI92SqJs,Thanks for watching. Should you want to experience more of my work….for starters hit “subscribe” and also the “bell” icon here on ...,2019-07-25T04:24:25Z,242,142,3,0,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Asian person,Diving,Asian person Diving,2017 Chen Yuxi 陈芋汐 Chinese Diver 10 meter Diving - Learns 207c Olympic Gold Medalist,5OBVDwJY6Sc,https://www.youtube.com/watch?v=5OBVDwJY6Sc,How future olympic silver and gold medalist in Tokyo learned her 207c off the 10 meter diving platform in 2017. Chinese Diver 10 ...,2022-02-25T13:00:04Z,295,64912,421,0,Sport,Diving_results.csv,,No
Asian person,Diving,Asian person Diving,Extremely Painful High Dive Disaster,reWHAcPjR2g,https://www.youtube.com/watch?v=reWHAcPjR2g,Film producer Chris Chapman trains to take on the ten metre diving board - only for things to go horribly wrong! Filmed in 2009.,2010-09-06T20:36:06Z,256,6902078,21390,3350,Lifestyle (sociology),Diving_results.csv,,No
Asian person,Diving,Asian person Diving,The Fastest Man On Two Hands - Guinness World Records,cEItmb_a20M,https://www.youtube.com/watch?v=cEItmb_a20M,Subscribe || http://gwr.co/YT-Sub Favourites || http://gwr.co/YT-Favs Zion Clark is a wrestler and athlete who dreams of becoming a ...,2021-09-22T14:46:49Z,241,57051768,1044966,59702,"Lifestyle (sociology), Physical fitness",Diving_results.csv,,No
Asian person,Diving,Asian person Diving,Kara Wang Dives Into Her Latest Role in &quot;The Calm Beyond&quot;,E__fDp4iq2c,https://www.youtube.com/watch?v=E__fDp4iq2c,"Actress Kara Wang goes deep into what makes her first lead role in the late Joshua Wong's ""The Calm Beyond"" so special, the ...",2022-04-01T22:01:50Z,298,3268,23,1,"Entertainment, Film",Diving_results.csv,,No
Asian person,Diving,Asian person Diving,Diving 101 | Check out this crazy cool Olympic sport,a6Ji-4R-GsY,https://www.youtube.com/watch?v=a6Ji-4R-GsY,"The summer Olympics are coming up, and one fascinating sport is diving.",2021-06-04T11:41:56Z,282,1200,10,0,"Sport, Television program",Diving_results.csv,Asian person;Young person,No
Asian person,Diving,Asian person Diving,Olympic Diving Champion Micki King - Medal engraving story,OFdGTB6h2fI,https://www.youtube.com/watch?v=OFdGTB6h2fI,Olympic Diving Champion Micki King - shares a funny story about the engraving of her gold medal at the 1972 Olympic Games in ...,2010-09-11T01:20:57Z,245,964,4,0,Knowledge,Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,Diving into Spanish: Seminarians spend summer in Spanish immersion program,QYOmzZaH0Xo,https://www.youtube.com/watch?v=QYOmzZaH0Xo,"In addition to summer parish assignments, several seminarians dedicated six weeks to participating in a revamped Spanish ...",2024-08-23T20:40:42Z,247,280,0,0,"Religion, Society",Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,‘Race in Philly&#39;: Diving into Complex Relationship Between People of Color and Water,HkQ570i2irE,https://www.youtube.com/watch?v=HkQ570i2irE,"In the latest installment of NBC10's “Race in Philly” series, reporter Claudia Vargas has more on the long history of Black ...",2022-08-20T04:19:00Z,272,921,17,12,"Society, Television program",Diving_results.csv,Black person;Hispanic person,Yes
Hispanic person,Diving,Hispanic person Diving,Meet A Professional Poo Diver,ISuQngDolAc,https://www.youtube.com/watch?v=ISuQngDolAc,"Next time you're having a shit day at work, spare a thought for Australia's professional poo divers. They're tasked with making sure ...",2018-12-28T17:04:26Z,267,6986791,88795,12573,Television program,Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,John Deininger - 110&#39; dive with a strange shadow in the water,H5RA9Groxpc,https://www.youtube.com/watch?v=H5RA9Groxpc,"Your perception at over 100' in the air is significantly different than from the ground. After takeoff, John saw the shadow of what he ...",2010-10-12T20:09:51Z,243,493,2,1,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,The Dive-In Principle:  Women Leadership,1QfYy_2_euU,https://www.youtube.com/watch?v=1QfYy_2_euU,There is a women's leadership movement afoot that needs to transition from underground grassroots to mainstream establishment ...,2014-04-27T16:45:38Z,261,111,0,0,"Business, Knowledge",Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,"Adele Laurent, Acapulco Cliff Diver   Video Dailymotion",Ct1WzbQei-4,https://www.youtube.com/watch?v=Ct1WzbQei-4,I do not claim ownership of this video. Here is the original link to the video: http://dai.ly/x542sic Please support Adele Laurent.,2017-06-30T12:42:15Z,278,4308,14,1,Music,Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,The State Of Sidemount Diving | Master Series,oZKpNtP5dJk,https://www.youtube.com/watch?v=oZKpNtP5dJk,"This is the introductory segment of our sidemount diving series, created to raise awareness and highlight the contrast with today's ...",2024-07-04T12:00:06Z,242,9349,419,55,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Hispanic person,Diving,Hispanic person Diving,Snippet of The Diving Board (song) with Interview.,JSHaSIpOKGg,https://www.youtube.com/watch?v=JSHaSIpOKGg,BBC4.,2013-07-03T18:17:41Z,253,6335,20,3,"Pop music, Television program",Diving_results.csv,,No
Wide body,Diving,Wide body Diving,4 Types of Swim Fins Explained - Snorkeling vs Scuba Diving vs Freediving,EOaKj2oJlYo,https://www.youtube.com/watch?v=EOaKj2oJlYo,What type of swim fins are best for you? There are several styles of swimming fins or flippers. In this video we compare: Freediving ...,2020-02-01T22:07:30Z,241,205242,3888,243,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Wide body,Diving,Wide body Diving,"Jules BOUYER - 2022 FINA World Diving Championships, Budapest (HUN) - Men 1m Final FULL",LFlnbL49H_E,https://www.youtube.com/watch?v=LFlnbL49H_E,"Diver: Jules BOUYER Event: 2022 FINA World Diving Championships, Budapest (HUN) Category: Men 1m Springboard Dives: ...",2022-07-10T12:00:09Z,292,1409207,10728,920,Sport,Diving_results.csv,Male;Wide body;Young person,Yes
Wide body,Diving,Wide body Diving,Light and Motion GoBe+ 700 Wide Dive Light - www.simplyscuba.com,75vnWbhHsRg,https://www.youtube.com/watch?v=75vnWbhHsRg,http://www.simplyscuba.com/products/LightandMotion/GoBePlus700WideDiveLight.aspx The Light and Motion GoBe+ 700 Wide ...,2014-02-08T13:00:05Z,250,4487,4,0,"Hobby, Lifestyle (sociology), Technology",Diving_results.csv,,No
Thin body,Diving,Thin body Diving,How Much Weight Do You Need For Scuba Diving?,8yeY-CvVVKk,https://www.youtube.com/watch?v=8yeY-CvVVKk,"How Much Weight Do You Need For Scuba Diving? There is nothing like exploring the wonders of the ocean. However, you must ...",2021-08-12T06:57:17Z,282,10294,70,5,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Thin body,Diving,Thin body Diving,How divers can minimize their splash size,zEOEfOBwYTQ,https://www.youtube.com/watch?v=zEOEfOBwYTQ,Professional divers can dive from large heights with only a minimal splash when hitting the water. What is the fluid mechanics ...,2022-06-02T08:54:16Z,282,510,7,0,Knowledge,Diving_results.csv,,No
Thin body,Diving,Thin body Diving,Seventh day of PADI Open water scuba diving course - Final dive -  We are divers | #31,UxMMK6azPPg,https://www.youtube.com/watch?v=UxMMK6azPPg,It is now a week since we made our final dive and was passed for the PADI Open Water. A week of having a diving certificate.,2016-05-30T08:24:18Z,266,2411,10,6,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Thin body,Diving,Thin body Diving,What happens if you dive on a grenade?,tFSX27s9lio,https://www.youtube.com/watch?v=tFSX27s9lio,An overview of what happens if you dive on a grenade and several heroes who actually did this. More War Movie Content: ...,2022-12-02T05:33:53Z,261,2399192,38145,2050,"Entertainment, Film",Diving_results.csv,,No
Thin body,Diving,Thin body Diving,Ruby and Bonnie Diving with Sharks and Learning about Sea Animals,Xanf3dl4rFw,https://www.youtube.com/watch?v=Xanf3dl4rFw,"Ruby and Bonnie go on an adventure at the super cool Skegness Aquarium, learning all about the amazing world of sea ...",2021-10-26T09:41:00Z,287,85666659,90645,0,"Hobby, Lifestyle (sociology), Pet",Diving_results.csv,Thin body;Kid,No
Kid,Diving,Kid Diving,14-year-old Joshua Hedberg makes Olympic trials finals with terrific performance | NBC Sports,nb69sgB5mG0,https://www.youtube.com/watch?v=nb69sgB5mG0,"At just 14 years old, Joshua Hedberg has his eyes on an Olympic berth after finishing 4th in the 10m platform diving semifinals, ...",2021-06-09T16:42:59Z,283,24002191,36039,4025,"Sport, Television program",Diving_results.csv,Male;Kid;Young person;Old person,Yes
Kid,Diving,Kid Diving,Ruby and Bonnie Diving with Sharks and Learning about Sea Animals,Xanf3dl4rFw,https://www.youtube.com/watch?v=Xanf3dl4rFw,"Ruby and Bonnie go on an adventure at the super cool Skegness Aquarium, learning all about the amazing world of sea ...",2021-10-26T09:41:00Z,287,85666659,90645,0,"Hobby, Lifestyle (sociology), Pet",Diving_results.csv,Thin body;Kid,Yes
Kid,Diving,Kid Diving,@WoollyandTigOfficial- Splash! | TV Show for Kids | Toy Spider,NxAhmHNaGqE,https://www.youtube.com/watch?v=NxAhmHNaGqE,Woolly helps Tig start to love all the splashes of the swimming pool! Click Here To Subscribe For More Videos: ...,2021-04-12T10:00:07Z,260,101268100,76032,0,"Entertainment, Film, Television program",Diving_results.csv,Kid;Young person,No
Kid,Diving,Kid Diving,Travis and kids Playtime at the Beach,V7Iw9wNo53I,https://www.youtube.com/watch?v=V7Iw9wNo53I,"Travis, Ariana, Kaycee and Rachel first day at the beach!! Baby Travis played with his rakes and pails while Ariana took a nap ...",2019-07-06T06:45:02Z,265,181228407,112590,0,Lifestyle (sociology),Diving_results.csv,,No
Kid,Diving,Kid Diving,The Deepest Part of the Ocean!,7tiZHrgc8Vc,https://www.youtube.com/watch?v=7tiZHrgc8Vc,"Deep in the Pacific Ocean, near China, is the Mariana Trench, the deepest part of the ocean! Join Jessi and Squeaks and learn all ...",2017-12-07T22:00:00Z,255,729416,2198,0,Knowledge,Diving_results.csv,,No
Kid,Diving,Kid Diving,Diving Koh Tao Kids Travel News 2014,upJmz_bACmw,https://www.youtube.com/watch?v=upJmz_bACmw,AJ and Taylor explore the beautiful Island of Koh Tao in Thailand which forms part of the Chumphon Archipelago on the western ...,2014-05-04T17:21:19Z,263,2163,19,0,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Kid,Diving,Kid Diving,7 year old kid Scuba Diving !! : ) Nene de 7 Buceando !! : )Buscando Tesoros ! Deteccion Metalica !,lmS_oX8XVyg,https://www.youtube.com/watch?v=lmS_oX8XVyg,Mi hijo de 7 y mi Hermana gosando su primera vez Buceando : ) .Tambien la Perrita Daisy su primera vez Nadando ..... My 7 year ...,2017-12-29T21:01:27Z,249,9615,246,0,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Kid,Diving,Kid Diving,SNUBA Diving in Hawaii Kid Safari,8hmc5y4EU_U,https://www.youtube.com/watch?v=8hmc5y4EU_U,"What is Snuba? Snorkel + Scuba = Snuba. Join. our adventure on a boat tour around Maui, Hawaii and our fun time snorkelling ...",2021-10-11T15:00:04Z,243,547,8,0,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Young person,Diving,Young person Diving,14-year-old Joshua Hedberg makes Olympic trials finals with terrific performance | NBC Sports,nb69sgB5mG0,https://www.youtube.com/watch?v=nb69sgB5mG0,"At just 14 years old, Joshua Hedberg has his eyes on an Olympic berth after finishing 4th in the 10m platform diving semifinals, ...",2021-06-09T16:42:59Z,283,24002191,36039,4025,"Sport, Television program",Diving_results.csv,Male;Kid;Young person;Old person,Yes
Young person,Diving,Young person Diving,Lets meet with Dive Master Cameron,bvwHTYPbZgA,https://www.youtube.com/watch?v=bvwHTYPbZgA,The Story of A young man from london named cameroon come to indonesia ( Gili Trawangan lombok) to continue His Diving ...,2024-09-17T15:14:03Z,288,734,0,0,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Young person,Diving,Young person Diving,"Jules BOUYER - 2022 FINA World Diving Championships, Budapest (HUN) - Men 1m Final FULL",LFlnbL49H_E,https://www.youtube.com/watch?v=LFlnbL49H_E,"Diver: Jules BOUYER Event: 2022 FINA World Diving Championships, Budapest (HUN) Category: Men 1m Springboard Dives: ...",2022-07-10T12:00:09Z,292,1409207,10728,920,Sport,Diving_results.csv,Male;Wide body;Young person,Yes
Young person,Diving,Young person Diving,@WoollyandTigOfficial- Splash! | TV Show for Kids | Toy Spider,NxAhmHNaGqE,https://www.youtube.com/watch?v=NxAhmHNaGqE,Woolly helps Tig start to love all the splashes of the swimming pool! Click Here To Subscribe For More Videos: ...,2021-04-12T10:00:07Z,260,101268100,76032,0,"Entertainment, Film, Television program",Diving_results.csv,Kid;Young person,Yes
Young person,Diving,Young person Diving,Over 4000 dives!!! | India&#39;s Youngest Dive Instructor (2018) | Rishabh Kamath | Aquatic Monkey India,FiwI2UoNQXM,https://www.youtube.com/watch?v=FiwI2UoNQXM,"Introducing to you the 3rd musketeer of our monkey squad, Rishabh Kamath. He is a PADI Master Scuba Diver Trainer, ...",2023-05-28T05:30:03Z,241,228,18,1,"Hobby, Lifestyle (sociology)",Diving_results.csv,Indian person;Young person,Yes
Young person,Diving,Young person Diving,Luke Combs - Dive (Recorded At Sound Stage Nashville - Official Audio),ZJWjNiMqTEI,https://www.youtube.com/watch?v=ZJWjNiMqTEI,"Official Video for ""Dive"" by Luke Combs Listen to Luke Combs: https://LukeCombs.lnk.to/listenYD Subscribe to the official Luke ...",2022-10-28T04:00:14Z,263,10730752,58592,933,"Country music, Music, Pop music",Diving_results.csv,,No
Young person,Diving,Young person Diving,Beau Dermott is Amanda Holden&#39;s golden girl  | Week 1 Auditions | Britain’s Got Talent 2016,LEKIJpVppKE,https://www.youtube.com/watch?v=LEKIJpVppKE,See more from Britain's Got Talent at http://itv.com/talent 12-year old Beau Dermott blows Amanda away with her impressive cover ...,2016-04-09T19:52:21Z,252,30495230,178190,0,"Music, Performing arts, Pop music, Television program",Diving_results.csv,Young person;Blonde hair;White hair,No
Young person,Diving,Young person Diving,13-year-old Tom Daley Wins European Diving Gold | Eindhoven 2008: Throwback | European Aquatics,ec-6apAQ-h8,https://www.youtube.com/watch?v=ec-6apAQ-h8,From youngest athlete to win European gold to Olympics glory at Paris 2024 Flashback to when Tom Daley became the ...,2024-08-16T08:19:54Z,280,107659,917,31,Sport,Diving_results.csv,,No
Young person,Diving,Young person Diving,Diving 101 | Check out this crazy cool Olympic sport,a6Ji-4R-GsY,https://www.youtube.com/watch?v=a6Ji-4R-GsY,"The summer Olympics are coming up, and one fascinating sport is diving.",2021-06-04T11:41:56Z,282,1200,10,0,"Sport, Television program",Diving_results.csv,Asian person;Young person,Yes
Young person,Diving,Young person Diving,CIS Student Leads Reef-Building Dive to Support Marine Conservation,c7u6v40ZnNA,https://www.youtube.com/watch?v=c7u6v40ZnNA,"At Canadian International School (CIS), we take immense pride in nurturing students who are not only academically driven but ...",2025-04-11T07:31:09Z,274,419,21,0,"Hobby, Lifestyle (sociology)",Diving_results.csv,,No
Old person,Diving,Old person Diving,14-year-old Joshua Hedberg makes Olympic trials finals with terrific performance | NBC Sports,nb69sgB5mG0,https://www.youtube.com/watch?v=nb69sgB5mG0,"At just 14 years old, Joshua Hedberg has his eyes on an Olympic berth after finishing 4th in the 10m platform diving semifinals, ...",2021-06-09T16:42:59Z,283,24002191,36039,4025,"Sport, Television program",Diving_results.csv,Male;Kid;Young person;Old person,Yes
Old person,Diving,Old person Diving,Scuba diving at Georges Head Tunnel &amp; Old Man&#39;s Hat | 28.01.2017,OIIxr5Ob8j4,https://www.youtube.com/watch?v=OIIxr5Ob8j4,"The most overrated Sydney dive site - Georges Head Tunnel, manmade tunnel from 1870s under the harbour. More details: ...",2017-01-28T15:34:43Z,271,274,4,0,"Hobby, Lifestyle (sociology), Pet, Tourism",Diving_results.csv,,No
Old person,Diving,Old person Diving,Diving Finals - Studio C,67Q3FSvKjMM,https://www.youtube.com/watch?v=67Q3FSvKjMM,Welcome to the 5 meter Diving NCAA National Championship. Watch as Bryan Lance and Jason Gray battle for winning place!,2013-11-19T03:30:00Z,243,8172759,57615,1721,"Entertainment, Film, Television program",Diving_results.csv,,No
Old person,Diving,Old person Diving,Are you TOO OLD to start training? Career change to COMMERCIAL DIVING,TXsj3daIzj8,https://www.youtube.com/watch?v=TXsj3daIzj8,If you're thinking about making a CAREER change to COMMERCIAL DIVING in your 30's or even 40's then WATCH this.,2020-05-29T10:57:06Z,300,11422,357,83,Business,Diving_results.csv,,No
Old person,Diving,Old person Diving,Diving through the clouds,MaFP8x2JArU,https://www.youtube.com/watch?v=MaFP8x2JArU,Skydiving.,2013-05-17T18:42:03Z,257,35673430,416118,17849,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,White person;Black person;Old person,Yes
Old person,Diving,Old person Diving,(73 YEAR OLD CLIFF DIVER) | CLIFF DIVING | New York,KD9Edh54IMk,https://www.youtube.com/watch?v=KD9Edh54IMk,Location number two from a three location single day sendy mission with Cliff Junkees and JMR Spartan up in NY. Because it is ...,2017-10-13T04:48:11Z,299,272,6,0,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Old person,Diving,Old person Diving,Malta 2013 - Old men gone cliff diving,ap0DWHMMl2E,https://www.youtube.com/watch?v=ap0DWHMMl2E,A couple of days in Malta checking out the waters.,2013-09-02T18:02:57Z,257,1348,10,1,"Hobby, Lifestyle (sociology), Tourism",Diving_results.csv,,No
Red hair,Diving,Red hair Diving,"Young beautiful redhead woman spreading hair, posing smiling deep under water slow motion.",Q9z_dHIIHj8,https://www.youtube.com/watch?v=Q9z_dHIIHj8,,2022-12-01T16:16:26Z,254,864,13,0,Lifestyle (sociology),Diving_results.csv,,No
Blonde hair,Diving,Blonde hair Diving,Olivia Rodrigo - drivers license (Lyrics),ttRz03c208g,https://www.youtube.com/watch?v=ttRz03c208g,"Olivia Rodrigo - drivers license Lyrics by Rap Samurai Download / Stream ""Olivia Rodrigo - drivers license"": ...",2021-01-14T15:32:58Z,248,11240143,73188,2796,"Music, Pop music",Diving_results.csv,,No
Blonde hair,Diving,Blonde hair Diving,Olivia Rodrigo – drivers license (Lyrics),_Bjf-iExroI,https://www.youtube.com/watch?v=_Bjf-iExroI,Olivia Rodrigo – drivers license Stream/Download - https://smarturl.it/driverslicense •Olivia Rodrigo ...,2021-01-11T18:48:02Z,248,105718290,972059,26410,"Independent music, Music, Pop music",Diving_results.csv,,No
Blonde hair,Diving,Blonde hair Diving,Olivia Rodrigo - drivers license (Official Video),ZmDBbnmKpqQ,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,Listen to 'drivers license' out now: https://smarturl.it/driverslicense Pre-order the debut album SOUR: ...,2021-01-08T05:00:22Z,247,584000683,9576884,321720,"Independent music, Music, Pop music",Diving_results.csv,Blonde hair;White hair,No
