video_name,thin and tall_count,thin and short_count,wide and tall_count,wide and short_count,final,category
v_JavelinThrow_g09_c04,0,0,0,5,wide and short,JavelinThrow
v_JavelinThrow_g11_c03,0,3,0,2,thin and short,JavelinThrow
v_JavelinThrow_g11_c04,0,3,0,2,thin and short,JavelinThrow
v_JavelinThrow_g12_c01,0,1,0,4,wide and short,JavelinThrow
v_JavelinThrow_g12_c04,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g13_c02,0,4,0,1,thin and short,JavelinThrow
v_JavelinThrow_g15_c05,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g16_c01,0,3,0,2,thin and short,JavelinThrow
v_JavelinThrow_g17_c02,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g17_c05,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g18_c01,0,0,0,5,wide and short,JavelinThrow
v_JavelinThrow_g18_c03,0,1,0,4,wide and short,JavelinThrow
v_JavelinThrow_g19_c01,0,1,0,4,wide and short,JavelinThrow
v_JavelinThrow_g19_c04,0,1,0,4,wide and short,JavelinThrow
v_JavelinThrow_g20_c02,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g20_c03,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g21_c01,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g21_c02,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g22_c01,0,2,0,3,wide and short,JavelinThrow
v_JavelinThrow_g24_c02,0,3,0,2,thin and short,JavelinThrow
v_JavelinThrow_g24_c03,0,5,0,0,thin and short,JavelinThrow
v_JavelinThrow_g25_c01,0,3,0,2,thin and short,JavelinThrow
v_JavelinThrow_g25_c04,0,4,0,1,thin and short,JavelinThrow
v_JugglingBalls_g03_c02,0,2,0,3,wide and short,JugglingBalls
v_JugglingBalls_g06_c01,0,3,0,2,thin and short,JugglingBalls
v_JugglingBalls_g06_c02,0,3,0,2,thin and short,JugglingBalls
v_JugglingBalls_g08_c02,0,3,0,2,thin and short,JugglingBalls
v_JugglingBalls_g09_c01,0,0,0,5,wide and short,JugglingBalls
v_JugglingBalls_g09_c03,0,2,0,3,wide and short,JugglingBalls
v_JugglingBalls_g09_c05,0,1,0,4,wide and short,JugglingBalls
v_JugglingBalls_g14_c04,0,1,0,4,wide and short,JugglingBalls
v_JugglingBalls_g14_c05,0,1,0,4,wide and short,JugglingBalls
v_JugglingBalls_g17_c01,0,2,0,3,wide and short,JugglingBalls
v_JugglingBalls_g17_c04,0,1,0,4,wide and short,JugglingBalls
v_JugglingBalls_g24_c01,0,2,0,3,wide and short,JugglingBalls
v_JugglingBalls_g24_c04,0,1,0,4,wide and short,JugglingBalls
v_JumpRope_g17_c05,0,4,0,1,thin and short,JumpRope
v_JumpingJack_g08_c03,0,3,0,2,thin and short,JumpingJack
v_JumpingJack_g12_c02,0,2,0,3,wide and short,JumpingJack
v_JumpingJack_g21_c01,0,1,0,4,wide and short,JumpingJack
v_JumpingJack_g21_c03,0,1,0,4,wide and short,JumpingJack
v_Knitting_g05_c04,0,2,0,3,wide and short,Knitting
v_Knitting_g05_c05,0,1,0,4,wide and short,Knitting
v_Knitting_g06_c03,0,1,0,4,wide and short,Knitting
v_Knitting_g06_c04,0,1,0,4,wide and short,Knitting
v_Knitting_g17_c04,0,5,0,0,thin and short,Knitting
v_Knitting_g17_c06,0,3,0,2,thin and short,Knitting
v_Knitting_g18_c02,0,2,0,3,wide and short,Knitting
v_Knitting_g18_c04,0,2,0,3,wide and short,Knitting
v_LongJump_g01_c01,0,2,0,3,wide and short,LongJump
v_LongJump_g01_c04,0,1,0,4,wide and short,LongJump
v_LongJump_g02_c03,0,2,0,3,wide and short,LongJump
v_LongJump_g02_c05,0,1,0,4,wide and short,LongJump
v_LongJump_g03_c04,0,3,0,2,thin and short,LongJump
v_LongJump_g07_c05,0,2,0,3,wide and short,LongJump
v_LongJump_g09_c05,0,4,0,1,thin and short,LongJump
v_LongJump_g09_c06,0,3,0,2,thin and short,LongJump
v_LongJump_g10_c06,0,2,0,3,wide and short,LongJump
v_LongJump_g11_c03,0,0,0,5,wide and short,LongJump
v_LongJump_g11_c05,0,1,0,4,wide and short,LongJump
v_LongJump_g12_c05,0,2,0,3,wide and short,LongJump
v_LongJump_g13_c04,0,2,0,3,wide and short,LongJump
v_LongJump_g14_c04,0,3,0,2,thin and short,LongJump
v_LongJump_g14_c05,0,3,0,2,thin and short,LongJump
v_LongJump_g17_c04,0,1,0,4,wide and short,LongJump
v_LongJump_g18_c01,0,3,0,2,thin and short,LongJump
v_LongJump_g18_c05,0,3,0,2,thin and short,LongJump
v_LongJump_g24_c04,0,1,0,4,wide and short,LongJump
v_LongJump_g25_c01,0,0,0,5,wide and short,LongJump
v_LongJump_g25_c04,0,1,0,4,wide and short,LongJump
v_MilitaryParade_g01_c05,0,3,0,2,thin and short,MilitaryParade
v_MilitaryParade_g01_c06,0,3,0,2,thin and short,MilitaryParade
v_MilitaryParade_g08_c05,0,5,0,0,thin and short,MilitaryParade
v_MilitaryParade_g10_c01,0,4,0,1,thin and short,MilitaryParade
v_MilitaryParade_g10_c04,0,4,0,1,thin and short,MilitaryParade
v_MilitaryParade_g11_c01,0,0,0,5,wide and short,MilitaryParade
v_MilitaryParade_g17_c02,0,4,0,1,thin and short,MilitaryParade
v_MilitaryParade_g18_c05,0,5,0,0,thin and short,MilitaryParade
v_MilitaryParade_g22_c02,0,5,0,0,thin and short,MilitaryParade
v_MilitaryParade_g23_c01,0,0,0,5,wide and short,MilitaryParade
v_MilitaryParade_g23_c04,0,2,0,3,wide and short,MilitaryParade
v_MoppingFloor_g01_c03,0,0,0,5,wide and short,MoppingFloor
v_MoppingFloor_g01_c04,0,0,0,5,wide and short,MoppingFloor
v_MoppingFloor_g08_c03,0,4,0,1,thin and short,MoppingFloor
v_MoppingFloor_g15_c04,0,5,0,0,thin and short,MoppingFloor
v_MoppingFloor_g19_c03,0,3,0,2,thin and short,MoppingFloor
v_MoppingFloor_g20_c02,0,3,0,2,thin and short,MoppingFloor
v_Nunchucks_g07_c02,0,2,0,3,wide and short,Nunchucks
v_Nunchucks_g10_c02,0,4,0,1,thin and short,Nunchucks
v_Nunchucks_g11_c03,0,1,0,4,wide and short,Nunchucks
v_Nunchucks_g11_c05,0,0,0,5,wide and short,Nunchucks
v_Nunchucks_g16_c01,0,3,0,2,thin and short,Nunchucks
v_Nunchucks_g17_c04,0,0,0,5,wide and short,Nunchucks
v_Nunchucks_g17_c05,0,2,0,3,wide and short,Nunchucks
v_Nunchucks_g19_c04,0,3,0,2,thin and short,Nunchucks
v_Nunchucks_g23_c02,0,2,0,3,wide and short,Nunchucks
v_Nunchucks_g23_c03,0,0,0,5,wide and short,Nunchucks
v_ParallelBars_g01_c03,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g04_c06,0,0,0,5,wide and short,ParallelBars
v_ParallelBars_g08_c04,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g08_c05,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g09_c05,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g10_c01,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g10_c03,0,1,0,4,wide and short,ParallelBars
v_ParallelBars_g11_c03,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g12_c01,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g13_c03,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g13_c04,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g14_c04,0,0,0,5,wide and short,ParallelBars
v_ParallelBars_g19_c03,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g22_c02,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g22_c04,0,1,0,4,wide and short,ParallelBars
v_ParallelBars_g23_c01,0,2,0,3,wide and short,ParallelBars
v_ParallelBars_g24_c02,0,1,0,4,wide and short,ParallelBars
v_PizzaTossing_g01_c03,0,2,0,3,wide and short,PizzaTossing
v_PizzaTossing_g01_c04,0,1,0,4,wide and short,PizzaTossing
v_PizzaTossing_g04_c01,0,3,0,2,thin and short,PizzaTossing
v_PizzaTossing_g06_c04,0,2,0,3,wide and short,PizzaTossing
v_PizzaTossing_g07_c04,0,3,0,2,thin and short,PizzaTossing
v_PizzaTossing_g10_c03,0,0,0,5,wide and short,PizzaTossing
v_PizzaTossing_g10_c04,0,2,0,3,wide and short,PizzaTossing
v_PizzaTossing_g12_c04,0,5,0,0,thin and short,PizzaTossing
v_PizzaTossing_g14_c02,0,2,0,3,wide and short,PizzaTossing
v_PizzaTossing_g16_c03,0,2,0,3,wide and short,PizzaTossing
v_PizzaTossing_g17_c01,0,2,0,3,wide and short,PizzaTossing
v_PizzaTossing_g19_c01,0,1,0,4,wide and short,PizzaTossing
v_PlayingDaf_g02_c07,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g04_c03,0,4,0,1,thin and short,PlayingDaf
v_PlayingDaf_g04_c05,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g04_c06,0,5,0,0,thin and short,PlayingDaf
v_PlayingDaf_g12_c03,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g14_c01,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g14_c02,0,4,0,1,thin and short,PlayingDaf
v_PlayingDaf_g14_c06,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g17_c01,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g18_c01,0,1,0,4,wide and short,PlayingDaf
v_PlayingDaf_g18_c03,0,1,0,4,wide and short,PlayingDaf
v_PlayingDaf_g22_c01,0,3,0,2,thin and short,PlayingDaf
v_PlayingDaf_g25_c01,0,1,0,4,wide and short,PlayingDaf
v_PlayingDhol_g08_c04,0,3,0,2,thin and short,PlayingDhol
v_PlayingFlute_g02_c05,0,3,0,2,thin and short,PlayingFlute
v_PlayingFlute_g09_c01,0,3,0,2,thin and short,PlayingFlute
v_PlayingFlute_g09_c06,0,3,0,2,thin and short,PlayingFlute
v_PlayingFlute_g17_c02,0,0,0,5,wide and short,PlayingFlute
v_PlayingFlute_g17_c05,0,2,0,3,wide and short,PlayingFlute
v_PlayingFlute_g20_c01,0,0,0,5,wide and short,PlayingFlute
v_PlayingFlute_g23_c02,0,1,0,4,wide and short,PlayingFlute
v_PlayingGuitar_g15_c04,0,3,0,2,thin and short,PlayingGuitar
v_PlayingGuitar_g15_c06,0,3,0,2,thin and short,PlayingGuitar
v_PlayingGuitar_g16_c02,0,2,0,3,wide and short,PlayingGuitar
v_PlayingPiano_g02_c04,0,3,0,2,thin and short,PlayingPiano
v_PlayingPiano_g15_c04,0,1,0,4,wide and short,PlayingPiano
v_PlayingPiano_g16_c03,0,2,0,3,wide and short,PlayingPiano
v_PlayingPiano_g17_c02,0,3,0,2,thin and short,PlayingPiano
v_PlayingPiano_g17_c05,0,3,0,2,thin and short,PlayingPiano
v_PlayingPiano_g18_c01,0,5,0,0,thin and short,PlayingPiano
v_PlayingPiano_g20_c01,0,1,0,4,wide and short,PlayingPiano
v_PlayingPiano_g20_c02,0,0,0,5,wide and short,PlayingPiano
v_PlayingSitar_g01_c04,0,3,0,2,thin and short,PlayingSitar
v_PlayingTabla_g18_c02,0,2,0,3,wide and short,PlayingTabla
v_PlayingViolin_g01_c02,0,2,0,3,wide and short,PlayingViolin
v_PlayingViolin_g02_c04,0,1,0,4,wide and short,PlayingViolin
v_PlayingViolin_g06_c03,0,3,0,2,thin and short,PlayingViolin
v_PlayingViolin_g08_c01,0,0,0,5,wide and short,PlayingViolin
v_PlayingViolin_g12_c02,0,1,0,4,wide and short,PlayingViolin
v_PlayingViolin_g12_c03,0,0,0,5,wide and short,PlayingViolin
v_PlayingViolin_g13_c01,0,1,0,4,wide and short,PlayingViolin
v_PlayingViolin_g14_c01,0,5,0,0,thin and short,PlayingViolin
v_PlayingViolin_g20_c02,0,2,0,3,wide and short,PlayingViolin
v_PlayingViolin_g22_c04,0,5,0,0,thin and short,PlayingViolin
v_PlayingViolin_g23_c03,0,1,0,4,wide and short,PlayingViolin
v_PlayingViolin_g23_c04,0,0,0,5,wide and short,PlayingViolin
v_PoleVault_g05_c02,0,5,0,0,thin and short,PoleVault
v_PoleVault_g05_c04,0,4,0,1,thin and short,PoleVault
v_PoleVault_g06_c05,0,3,0,2,thin and short,PoleVault
v_PoleVault_g07_c02,0,0,0,5,wide and short,PoleVault
v_PoleVault_g07_c04,0,0,0,5,wide and short,PoleVault
v_PoleVault_g09_c02,0,5,0,0,thin and short,PoleVault
v_PoleVault_g10_c07,1,2,0,2,thin and short,PoleVault
v_PoleVault_g11_c05,0,5,0,0,thin and short,PoleVault
v_PoleVault_g12_c02,0,4,0,1,thin and short,PoleVault
v_PoleVault_g12_c03,0,4,0,1,thin and short,PoleVault
v_PoleVault_g12_c07,0,3,0,2,thin and short,PoleVault
v_PoleVault_g13_c02,0,4,0,1,thin and short,PoleVault
v_PoleVault_g13_c04,0,3,0,2,thin and short,PoleVault
v_PoleVault_g15_c01,0,3,0,2,thin and short,PoleVault
v_PoleVault_g17_c01,0,3,0,2,thin and short,PoleVault
v_PoleVault_g17_c07,0,3,0,2,thin and short,PoleVault
v_PoleVault_g18_c01,0,3,0,2,thin and short,PoleVault
v_PoleVault_g18_c07,0,3,0,2,thin and short,PoleVault
v_PoleVault_g20_c02,0,3,0,2,thin and short,PoleVault
v_PoleVault_g21_c05,1,2,0,2,thin and short,PoleVault
v_PoleVault_g22_c01,0,1,0,4,wide and short,PoleVault
v_PoleVault_g24_c04,0,4,0,1,thin and short,PoleVault
v_PoleVault_g25_c02,0,3,0,2,thin and short,PoleVault
v_PoleVault_g25_c03,0,3,0,2,thin and short,PoleVault
v_PommelHorse_g01_c01,0,4,0,1,thin and short,PommelHorse
v_PommelHorse_g01_c04,0,3,0,2,thin and short,PommelHorse
v_PommelHorse_g03_c04,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g05_c03,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g06_c02,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g06_c04,0,0,0,5,wide and short,PommelHorse
v_PommelHorse_g07_c04,0,5,0,0,thin and short,PommelHorse
v_PommelHorse_g15_c03,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g18_c03,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g19_c02,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g20_c05,0,3,0,2,thin and short,PommelHorse
v_PommelHorse_g20_c06,0,4,0,1,thin and short,PommelHorse
v_PommelHorse_g21_c01,0,3,0,2,thin and short,PommelHorse
v_PommelHorse_g22_c04,0,0,0,5,wide and short,PommelHorse
v_PommelHorse_g22_c05,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g22_c07,0,2,0,3,wide and short,PommelHorse
v_PommelHorse_g23_c03,0,2,0,3,wide and short,PommelHorse
v_PullUps_g22_c02,0,2,0,3,wide and short,PullUps
v_PullUps_g22_c04,0,0,0,5,wide and short,PullUps
v_Punch_g02_c02,0,2,0,3,wide and short,Punch
v_Punch_g08_c01,0,2,0,3,wide and short,Punch
v_PushUps_g15_c01,0,2,0,3,wide and short,PushUps
v_PushUps_g20_c04,0,2,0,3,wide and short,PushUps
v_PushUps_g22_c04,0,2,0,3,wide and short,PushUps
v_PushUps_g25_c01,0,1,0,4,wide and short,PushUps
v_PushUps_g25_c03,0,1,0,4,wide and short,PushUps
v_RockClimbingIndoor_g02_c03,0,1,0,4,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g02_c04,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g04_c04,0,0,0,5,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g05_c01,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g05_c04,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g05_c06,0,0,0,5,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g06_c03,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g07_c02,0,3,0,2,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g08_c02,0,5,0,0,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g08_c03,0,3,0,2,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g08_c05,0,4,0,1,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g09_c02,0,1,0,4,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g09_c03,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g14_c01,0,3,0,2,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g15_c03,0,1,0,4,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g15_c04,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g16_c04,0,3,0,2,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g17_c01,0,4,0,1,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g17_c02,0,5,0,0,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g17_c05,0,4,0,1,thin and short,RockClimbingIndoor
v_RockClimbingIndoor_g18_c02,0,2,0,3,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g18_c03,0,1,0,4,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g22_c04,0,1,0,4,wide and short,RockClimbingIndoor
v_RockClimbingIndoor_g22_c07,0,2,0,3,wide and short,RockClimbingIndoor
v_RopeClimbing_g08_c04,1,1,0,3,wide and short,RopeClimbing
v_RopeClimbing_g12_c03,0,0,0,5,wide and short,RopeClimbing
v_RopeClimbing_g12_c04,0,0,0,5,wide and short,RopeClimbing
v_RopeClimbing_g14_c03,0,4,0,1,thin and short,RopeClimbing
v_RopeClimbing_g15_c04,0,5,0,0,thin and short,RopeClimbing
v_RopeClimbing_g15_c05,0,5,0,0,thin and short,RopeClimbing
v_RopeClimbing_g16_c05,0,0,0,5,wide and short,RopeClimbing
v_RopeClimbing_g23_c01,0,2,0,3,wide and short,RopeClimbing
v_SalsaSpin_g01_c07,0,1,0,4,wide and short,SalsaSpin
v_SalsaSpin_g04_c05,0,4,0,1,thin and short,SalsaSpin
v_SalsaSpin_g04_c06,0,4,0,1,thin and short,SalsaSpin
v_SalsaSpin_g06_c04,0,1,0,4,wide and short,SalsaSpin
v_SalsaSpin_g06_c05,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g07_c01,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g07_c02,0,1,0,4,wide and short,SalsaSpin
v_SalsaSpin_g09_c02,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g09_c04,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g10_c01,0,4,0,1,thin and short,SalsaSpin
v_SalsaSpin_g10_c03,0,3,0,2,thin and short,SalsaSpin
v_SalsaSpin_g11_c02,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g13_c02,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g13_c04,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g19_c04,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g22_c02,0,2,0,3,wide and short,SalsaSpin
v_SalsaSpin_g25_c01,0,1,0,4,wide and short,SalsaSpin
v_Shotput_g03_c01,0,4,0,1,thin and short,Shotput
v_Shotput_g03_c03,0,4,0,1,thin and short,Shotput
v_Shotput_g04_c02,0,0,0,5,wide and short,Shotput
v_Shotput_g04_c05,0,2,0,3,wide and short,Shotput
v_Shotput_g05_c05,0,4,0,1,thin and short,Shotput
v_Shotput_g05_c06,0,3,0,2,thin and short,Shotput
v_Shotput_g05_c07,0,3,0,2,thin and short,Shotput
v_Shotput_g08_c07,0,1,0,4,wide and short,Shotput
v_Shotput_g09_c06,0,1,0,4,wide and short,Shotput
v_Shotput_g09_c07,0,1,0,4,wide and short,Shotput
v_Shotput_g10_c01,0,3,0,2,thin and short,Shotput
v_Shotput_g10_c04,0,3,0,2,thin and short,Shotput
v_Shotput_g12_c03,0,1,0,4,wide and short,Shotput
v_Shotput_g12_c05,0,1,0,4,wide and short,Shotput
v_Shotput_g12_c07,0,1,0,4,wide and short,Shotput
v_Shotput_g13_c01,0,1,0,4,wide and short,Shotput
v_Shotput_g13_c02,0,0,0,5,wide and short,Shotput
v_Shotput_g14_c01,0,1,0,4,wide and short,Shotput
v_Shotput_g14_c02,0,0,0,5,wide and short,Shotput
v_Shotput_g15_c02,0,5,0,0,thin and short,Shotput
v_Shotput_g15_c04,0,5,0,0,thin and short,Shotput
v_Shotput_g15_c05,0,3,0,2,thin and short,Shotput
v_Shotput_g16_c01,0,3,0,2,thin and short,Shotput
v_Shotput_g16_c03,0,5,0,0,thin and short,Shotput
v_Shotput_g17_c02,0,3,0,2,thin and short,Shotput
v_Shotput_g18_c01,0,0,0,5,wide and short,Shotput
v_Shotput_g19_c03,0,3,0,2,thin and short,Shotput
v_Shotput_g20_c02,0,3,0,2,thin and short,Shotput
v_Shotput_g21_c01,0,1,0,4,wide and short,Shotput
v_Shotput_g21_c04,0,0,0,5,wide and short,Shotput
v_Shotput_g23_c07,0,1,0,4,wide and short,Shotput
v_Shotput_g24_c01,0,2,0,3,wide and short,Shotput
v_Shotput_g24_c04,0,2,0,3,wide and short,Shotput
v_SkateBoarding_g01_c02,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g02_c02,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g02_c03,0,4,0,1,thin and short,SkateBoarding
v_SkateBoarding_g03_c01,0,1,0,4,wide and short,SkateBoarding
v_SkateBoarding_g03_c03,0,1,0,4,wide and short,SkateBoarding
v_SkateBoarding_g04_c02,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g04_c03,0,4,0,1,thin and short,SkateBoarding
v_SkateBoarding_g05_c01,0,2,0,3,wide and short,SkateBoarding
v_SkateBoarding_g10_c03,0,4,0,1,thin and short,SkateBoarding
v_SkateBoarding_g10_c04,0,4,0,1,thin and short,SkateBoarding
v_SkateBoarding_g10_c07,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g13_c01,0,0,0,5,wide and short,SkateBoarding
v_SkateBoarding_g13_c03,0,2,0,3,wide and short,SkateBoarding
v_SkateBoarding_g16_c03,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g18_c03,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g18_c06,0,5,0,0,thin and short,SkateBoarding
v_SkateBoarding_g19_c02,0,4,0,1,thin and short,SkateBoarding
v_SkateBoarding_g21_c03,0,0,0,5,wide and short,SkateBoarding
v_SkateBoarding_g21_c04,0,0,0,5,wide and short,SkateBoarding
v_SkateBoarding_g22_c04,0,0,0,5,wide and short,SkateBoarding
v_SkateBoarding_g23_c04,0,3,0,2,thin and short,SkateBoarding
v_SkateBoarding_g25_c01,0,5,0,0,thin and short,SkateBoarding
v_SkateBoarding_g25_c04,0,3,0,2,thin and short,SkateBoarding
v_Skiing_g01_c02,0,2,0,3,wide and short,Skiing
v_Skiing_g01_c05,0,2,0,3,wide and short,Skiing
v_Skiing_g02_c02,0,2,0,3,wide and short,Skiing
v_Skiing_g02_c05,0,1,0,4,wide and short,Skiing
v_Skiing_g03_c03,0,3,0,2,thin and short,Skiing
v_Skiing_g03_c04,0,3,0,2,thin and short,Skiing
v_Skiing_g04_c01,0,1,0,4,wide and short,Skiing
v_Skiing_g04_c02,0,2,0,3,wide and short,Skiing
v_Skiing_g04_c07,0,2,0,3,wide and short,Skiing
v_Skiing_g05_c04,0,2,0,3,wide and short,Skiing
v_Skiing_g06_c03,0,1,0,4,wide and short,Skiing
v_Skiing_g06_c04,0,2,0,3,wide and short,Skiing
v_Skiing_g08_c02,0,1,0,4,wide and short,Skiing
v_Skiing_g08_c06,0,1,0,4,wide and short,Skiing
v_Skiing_g09_c02,0,1,0,4,wide and short,Skiing
v_Skiing_g12_c04,0,2,0,3,wide and short,Skiing
v_Skiing_g13_c06,0,2,0,3,wide and short,Skiing
v_Skiing_g15_c02,0,2,0,3,wide and short,Skiing
v_Skiing_g15_c04,0,2,0,3,wide and short,Skiing
v_Skiing_g18_c04,0,2,0,3,wide and short,Skiing
v_Skiing_g20_c05,0,2,0,3,wide and short,Skiing
v_Skiing_g21_c02,0,2,0,3,wide and short,Skiing
v_Skiing_g24_c02,0,2,0,3,wide and short,Skiing
v_Skiing_g24_c03,0,0,0,5,wide and short,Skiing
v_Skiing_g24_c06,0,2,0,3,wide and short,Skiing
v_SkyDiving_g04_c02,0,1,0,4,wide and short,SkyDiving
v_SkyDiving_g04_c03,0,0,0,5,wide and short,SkyDiving
v_SkyDiving_g05_c01,0,2,0,3,wide and short,SkyDiving
v_SkyDiving_g05_c02,0,1,0,4,wide and short,SkyDiving
v_SkyDiving_g09_c02,0,1,0,4,wide and short,SkyDiving
v_SkyDiving_g11_c01,0,0,0,5,wide and short,SkyDiving
v_SkyDiving_g11_c02,0,2,0,3,wide and short,SkyDiving
v_SkyDiving_g12_c02,0,3,0,2,thin and short,SkyDiving
v_SkyDiving_g16_c02,0,5,0,0,thin and short,SkyDiving
v_SkyDiving_g17_c03,0,5,0,0,thin and short,SkyDiving
v_SkyDiving_g17_c05,0,4,0,1,thin and short,SkyDiving
v_SkyDiving_g18_c01,0,4,0,1,thin and short,SkyDiving
v_SkyDiving_g19_c01,0,3,0,2,thin and short,SkyDiving
v_SkyDiving_g20_c03,0,3,0,2,thin and short,SkyDiving
v_SkyDiving_g20_c05,0,4,0,1,thin and short,SkyDiving
v_SkyDiving_g21_c02,0,3,0,2,thin and short,SkyDiving
v_SkyDiving_g22_c04,0,1,0,4,wide and short,SkyDiving
v_SkyDiving_g23_c03,0,2,0,3,wide and short,SkyDiving
v_SkyDiving_g25_c03,0,3,0,2,thin and short,SkyDiving
v_SoccerJuggling_g02_c05,0,3,0,2,thin and short,SoccerJuggling
v_SoccerJuggling_g03_c01,0,4,0,1,thin and short,SoccerJuggling
v_SoccerJuggling_g07_c02,0,3,0,2,thin and short,SoccerJuggling
v_SoccerJuggling_g07_c03,0,4,0,1,thin and short,SoccerJuggling
v_SoccerJuggling_g07_c05,0,3,0,2,thin and short,SoccerJuggling
v_SoccerJuggling_g09_c04,0,2,0,3,wide and short,SoccerJuggling
v_SoccerJuggling_g09_c07,0,2,0,3,wide and short,SoccerJuggling
v_SoccerJuggling_g10_c02,0,2,0,3,wide and short,SoccerJuggling
v_SoccerJuggling_g10_c04,0,0,0,5,wide and short,SoccerJuggling
v_SoccerJuggling_g11_c04,0,2,0,3,wide and short,SoccerJuggling
v_SoccerJuggling_g13_c04,0,4,0,1,thin and short,SoccerJuggling
v_SoccerJuggling_g13_c05,0,3,0,2,thin and short,SoccerJuggling
v_SoccerJuggling_g18_c01,0,2,0,3,wide and short,SoccerJuggling
v_SoccerJuggling_g19_c05,0,3,0,2,thin and short,SoccerJuggling
v_SoccerJuggling_g19_c06,0,4,0,1,thin and short,SoccerJuggling
v_SoccerJuggling_g22_c03,0,5,0,0,thin and short,SoccerJuggling
v_SoccerJuggling_g22_c04,0,5,0,0,thin and short,SoccerJuggling
v_SoccerJuggling_g22_c07,0,4,0,1,thin and short,SoccerJuggling
v_SoccerJuggling_g23_c03,0,1,0,4,wide and short,SoccerJuggling
v_SoccerJuggling_g23_c04,0,1,0,4,wide and short,SoccerJuggling
v_SoccerJuggling_g23_c06,0,2,0,3,wide and short,SoccerJuggling
v_SoccerJuggling_g24_c01,0,3,0,2,thin and short,SoccerJuggling
v_StillRings_g02_c02,0,1,0,4,wide and short,StillRings
