video_name,white_count,middle_eastern_count,asian_count,indian_count,latino_count,black_count,final,category
v_MilitaryParade_g15_c05,0,5,0,0,0,0,middle eastern,MilitaryParade
v_MilitaryParade_g15_c06,0,2,3,0,0,0,asian,MilitaryParade
v_MilitaryParade_g20_c01,4,1,0,0,0,0,white,MilitaryParade
v_MilitaryParade_g20_c02,3,2,0,0,0,0,white,MilitaryParade
v_MilitaryParade_g22_c04,2,0,3,0,0,0,asian,MilitaryParade
v_MilitaryParade_g24_c03,2,0,3,0,0,0,asian,MilitaryParade
v_MilitaryParade_g24_c04,2,1,2,0,0,0,uncertain,MilitaryParade
v_MilitaryParade_g25_c03,1,4,0,0,0,0,middle eastern,MilitaryParade
v_MilitaryParade_g25_c04,0,5,0,0,0,0,middle eastern,MilitaryParade
v_Mixing_g05_c02,2,0,3,0,0,0,asian,Mixing
v_Mixing_g05_c03,2,1,2,0,0,0,uncertain,Mixing
v_Mixing_g21_c01,3,0,2,0,0,0,white,Mixing
v_MoppingFloor_g03_c03,1,0,4,0,0,0,asian,MoppingFloor
v_MoppingFloor_g24_c03,2,0,3,0,0,0,asian,MoppingFloor
v_Nunchucks_g04_c03,2,0,3,0,0,0,asian,Nunchucks
v_Nunchucks_g04_c05,2,0,3,0,0,0,asian,Nunchucks
v_Nunchucks_g09_c04,3,0,2,0,0,0,white,Nunchucks
v_Nunchucks_g09_c05,4,0,1,0,0,0,white,Nunchucks
v_Nunchucks_g10_c05,1,0,4,0,0,0,asian,Nunchucks
v_Nunchucks_g12_c04,4,0,1,0,0,0,white,Nunchucks
v_Nunchucks_g12_c05,3,0,2,0,0,0,white,Nunchucks
v_ParallelBars_g10_c02,5,0,0,0,0,0,white,ParallelBars
v_ParallelBars_g10_c04,5,0,0,0,0,0,white,ParallelBars
v_ParallelBars_g12_c01,2,0,3,0,0,0,asian,ParallelBars
v_ParallelBars_g21_c04,0,0,5,0,0,0,asian,ParallelBars
v_ParallelBars_g25_c01,2,0,3,0,0,0,asian,ParallelBars
v_PizzaTossing_g01_c01,3,0,2,0,0,0,white,PizzaTossing
v_PizzaTossing_g01_c02,3,0,2,0,0,0,white,PizzaTossing
v_PizzaTossing_g02_c05,2,0,3,0,0,0,asian,PizzaTossing
v_PizzaTossing_g08_c04,2,0,2,0,0,1,uncertain,PizzaTossing
v_PizzaTossing_g21_c01,3,0,2,0,0,0,white,PizzaTossing
v_PizzaTossing_g21_c02,5,0,0,0,0,0,white,PizzaTossing
v_PizzaTossing_g25_c03,0,0,5,0,0,0,asian,PizzaTossing
v_PlayingCello_g10_c04,1,0,4,0,0,0,asian,PlayingCello
v_PlayingCello_g10_c05,2,0,3,0,0,0,asian,PlayingCello
v_PlayingCello_g14_c02,1,0,4,0,0,0,asian,PlayingCello
v_PlayingCello_g14_c03,2,1,2,0,0,0,uncertain,PlayingCello
v_PlayingCello_g23_c07,0,0,5,0,0,0,asian,PlayingCello
v_PlayingCello_g25_c05,5,0,0,0,0,0,white,PlayingCello
v_PlayingCello_g25_c06,5,0,0,0,0,0,white,PlayingCello
v_PlayingDaf_g01_c02,3,0,2,0,0,0,white,PlayingDaf
v_PlayingDaf_g01_c04,4,0,1,0,0,0,white,PlayingDaf
v_PlayingDaf_g02_c01,3,2,0,0,0,0,white,PlayingDaf
v_PlayingDaf_g02_c03,3,2,0,0,0,0,white,PlayingDaf
v_PlayingDaf_g02_c07,2,1,2,0,0,0,uncertain,PlayingDaf
v_PlayingDaf_g05_c02,3,0,2,0,0,0,white,PlayingDaf
v_PlayingDaf_g05_c03,2,1,2,0,0,0,uncertain,PlayingDaf
v_PlayingDaf_g05_c04,5,0,0,0,0,0,white,PlayingDaf
v_PlayingDaf_g07_c02,2,3,0,0,0,0,middle eastern,PlayingDaf
v_PlayingDaf_g11_c01,3,0,2,0,0,0,white,PlayingDaf
v_PlayingDaf_g11_c02,3,0,2,0,0,0,white,PlayingDaf
v_PlayingDaf_g12_c04,3,0,2,0,0,0,white,PlayingDaf
v_PlayingDaf_g13_c03,2,0,3,0,0,0,asian,PlayingDaf
v_PlayingDaf_g16_c01,3,1,1,0,0,0,white,PlayingDaf
v_PlayingDaf_g16_c04,0,3,2,0,0,0,middle eastern,PlayingDaf
v_PlayingDaf_g16_c06,3,1,1,0,0,0,white,PlayingDaf
v_PlayingDaf_g17_c03,0,5,0,0,0,0,middle eastern,PlayingDaf
v_PlayingDaf_g25_c02,0,3,2,0,0,0,middle eastern,PlayingDaf
v_PlayingDaf_g25_c03,0,3,2,0,0,0,middle eastern,PlayingDaf
v_PlayingDaf_g25_c04,4,0,1,0,0,0,white,PlayingDaf
v_PlayingDaf_g25_c07,3,0,2,0,0,0,white,PlayingDaf
v_PlayingDhol_g05_c06,0,0,4,1,0,0,asian,PlayingDhol
v_PlayingDhol_g06_c01,0,0,2,3,0,0,indian,PlayingDhol
v_PlayingDhol_g06_c02,0,0,2,3,0,0,indian,PlayingDhol
v_PlayingDhol_g10_c01,3,0,2,0,0,0,white,PlayingDhol
v_PlayingDhol_g10_c03,3,0,1,1,0,0,white,PlayingDhol
v_PlayingDhol_g10_c04,2,0,2,1,0,0,uncertain,PlayingDhol
v_PlayingDhol_g10_c06,3,0,2,0,0,0,white,PlayingDhol
v_PlayingDhol_g12_c03,3,0,2,0,0,0,white,PlayingDhol
v_PlayingDhol_g12_c06,4,0,1,0,0,0,white,PlayingDhol
v_PlayingDhol_g14_c02,0,3,2,0,0,0,middle eastern,PlayingDhol
v_PlayingDhol_g14_c03,0,5,0,0,0,0,middle eastern,PlayingDhol
v_PlayingDhol_g14_c05,0,3,2,0,0,0,middle eastern,PlayingDhol
v_PlayingDhol_g15_c01,3,0,2,0,0,0,white,PlayingDhol
v_PlayingFlute_g01_c01,1,0,4,0,0,0,asian,PlayingFlute
v_PlayingFlute_g01_c04,2,0,3,0,0,0,asian,PlayingFlute
v_PlayingFlute_g01_c06,2,0,3,0,0,0,asian,PlayingFlute
v_PlayingFlute_g04_c02,4,0,1,0,0,0,white,PlayingFlute
v_PlayingFlute_g04_c06,3,0,2,0,0,0,white,PlayingFlute
v_PlayingFlute_g08_c05,5,0,0,0,0,0,white,PlayingFlute
v_PlayingFlute_g09_c03,4,0,1,0,0,0,white,PlayingFlute
v_PlayingGuitar_g14_c01,3,0,2,0,0,0,white,PlayingGuitar
v_PlayingGuitar_g22_c05,0,0,5,0,0,0,asian,PlayingGuitar
v_PlayingPiano_g02_c02,4,0,1,0,0,0,white,PlayingPiano
v_PlayingPiano_g02_c03,4,0,1,0,0,0,white,PlayingPiano
v_PlayingPiano_g03_c02,1,0,4,0,0,0,asian,PlayingPiano
v_PlayingPiano_g04_c04,2,0,3,0,0,0,asian,PlayingPiano
v_PlayingSitar_g06_c05,2,0,3,0,0,0,asian,PlayingSitar
v_PlayingSitar_g06_c06,0,0,5,0,0,0,asian,PlayingSitar
v_PlayingSitar_g09_c01,0,0,1,4,0,0,indian,PlayingSitar
v_PlayingSitar_g09_c02,0,0,2,3,0,0,indian,PlayingSitar
v_PlayingSitar_g09_c04,0,0,1,4,0,0,indian,PlayingSitar
v_PlayingSitar_g11_c01,0,0,3,2,0,0,asian,PlayingSitar
v_PlayingSitar_g25_c02,0,0,5,0,0,0,asian,PlayingSitar
v_PlayingTabla_g01_c01,0,0,2,3,0,0,indian,PlayingTabla
v_PlayingTabla_g05_c01,0,5,0,0,0,0,middle eastern,PlayingTabla
v_PlayingTabla_g09_c01,0,0,3,2,0,0,asian,PlayingTabla
v_PlayingTabla_g13_c02,2,0,0,3,0,0,indian,PlayingTabla
v_PlayingTabla_g13_c04,2,0,0,3,0,0,indian,PlayingTabla
v_PlayingTabla_g21_c01,0,0,2,3,0,0,indian,PlayingTabla
v_PlayingTabla_g21_c03,0,0,0,5,0,0,indian,PlayingTabla
v_PlayingViolin_g11_c01,0,0,5,0,0,0,asian,PlayingViolin
v_PlayingViolin_g20_c03,5,0,0,0,0,0,white,PlayingViolin
v_PlayingViolin_g20_c04,4,0,1,0,0,0,white,PlayingViolin
v_PommelHorse_g12_c06,2,0,3,0,0,0,asian,PommelHorse
v_PommelHorse_g15_c01,4,0,1,0,0,0,white,PommelHorse
v_PommelHorse_g15_c04,5,0,0,0,0,0,white,PommelHorse
v_PullUps_g03_c01,0,0,5,0,0,0,asian,PullUps
v_Punch_g01_c02,2,0,3,0,0,0,asian,Punch
v_Punch_g03_c03,2,0,3,0,0,0,asian,Punch
v_Punch_g05_c03,1,0,4,0,0,0,asian,Punch
v_Punch_g05_c04,2,0,3,0,0,0,asian,Punch
v_Punch_g05_c06,2,0,3,0,0,0,asian,Punch
v_Punch_g10_c02,1,0,4,0,0,0,asian,Punch
v_Punch_g10_c03,2,0,3,0,0,0,asian,Punch
v_Punch_g18_c02,4,0,1,0,0,0,white,Punch
v_Punch_g18_c03,3,0,2,0,0,0,white,Punch
v_Punch_g19_c05,2,0,3,0,0,0,asian,Punch
v_Punch_g19_c06,2,0,3,0,0,0,asian,Punch
v_Punch_g20_c03,2,0,3,0,0,0,asian,Punch
v_Rafting_g02_c01,4,0,1,0,0,0,white,Rafting
v_Rafting_g13_c03,2,0,3,0,0,0,asian,Rafting
v_Rafting_g13_c04,1,1,3,0,0,0,asian,Rafting
v_Rafting_g20_c01,1,0,4,0,0,0,asian,Rafting
v_RockClimbingIndoor_g08_c02,3,0,2,0,0,0,white,RockClimbingIndoor
v_RockClimbingIndoor_g08_c06,3,0,2,0,0,0,white,RockClimbingIndoor
v_RockClimbingIndoor_g12_c02,2,0,3,0,0,0,asian,RockClimbingIndoor
v_RockClimbingIndoor_g16_c01,2,0,3,0,0,0,asian,RockClimbingIndoor
v_RockClimbingIndoor_g25_c01,2,0,3,0,0,0,asian,RockClimbingIndoor
v_RockClimbingIndoor_g25_c06,2,0,3,0,0,0,asian,RockClimbingIndoor
v_RopeClimbing_g12_c03,2,0,3,0,0,0,asian,RopeClimbing
v_Rowing_g22_c01,2,0,3,0,0,0,asian,Rowing
v_SalsaSpin_g08_c03,2,0,3,0,0,0,asian,SalsaSpin
v_SalsaSpin_g09_c05,1,0,3,0,0,1,asian,SalsaSpin
v_ShavingBeard_g07_c01,0,0,5,0,0,0,asian,ShavingBeard
v_ShavingBeard_g07_c02,2,0,3,0,0,0,asian,ShavingBeard
v_ShavingBeard_g13_c03,1,0,0,0,0,4,black,ShavingBeard
v_ShavingBeard_g13_c06,2,0,0,0,0,3,black,ShavingBeard
v_SkateBoarding_g02_c02,2,0,3,0,0,0,asian,SkateBoarding
v_SkateBoarding_g10_c04,2,0,0,0,0,3,black,SkateBoarding
v_SkateBoarding_g11_c03,2,0,3,0,0,0,asian,SkateBoarding
v_SkateBoarding_g11_c04,1,0,4,0,0,0,asian,SkateBoarding
v_SkateBoarding_g16_c01,5,0,0,0,0,0,white,SkateBoarding
v_SkateBoarding_g16_c02,0,0,5,0,0,0,asian,SkateBoarding
v_SkateBoarding_g18_c01,1,0,4,0,0,0,asian,SkateBoarding
v_SkateBoarding_g18_c03,1,0,3,0,0,1,asian,SkateBoarding
v_SkateBoarding_g20_c01,2,0,3,0,0,0,asian,SkateBoarding
v_SkateBoarding_g23_c02,3,0,2,0,0,0,white,SkateBoarding
v_Skijet_g08_c02,4,0,1,0,0,0,white,Skijet
v_Skijet_g08_c04,4,0,1,0,0,0,white,Skijet
v_Skijet_g18_c03,2,0,3,0,0,0,asian,Skijet
v_Skijet_g19_c01,1,0,4,0,0,0,asian,Skijet
v_Skijet_g23_c03,3,0,2,0,0,0,white,Skijet
v_Skijet_g23_c04,3,0,2,0,0,0,white,Skijet
v_SkyDiving_g01_c01,4,1,0,0,0,0,white,SkyDiving
v_SkyDiving_g01_c03,5,0,0,0,0,0,white,SkyDiving
v_SkyDiving_g04_c01,5,0,0,0,0,0,white,SkyDiving
v_SkyDiving_g04_c03,5,0,0,0,0,0,white,SkyDiving
v_SkyDiving_g07_c03,2,3,0,0,0,0,middle eastern,SkyDiving
v_SkyDiving_g08_c03,1,0,4,0,0,0,asian,SkyDiving
v_SkyDiving_g11_c01,2,2,1,0,0,0,uncertain,SkyDiving
v_SkyDiving_g11_c02,1,4,0,0,0,0,middle eastern,SkyDiving
v_SkyDiving_g12_c01,1,3,1,0,0,0,middle eastern,SkyDiving
v_SkyDiving_g12_c04,1,1,3,0,0,0,asian,SkyDiving
v_SkyDiving_g15_c04,3,2,0,0,0,0,white,SkyDiving
v_SkyDiving_g16_c02,3,1,1,0,0,0,white,SkyDiving
v_SkyDiving_g16_c03,4,1,0,0,0,0,white,SkyDiving
v_SkyDiving_g19_c02,1,0,4,0,0,0,asian,SkyDiving
v_SkyDiving_g20_c04,2,2,1,0,0,0,uncertain,SkyDiving
v_SkyDiving_g21_c04,1,4,0,0,0,0,middle eastern,SkyDiving
v_SkyDiving_g23_c03,2,2,1,0,0,0,uncertain,SkyDiving
v_SkyDiving_g24_c01,4,1,0,0,0,0,white,SkyDiving
v_SkyDiving_g24_c04,5,0,0,0,0,0,white,SkyDiving
v_SoccerJuggling_g13_c02,2,0,3,0,0,0,asian,SoccerJuggling
v_SoccerJuggling_g13_c04,2,0,3,0,0,0,asian,SoccerJuggling
v_SoccerPenalty_g01_c01,3,0,2,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g01_c02,3,0,2,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g01_c05,3,0,2,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g07_c01,4,0,1,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g07_c03,3,0,2,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g11_c05,4,0,1,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g17_c01,0,4,1,0,0,0,middle eastern,SoccerPenalty
v_SoccerPenalty_g17_c02,2,1,2,0,0,0,uncertain,SoccerPenalty
v_SoccerPenalty_g17_c03,4,0,1,0,0,0,white,SoccerPenalty
v_SoccerPenalty_g22_c03,2,1,2,0,0,0,uncertain,SoccerPenalty
v_SoccerPenalty_g22_c04,0,5,0,0,0,0,middle eastern,SoccerPenalty
v_StillRings_g03_c01,3,0,2,0,0,0,white,StillRings
v_StillRings_g03_c03,4,0,1,0,0,0,white,StillRings
v_StillRings_g04_c03,0,0,5,0,0,0,asian,StillRings
v_StillRings_g05_c01,0,0,5,0,0,0,asian,StillRings
v_StillRings_g12_c01,5,0,0,0,0,0,white,StillRings
v_StillRings_g12_c02,4,0,1,0,0,0,white,StillRings
v_StillRings_g13_c02,4,0,1,0,0,0,white,StillRings
v_StillRings_g18_c01,5,0,0,0,0,0,white,StillRings
v_StillRings_g20_c02,5,0,0,0,0,0,white,StillRings
v_StillRings_g20_c03,5,0,0,0,0,0,white,StillRings
v_SumoWrestling_g01_c04,4,0,1,0,0,0,white,SumoWrestling
v_SumoWrestling_g08_c04,3,0,2,0,0,0,white,SumoWrestling
v_SumoWrestling_g10_c04,3,0,2,0,0,0,white,SumoWrestling
v_SumoWrestling_g22_c04,4,0,1,0,0,0,white,SumoWrestling
v_SumoWrestling_g23_c04,4,0,1,0,0,0,white,SumoWrestling
v_SumoWrestling_g25_c04,0,0,5,0,0,0,asian,SumoWrestling
v_Surfing_g07_c01,2,0,3,0,0,0,asian,Surfing
v_Surfing_g08_c04,1,0,4,0,0,0,asian,Surfing
v_Surfing_g10_c06,1,0,4,0,0,0,asian,Surfing
v_Surfing_g12_c01,2,0,3,0,0,0,asian,Surfing
v_Surfing_g12_c04,0,4,1,0,0,0,middle eastern,Surfing
v_Surfing_g15_c02,2,0,3,0,0,0,asian,Surfing
v_Surfing_g16_c03,1,0,4,0,0,0,asian,Surfing
v_Surfing_g16_c07,2,0,3,0,0,0,asian,Surfing
v_Surfing_g17_c01,4,0,1,0,0,0,white,Surfing
v_Surfing_g17_c02,3,0,2,0,0,0,white,Surfing
v_Surfing_g17_c05,4,0,1,0,0,0,white,Surfing
v_Surfing_g21_c01,2,0,3,0,0,0,asian,Surfing
v_Swing_g01_c03,3,0,2,0,0,0,white,Swing
v_Swing_g01_c04,3,0,2,0,0,0,white,Swing
v_Swing_g02_c01,2,0,3,0,0,0,asian,Swing
v_TableTennisShot_g03_c02,2,0,3,0,0,0,asian,TableTennisShot
v_TableTennisShot_g03_c04,2,0,3,0,0,0,asian,TableTennisShot
v_TableTennisShot_g09_c03,2,0,3,0,0,0,asian,TableTennisShot
v_TableTennisShot_g09_c05,2,0,3,0,0,0,asian,TableTennisShot
v_TableTennisShot_g11_c03,3,0,2,0,0,0,white,TableTennisShot
v_TableTennisShot_g11_c04,3,0,2,0,0,0,white,TableTennisShot
v_TableTennisShot_g18_c04,2,0,3,0,0,0,asian,TableTennisShot
v_TableTennisShot_g20_c01,5,0,0,0,0,0,white,TableTennisShot
v_TableTennisShot_g20_c02,5,0,0,0,0,0,white,TableTennisShot
v_TableTennisShot_g23_c02,2,0,3,0,0,0,asian,TableTennisShot
v_TableTennisShot_g23_c07,2,0,3,0,0,0,asian,TableTennisShot
v_TaiChi_g01_c04,4,0,1,0,0,0,white,TaiChi
v_TaiChi_g09_c01,4,0,1,0,0,0,white,TaiChi
v_TaiChi_g09_c04,4,0,1,0,0,0,white,TaiChi
v_TaiChi_g10_c04,3,0,2,0,0,0,white,TaiChi
v_TaiChi_g12_c04,2,0,3,0,0,0,asian,TaiChi
v_TaiChi_g13_c04,5,0,0,0,0,0,white,TaiChi
v_TaiChi_g17_c04,4,0,1,0,0,0,white,TaiChi
v_TaiChi_g18_c04,3,0,2,0,0,0,white,TaiChi
v_TaiChi_g20_c01,4,0,1,0,0,0,white,TaiChi
v_TaiChi_g20_c02,5,0,0,0,0,0,white,TaiChi
v_TaiChi_g21_c01,5,0,0,0,0,0,white,TaiChi
v_TaiChi_g21_c02,3,0,2,0,0,0,white,TaiChi
v_TennisSwing_g02_c04,1,0,4,0,0,0,asian,TennisSwing
v_TennisSwing_g11_c01,2,0,3,0,0,0,asian,TennisSwing
v_TennisSwing_g13_c01,2,0,3,0,0,0,asian,TennisSwing
v_TennisSwing_g13_c06,2,0,3,0,0,0,asian,TennisSwing
v_ThrowDiscus_g01_c01,2,0,3,0,0,0,asian,ThrowDiscus
v_ThrowDiscus_g06_c02,1,0,4,0,0,0,asian,ThrowDiscus
v_ThrowDiscus_g06_c04,2,0,3,0,0,0,asian,ThrowDiscus
v_ThrowDiscus_g22_c01,1,2,2,0,0,0,uncertain,ThrowDiscus
v_ThrowDiscus_g22_c02,0,3,2,0,0,0,middle eastern,ThrowDiscus
v_ThrowDiscus_g22_c03,5,0,0,0,0,0,white,ThrowDiscus
v_TrampolineJumping_g24_c03,1,0,4,0,0,0,asian,TrampolineJumping
v_TrampolineJumping_g25_c01,4,0,1,0,0,0,white,TrampolineJumping
v_TrampolineJumping_g25_c02,4,0,1,0,0,0,white,TrampolineJumping
v_Typing_g01_c01,4,0,1,0,0,0,white,Typing
v_Typing_g01_c04,4,0,1,0,0,0,white,Typing
v_Typing_g01_c05,3,0,2,0,0,0,white,Typing
v_Typing_g06_c06,4,0,0,0,0,1,white,Typing
v_Typing_g18_c02,4,0,1,0,0,0,white,Typing
v_Typing_g18_c03,4,0,1,0,0,0,white,Typing
v_Typing_g21_c03,4,0,1,0,0,0,white,Typing
v_Typing_g21_c04,4,0,1,0,0,0,white,Typing
v_UnevenBars_g05_c04,2,1,2,0,0,0,uncertain,UnevenBars
v_UnevenBars_g13_c02,2,0,3,0,0,0,asian,UnevenBars
v_UnevenBars_g15_c04,4,0,1,0,0,0,white,UnevenBars
v_UnevenBars_g15_c06,3,0,2,0,0,0,white,UnevenBars
v_UnevenBars_g17_c01,4,0,1,0,0,0,white,UnevenBars
v_UnevenBars_g17_c02,5,0,0,0,0,0,white,UnevenBars
v_UnevenBars_g18_c04,1,0,4,0,0,0,asian,UnevenBars
v_UnevenBars_g20_c04,2,0,3,0,0,0,asian,UnevenBars
v_UnevenBars_g21_c02,2,0,3,0,0,0,asian,UnevenBars
v_UnevenBars_g22_c01,5,0,0,0,0,0,white,UnevenBars
v_UnevenBars_g22_c04,5,0,0,0,0,0,white,UnevenBars
v_UnevenBars_g25_c03,4,0,1,0,0,0,white,UnevenBars
v_UnevenBars_g25_c04,5,0,0,0,0,0,white,UnevenBars
v_VolleyballSpiking_g11_c01,1,0,4,0,0,0,asian,VolleyballSpiking
v_VolleyballSpiking_g16_c03,1,0,4,0,0,0,asian,VolleyballSpiking
v_WalkingWithDog_g03_c03,1,0,0,0,0,4,black,WalkingWithDog
v_WalkingWithDog_g03_c05,1,0,0,0,0,4,black,WalkingWithDog
v_WalkingWithDog_g21_c03,2,0,0,0,0,3,black,WalkingWithDog
v_WritingOnBoard_g07_c05,2,0,3,0,0,0,asian,WritingOnBoard
v_WritingOnBoard_g16_c03,0,0,0,0,0,5,black,WritingOnBoard
v_WritingOnBoard_g17_c04,0,0,0,5,0,0,indian,WritingOnBoard
v_WritingOnBoard_g17_c05,0,0,0,5,0,0,indian,WritingOnBoard
v_YoYo_g06_c04,2,0,1,0,0,2,uncertain,YoYo
v_YoYo_g08_c01,3,0,2,0,0,0,white,YoYo
v_YoYo_g12_c04,2,0,3,0,0,0,asian,YoYo
v_YoYo_g13_c03,2,0,3,0,0,0,asian,YoYo
v_YoYo_g13_c05,1,0,4,0,0,0,asian,YoYo
v_YoYo_g21_c03,2,0,3,0,0,0,asian,YoYo
v_YoYo_g23_c06,1,0,4,0,0,0,asian,YoYo
