video_name,count_white,count_asian,count_black,count_middle_eastern,count_indian,count_hispanic,count_unknown,final
v_CliffDiving_g52_c01,1,12,2,0,3,0,32,unknown
v_CliffDiving_g53_c01,2,17,15,1,3,0,12,asian
v_CliffDiving_g54_c01,8,42,0,0,0,0,0,asian
v_CliffDiving_g55_c01,6,0,2,17,0,6,19,middle eastern
v_CliffDiving_g56_c01,5,11,2,1,0,1,30,unknown
v_CliffDiving_g57_c01,0,2,0,0,0,4,44,unknown
v_CliffDiving_g58_c01,5,19,3,0,0,8,15,asian
v_CliffDiving_g59_c01,5,8,1,0,0,1,35,unknown
v_CliffDiving_g60_c01,12,1,10,7,1,8,11,white
v_CliffDiving_g61_c01,26,9,1,0,0,11,3,white
v_CliffDiving_g62_c01,8,23,6,1,0,4,8,asian
v_CliffDiving_g63_c01,16,5,3,5,0,10,11,white
v_CliffDiving_g64_c01,3,4,4,17,3,17,2,middle eastern
v_CliffDiving_g65_c01,8,3,7,4,2,18,8,hispanic
v_CliffDiving_g66_c01.,2,28,0,0,15,0,5,asian
v_CliffDiving_g67_c01,11,3,3,15,0,5,13,middle eastern
v_CliffDiving_g68_c01,10,15,3,1,0,0,21,asian
v_CliffDiving_g69_c01,9,0,10,0,0,5,26,unknown
v_CliffDiving_g70_c01,8,6,5,2,0,4,25,unknown
v_CliffDiving_g71_c01,7,10,2,3,0,1,27,unknown
v_CliffDiving_g72_c01,13,4,10,1,0,10,12,white
v_CliffDiving_g73_c01,2,3,6,0,2,25,12,hispanic
v_CliffDiving_g74_c01,0,2,45,2,0,0,1,black
v_CliffDiving_g75_c01,21,6,1,1,0,3,18,white
v_CliffDiving_g76_c01,16,2,2,2,1,18,9,hispanic
v_CliffDiving_g77_c01,12,7,1,11,1,13,5,hispanic
v_CliffDiving_g78_c01,9,9,10,6,2,8,6,black
v_CliffDiving_g79_c01,19,2,1,1,0,10,17,white
v_CliffDiving_g80_c01.,1,2,4,19,6,13,5,middle eastern
v_CliffDiving_g81_c01,9,12,0,5,0,5,19,asian
v_CliffDiving_g82_c01,17,15,1,0,0,5,12,white
v_CliffDiving_g83_c01,7,35,0,1,0,7,0,asian
v_CliffDiving_g84_c01,2,34,2,0,0,5,7,asian
v_CliffDiving_g85_c01.,0,3,0,0,0,0,47,unknown
v_CliffDiving_g86_c01,2,22,1,5,0,2,18,asian
v_CricketBowling_g01_c01.,9,1,5,0,27,0,8,indian
v_CricketBowling_g02_c01,0,3,45,1,0,0,1,black
v_CricketBowling_g03_c01,21,9,5,4,0,4,7,white
v_CricketBowling_g04_c01.,27,1,1,0,9,1,11,white
v_CricketBowling_g05_c01,2,6,1,5,35,0,1,indian
v_CricketBowling_g06_c01,0,1,3,1,44,0,1,indian
v_CricketBowling_g07_c01,0,0,0,0,50,0,0,indian
v_CricketBowling_g08_c01,1,2,2,4,38,3,0,indian
v_CricketBowling_g09_c01,1,0,0,0,49,0,0,indian
v_CricketBowling_g10_c01,0,21,0,0,29,0,0,indian
v_CricketBowling_g11_c01,0,2,1,0,46,0,1,indian
v_CricketBowling_g12_c01,44,0,0,0,0,5,1,white
v_CricketBowling_g13_c01.,0,2,0,0,22,23,3,hispanic
v_CricketBowling_g14_c01.,19,8,1,0,9,13,0,white
v_CricketBowling_g15_c01,8,3,3,0,30,6,0,indian
v_CricketBowling_g16_c01,0,0,1,1,48,0,0,indian
v_CricketBowling_g17_c01,5,5,25,4,2,0,9,black
v_CricketBowling_g18_c01,0,30,2,3,0,1,14,asian
v_CricketBowling_g19_c01,0,0,0,0,48,2,0,indian
v_CricketBowling_g20_c01,2,0,0,6,41,1,0,indian
v_CricketBowling_g21_c01.,13,0,6,1,21,8,1,indian
v_CricketBowling_g22_c01,7,8,2,0,0,32,1,hispanic
v_CricketBowling_g23_c01,3,0,22,0,14,0,11,black
v_CricketBowling_g24_c01,17,0,0,4,27,0,2,indian
v_CricketBowling_g25_c01.,14,0,11,1,24,0,0,indian
v_CricketBowling_g26_c01,0,0,0,4,45,0,1,indian
v_CricketBowling_g27_c01,9,1,3,6,29,2,0,indian
v_CricketBowling_g28_c01,5,4,1,3,37,0,0,indian
v_CricketBowling_g29_c01,15,1,1,0,33,0,0,indian
v_CricketBowling_g30_c01.,0,0,0,0,50,0,0,indian
v_CricketBowling_g31_c01,3,0,1,0,43,3,0,indian
v_CricketBowling_g32_c01.,13,3,15,0,18,0,1,indian
v_CricketBowling_g33_c01,21,2,0,0,27,0,0,indian
v_CricketBowling_g34_c01,3,0,3,0,15,0,29,unknown
v_CricketBowling_g35_c01,8,0,0,1,33,0,8,indian
v_CricketBowling_g36_c01.,43,0,0,2,0,0,5,white
v_CricketBowling_g37_c01,22,13,1,1,0,11,2,white
v_CricketBowling_g38_c01.,11,9,2,3,9,0,16,white
v_CricketBowling_g39_c01,0,6,0,0,44,0,0,indian
v_CricketBowling_g40_c01,1,4,3,11,24,0,7,indian
v_CricketBowling_g41_c01,1,0,1,2,41,5,0,indian
v_CricketBowling_g42_c01.,0,16,1,9,6,15,3,asian
v_CricketBowling_g43_c01,0,2,0,10,37,0,1,indian
v_CricketBowling_g44_c01.,0,0,0,0,50,0,0,indian
v_CricketBowling_g45_c01,2,8,3,0,36,1,0,indian
v_CricketBowling_g46_c01,0,0,1,0,26,0,23,indian
v_CricketBowling_g47_c01,0,0,0,0,49,0,1,indian
v_CricketBowling_g48_c01,1,4,3,1,31,0,10,indian
v_CricketBowling_g49_c01,50,0,0,0,0,0,0,white
v_CricketBowling_g50_c01,2,3,11,0,31,1,2,indian
v_CricketBowling_g51_c01,1,0,47,0,2,0,0,black
v_CricketBowling_g52_c01,3,5,1,6,25,10,0,indian
v_CricketBowling_g53_c01,0,0,14,0,25,0,11,indian
v_CricketBowling_g54_c01,48,0,1,0,0,1,0,white
v_CricketBowling_g55_c01,36,0,3,0,0,3,8,white
v_CricketBowling_g56_c01.,5,0,1,2,41,1,0,indian
v_CricketBowling_g57_c01,27,0,3,4,16,0,0,white
v_CricketBowling_g58_c01,4,0,4,0,42,0,0,indian
v_CricketBowling_g59_c01,48,0,0,0,0,0,1,white
v_CricketBowling_g60_c01,0,3,6,37,0,2,2,middle eastern
v_CricketBowling_g61_c01,33,1,2,0,9,3,2,white
v_CricketBowling_g62_c01,0,18,18,0,7,3,4,asian
v_CricketBowling_g63_c01,35,1,0,0,5,2,7,white
v_CricketBowling_g64_c01,8,2,6,0,23,2,9,indian
v_CricketBowling_g65_c01.,1,0,6,0,41,0,2,indian
v_CricketBowling_g66_c01,0,0,19,12,19,0,0,black
v_CricketBowling_g67_c01.,5,2,1,0,42,0,0,indian
v_CricketBowling_g68_c01,48,0,0,0,0,0,2,white
v_CricketBowling_g69_c01,45,0,0,0,4,1,0,white
v_CricketBowling_g70_c01.,13,10,4,0,2,18,3,hispanic
v_CricketBowling_g71_c01,6,0,12,0,12,4,16,black
v_CricketBowling_g72_c01.,12,1,2,0,29,3,3,indian
v_CricketBowling_g73_c01,0,0,0,2,28,18,2,indian
v_CricketBowling_g74_c01,39,4,0,0,7,0,0,white
v_CricketBowling_g75_c01,2,0,7,0,40,0,1,indian
v_CricketBowling_g76_c01,19,0,0,9,15,4,3,white
v_CricketBowling_g77_c01,14,0,4,0,22,0,10,indian
v_CricketBowling_g78_c01,8,0,7,0,34,1,0,indian
v_CricketBowling_g79_c01,21,1,1,2,23,0,2,indian
v_CricketBowling_g80_c01,3,8,8,2,17,1,11,indian
v_CricketBowling_g81_c01.,0,8,8,0,30,3,1,indian
v_CricketBowling_g82_c01,1,1,1,1,0,0,46,unknown
v_CricketBowling_g83_c01,5,8,1,2,0,32,2,hispanic
v_CricketBowling_g84_c01,31,1,4,3,9,1,1,white
v_CricketBowling_g85_c01,3,1,11,0,22,0,13,indian
v_CricketBowling_g86_c01,5,0,11,0,32,1,1,indian
v_CricketBowling_g87_c01.,24,2,6,1,0,16,1,white
v_CricketBowling_g88_c01,0,0,0,1,49,0,0,indian
v_CricketBowling_g89_c01.,37,5,0,3,4,0,1,white
v_CricketBowling_g90_c01.,0,0,2,0,47,1,0,indian
v_CricketBowling_g91_c01,18,0,4,8,19,1,0,indian
v_CricketShot_g01_c01.,6,2,2,0,39,0,1,indian
v_CricketShot_g02_c01.,8,5,3,2,31,0,1,indian
v_CricketShot_g03_c01.,0,0,0,18,32,0,0,indian
v_CricketShot_g04_c01.,0,2,1,0,45,0,2,indian
v_CricketShot_g05_c01,1,0,0,0,49,0,0,indian
v_CricketShot_g06_c01,2,19,9,0,1,11,8,asian
v_CricketShot_g07_c01,17,3,10,6,14,0,0,white
v_CricketShot_g08_c01,0,14,3,2,28,2,1,indian
v_CricketShot_g09_c01,6,2,4,2,36,0,0,indian
v_CricketShot_g10_c01,43,0,7,0,0,0,0,white
v_CricketShot_g11_c01,5,1,6,2,36,0,0,indian
v_CricketShot_g12_c01,0,8,3,2,36,0,1,indian
v_CricketShot_g13_c01,1,0,2,0,47,0,0,indian
v_CricketShot_g14_c01,46,2,0,0,1,0,1,white
v_CricketShot_g15_c01.,1,0,3,0,39,3,4,indian
v_CricketShot_g16_c01.,31,2,5,10,2,0,0,white
v_CricketShot_g17_c01.,13,0,6,1,21,8,1,indian
v_CricketShot_g18_c01.,9,0,6,0,0,25,10,hispanic
v_CricketShot_g19_c01,0,25,5,2,0,16,2,asian
v_CricketShot_g20_c01,0,0,9,1,40,0,0,indian
v_CricketShot_g21_c01.,3,1,4,0,40,0,2,indian
v_CricketShot_g22_c01.,35,3,12,0,0,0,0,white
v_CricketShot_g23_c01,1,1,3,0,43,2,0,indian
v_CricketShot_g24_c01,6,1,1,3,39,0,0,indian
v_CricketShot_g25_c01,2,1,2,0,44,0,1,indian
v_CricketShot_g26_c01,10,1,4,5,27,2,1,indian
v_CricketShot_g27_c01,0,5,0,6,38,0,1,indian
v_CricketShot_g28_c01,0,3,43,2,0,0,2,black
v_CricketShot_g29_c01.,0,5,1,0,42,2,0,indian
v_CricketShot_g30_c01.,0,0,0,23,25,0,2,indian
v_CricketShot_g31_c01,4,1,10,0,35,0,0,indian
v_CricketShot_g32_c01.,10,8,3,0,28,1,0,indian
v_CricketShot_g33_c01,9,11,1,0,29,0,0,indian
v_CricketShot_g34_c01.,12,16,1,1,18,1,1,indian
v_CricketShot_g35_c01,0,3,3,0,42,2,0,indian
v_CricketShot_g36_c01.,0,2,1,2,35,10,0,indian
v_CricketShot_g37_c01,3,10,2,0,27,8,0,indian
v_CricketShot_g38_c01,12,4,1,0,22,11,0,indian
v_CricketShot_g39_c01,1,0,10,4,30,0,5,indian
v_CricketShot_g40_c01,2,3,11,0,31,1,2,indian
v_CricketShot_g41_c01,23,7,4,4,10,0,2,white
v_CricketShot_g42_c01,1,1,2,0,44,2,0,indian
v_CricketShot_g43_c01,0,1,3,0,46,0,0,indian
v_CricketShot_g44_c01,17,12,1,3,7,10,0,white
v_CricketShot_g45_c01,30,4,4,0,0,5,7,white
v_CricketShot_g46_c01,0,0,1,5,38,0,6,indian
v_CricketShot_g47_c01,8,0,4,1,1,9,27,unknown
v_CricketShot_g48_c01,1,5,1,0,43,0,0,indian
v_CricketShot_g49_c01,1,1,1,0,47,0,0,indian
v_CricketShot_g50_c01.,5,3,3,0,34,4,0,indian
v_CricketShot_g51_c01,3,9,27,1,0,3,7,black
v_CricketShot_g52_c01,0,22,3,0,22,0,3,asian
v_CricketShot_g53_c01,1,4,1,4,34,5,1,indian
v_CricketShot_g54_c01.,0,3,0,0,44,0,3,indian
v_CricketShot_g55_c01,24,0,6,1,17,0,2,white
v_CricketShot_g56_c01,6,0,9,0,35,0,0,indian
v_CricketShot_g57_c01,18,1,2,5,24,0,0,indian
v_CricketShot_g58_c01.,16,3,1,0,30,0,0,indian
v_CricketShot_g59_c01.,12,14,3,0,21,0,0,indian
v_CricketShot_g60_c01,12,6,4,0,28,0,0,indian
v_CricketShot_g61_c01,2,2,7,1,31,4,3,indian
v_CricketShot_g62_c01.,7,2,4,2,22,6,7,indian
v_CricketShot_g63_c01,0,3,5,1,37,4,0,indian
v_CricketShot_g64_c01,0,2,2,4,37,2,3,indian
v_CricketShot_g65_c01,1,0,4,1,42,0,2,indian
v_CricketShot_g66_c01.,8,3,19,0,17,0,3,black
v_CricketShot_g67_c01,25,0,4,3,6,4,8,white
v_CricketShot_g68_c01,2,0,1,7,39,1,0,indian
v_CricketShot_g69_c01,0,30,0,0,19,0,1,asian
v_CricketShot_g70_c01,0,0,0,0,50,0,0,indian
v_CricketShot_g71_c01,0,0,0,1,49,0,0,indian
v_CricketShot_g72_c01.,0,0,0,0,50,0,0,indian
v_CuttingInKitchen_g01_c01.,8,11,0,1,0,30,0,hispanic
v_CuttingInKitchen_g02_c01,0,0,0,2,48,0,0,indian
v_CuttingInKitchen_g03_c01.,0,0,5,12,4,7,22,middle eastern
v_CuttingInKitchen_g04_c01.,0,6,1,1,1,32,9,hispanic
v_CuttingInKitchen_g05_c01,3,5,26,5,7,4,0,black
v_CuttingInKitchen_g06_c01,3,3,16,7,5,1,15,black
v_CuttingInKitchen_g07_c01,2,2,11,0,15,4,16,indian
v_CuttingInKitchen_g08_c01,7,1,3,13,4,22,0,hispanic
v_CuttingInKitchen_g09_c01,15,0,7,8,0,18,2,hispanic
v_CuttingInKitchen_g10_c01,5,5,2,3,4,18,13,hispanic
v_CuttingInKitchen_g11_c01,0,8,0,0,22,20,0,indian
v_CuttingInKitchen_g12_c01,7,2,1,3,36,0,1,indian
v_CuttingInKitchen_g13_c01,7,6,4,10,18,5,0,indian
v_CuttingInKitchen_g14_c01,0,0,8,3,29,6,4,indian
v_CuttingInKitchen_g15_c01.,8,0,0,0,42,0,0,indian
v_Diving_g01_c01.,23,17,2,3,0,3,2,white
v_Diving_g02_c01,28,6,0,6,4,1,5,white
v_Diving_g03_c01,5,14,0,2,0,9,20,asian
v_Diving_g04_c01,6,14,7,7,5,1,10,asian
v_Diving_g05_c01.,8,28,3,0,0,1,10,asian
v_Diving_g06_c01,0,19,25,0,0,0,6,black
v_Diving_g07_c01,13,15,5,11,0,3,3,asian
v_Diving_g08_c01,14,3,2,1,0,4,26,unknown
v_Diving_g09_c01,4,10,2,0,0,16,18,hispanic
v_Diving_g10_c01,7,1,3,1,1,12,25,unknown
v_Diving_g11_c01,0,0,8,8,26,8,0,indian
v_Diving_g12_c01,0,0,1,39,0,8,2,middle eastern
v_Diving_g13_c01,43,1,1,2,0,0,3,white
v_Diving_g14_c01,14,3,3,11,2,6,11,white
v_Diving_g15_c01,5,8,1,3,16,9,8,indian
v_Diving_g16_c01.,1,3,7,2,6,2,29,unknown
v_Diving_g17_c01,1,0,25,1,0,4,19,black
v_Diving_g18_c01.,2,2,9,4,4,4,25,unknown
v_Diving_g19_c01.,8,3,1,5,1,1,31,unknown
v_Diving_g20_c01,15,7,2,0,0,21,5,hispanic
v_Diving_g21_c01,32,5,0,2,0,1,10,white
v_Diving_g22_c01,3,6,0,11,0,25,5,hispanic
v_Diving_g23_c01,18,20,1,6,0,2,3,asian
v_Diving_g24_c01,11,12,0,1,0,25,1,hispanic
v_Diving_g25_c01,0,0,49,0,0,1,0,black
v_Diving_g26_c01,1,6,2,1,0,3,37,unknown
v_Diving_g27_c01,29,2,4,1,0,13,1,white
v_Diving_g28_c01,25,14,0,3,0,6,2,white
v_Diving_g29_c01,3,2,1,0,0,11,33,unknown
v_Diving_g30_c01.,2,1,4,39,1,1,2,middle eastern
v_Diving_g31_c01,26,0,3,1,0,1,19,white
v_Diving_g32_c01,14,0,2,1,0,3,30,unknown
v_Diving_g33_c01.,1,10,6,17,3,12,1,middle eastern
v_Diving_g34_c01.,2,5,1,9,0,11,22,hispanic
v_Diving_g35_c01,8,2,6,2,0,5,27,unknown
v_Diving_g36_c01,4,7,6,3,0,5,25,unknown
v_Diving_g37_c01,0,2,0,0,0,48,0,hispanic
v_Diving_g38_c01,14,28,0,5,0,0,3,asian
v_Diving_g39_c01,20,0,3,3,0,0,24,white
v_Diving_g40_c01.,3,40,1,0,0,2,4,asian
v_Diving_g41_c01.,4,7,8,13,0,9,9,middle eastern
v_Diving_g42_c01,13,3,2,23,0,6,3,middle eastern
v_Diving_g43_c01,50,0,0,0,0,0,0,white
v_Diving_g44_c01,6,0,2,17,0,6,19,middle eastern
v_Diving_g45_c01,15,1,5,6,2,7,14,white
v_Diving_g46_c01,5,0,45,0,0,0,0,black
v_Diving_g47_c01,29,0,0,0,0,21,0,white
v_Diving_g48_c01,16,0,17,2,0,4,11,black
v_Diving_g49_c01,0,5,3,2,10,27,3,hispanic
v_Diving_g50_c01,7,4,2,13,9,3,12,middle eastern
v_Diving_g51_c01.,11,12,9,7,0,3,8,asian
v_Diving_g52_c01.,1,1,1,4,33,1,9,indian
v_Diving_g53_c01,17,0,2,1,0,3,27,unknown
v_Diving_g54_c01.,0,1,5,0,5,2,37,unknown
v_Diving_g55_c01,0,3,7,4,7,9,20,hispanic
v_Diving_g56_c01,3,0,3,0,0,2,42,unknown
v_Diving_g57_c01,0,0,0,0,0,0,50,unknown
v_Diving_g58_c01,37,0,2,1,0,7,3,white
v_Diving_g59_c01,1,0,0,0,0,49,0,hispanic
v_Diving_g60_c01,0,2,45,2,0,0,1,black
v_Diving_g61_c01.,5,0,2,1,0,5,37,unknown
v_Diving_g62_c01,0,32,3,5,0,9,1,asian
v_Diving_g63_c01,2,1,46,0,0,0,1,black
v_Diving_g64_c01,3,8,17,0,1,4,17,black
v_Diving_g65_c01.,43,2,0,0,0,1,4,white
v_Diving_g66_c01,22,10,5,2,0,0,11,white
v_Diving_g67_c01,2,27,5,1,0,7,8,asian
v_Diving_g68_c01,21,16,1,2,0,3,7,white
v_Diving_g69_c01,1,1,3,0,22,1,22,indian
v_Diving_g70_c01,17,16,0,5,2,2,8,white
v_Diving_g71_c01,35,10,0,0,0,2,3,white
v_Diving_g72_c01,10,4,0,7,0,14,15,hispanic
v_Diving_g73_c01,21,1,22,2,1,2,1,black
v_Drumming_g01_c01,1,47,0,0,0,2,0,asian
v_Drumming_g02_c01,3,47,0,0,0,0,0,asian
v_Drumming_g03_c01,23,0,0,7,0,12,8,white
v_Drumming_g04_c01,11,2,2,27,1,5,2,middle eastern
v_Drumming_g05_c01,0,1,49,0,0,0,0,black
v_Drumming_g06_c01,11,8,4,0,0,7,20,white
v_Drumming_g07_c01,3,34,0,12,0,1,0,asian
v_Drumming_g08_c01,3,43,2,0,1,0,1,asian
v_Drumming_g09_c01,0,34,0,0,0,16,0,asian
v_Drumming_g100_c01,42,3,1,0,0,4,0,white
v_Drumming_g101_c01,1,18,3,0,20,8,0,indian
v_Drumming_g102_c01,5,4,21,15,2,3,0,black
v_Drumming_g103_c01,0,0,1,0,49,0,0,indian
v_Drumming_g104_c01,1,42,0,0,0,3,4,asian
v_Drumming_g105_c01,27,21,0,0,0,2,0,white
v_Drumming_g106_c01,9,1,35,2,0,1,2,black
v_Drumming_g107_c01,10,1,38,0,0,1,0,black
v_Drumming_g108_c01,39,2,0,0,0,0,9,white
v_Drumming_g109_c01,0,25,1,0,0,11,13,asian
v_Drumming_g10_c01,0,48,0,0,0,0,1,asian
v_Drumming_g110_c01,44,0,0,0,0,6,0,white
v_Drumming_g111_c01,35,13,1,0,1,0,0,white
v_Drumming_g112_c01,0,5,1,0,1,43,0,hispanic
v_Drumming_g113_c01,24,3,4,1,0,1,17,white
v_Drumming_g114_c01,0,0,50,0,0,0,0,black
v_Drumming_g115_c01.,0,14,10,6,16,2,2,indian
v_Drumming_g116_c01,3,0,1,7,0,1,38,unknown
v_Drumming_g117_c01,10,5,4,0,0,4,27,unknown
v_Drumming_g118_c01,7,2,24,1,0,16,0,black
v_Drumming_g119_c01,1,11,16,0,0,18,4,hispanic
v_Drumming_g11_c01,0,47,0,0,0,0,3,asian
v_Drumming_g120_c01.,1,22,0,0,0,25,2,hispanic
v_Drumming_g121_c01,49,0,0,0,0,0,1,white
v_Drumming_g122_c01,0,2,1,2,41,4,0,indian
v_Drumming_g123_c01,8,38,1,1,0,0,2,asian
v_Drumming_g12_c01,0,44,2,0,0,2,2,asian
v_Drumming_g13_c01,0,1,0,0,0,49,0,hispanic
v_Drumming_g14_c01.,4,0,44,0,0,1,1,black
v_Drumming_g15_c01,19,28,0,1,0,2,0,asian
v_Drumming_g16_c01,45,5,0,0,0,0,0,white
v_Drumming_g17_c01,18,6,2,0,0,2,22,white
v_Drumming_g18_c01,8,3,0,0,0,30,9,hispanic
v_Drumming_g19_c01,3,46,0,0,0,0,1,asian
v_Drumming_g20_c01,0,40,9,1,0,0,0,asian
v_Drumming_g21_c01,1,1,4,0,5,37,2,hispanic
v_Drumming_g22_c01,12,23,0,2,0,8,5,asian
v_Drumming_g23_c01,0,0,0,50,0,0,0,middle eastern
v_Drumming_g24_c01,2,24,0,0,0,24,0,asian
v_Drumming_g25_c01,11,26,1,3,0,1,8,asian
v_Drumming_g26_c01.,12,3,0,0,0,35,0,hispanic
v_Drumming_g27_c01,8,1,0,0,0,40,1,hispanic
v_Drumming_g28_c01,34,0,0,0,0,9,7,white
v_Drumming_g29_c01,33,10,4,0,1,1,1,white
v_Drumming_g30_c01,8,9,2,6,0,25,0,hispanic
v_Drumming_g31_c01,3,5,3,0,28,1,10,indian
v_Drumming_g32_c01,0,50,0,0,0,0,0,asian
v_Drumming_g33_c01,9,6,3,0,7,13,12,hispanic
v_Drumming_g34_c01,13,3,0,0,0,33,1,hispanic
v_Drumming_g35_c01,0,1,20,0,0,29,0,hispanic
v_Drumming_g36_c01,15,21,0,0,0,12,2,asian
v_Drumming_g37_c01,45,0,0,0,0,2,3,white
v_Drumming_g38_c01,40,4,0,1,0,0,5,white
v_Drumming_g39_c01,2,30,0,0,0,13,5,asian
v_Drumming_g40_c01,31,0,6,0,0,13,0,white
v_Drumming_g41_c01.,0,0,42,0,0,8,0,black
v_Drumming_g42_c01,0,3,4,17,11,14,1,middle eastern
v_Drumming_g43_c01,2,3,0,0,0,45,0,hispanic
v_Drumming_g44_c01,3,42,0,0,0,5,0,asian
v_Drumming_g45_c01,3,2,32,5,0,2,6,black
v_Drumming_g46_c01,17,17,2,0,0,1,13,white
v_Drumming_g47_c01,18,6,3,0,0,9,14,white
v_Drumming_g48_c01,1,0,4,2,32,6,5,indian
v_Drumming_g49_c01.,3,37,1,0,5,3,1,asian
v_Drumming_g50_c01,23,0,0,0,0,26,1,hispanic
v_Drumming_g51_c01,10,3,3,6,0,26,2,hispanic
v_Drumming_g52_c01,14,19,2,0,0,15,0,asian
v_Drumming_g53_c01,0,46,0,1,0,3,0,asian
v_Drumming_g54_c01,0,0,46,0,2,0,2,black
v_Drumming_g55_c01,13,0,0,9,0,13,15,white
v_Drumming_g56_c01,31,13,0,0,0,3,3,white
v_Drumming_g57_c01,36,6,1,0,0,4,3,white
v_Drumming_g58_c01,0,43,0,0,0,4,3,asian
v_Drumming_g59_c01,1,0,31,0,0,14,4,black
v_Drumming_g60_c01.,9,10,4,1,0,26,0,hispanic
v_Drumming_g61_c01,8,2,38,0,0,2,0,black
v_Drumming_g62_c01,0,0,0,0,0,50,0,hispanic
v_Drumming_g63_c01,20,18,1,0,0,11,0,white
v_Drumming_g64_c01,3,0,1,39,1,1,5,middle eastern
v_Drumming_g65_c01.,0,14,3,2,7,15,9,hispanic
v_Drumming_g66_c01,20,13,5,3,0,1,8,white
v_Drumming_g67_c01,0,22,8,17,0,3,0,asian
v_Drumming_g68_c01,19,0,25,0,1,5,0,black
v_Drumming_g69_c01,36,2,10,2,0,0,0,white
v_Drumming_g70_c01.,0,50,0,0,0,0,0,asian
v_Drumming_g71_c01,3,1,35,5,0,6,0,black
v_Drumming_g72_c01,1,4,26,4,0,15,0,black
v_Drumming_g73_c01,35,14,0,1,0,0,0,white
v_Drumming_g74_c01.,39,1,0,0,0,10,0,white
v_Drumming_g75_c01,1,46,1,0,0,1,1,asian
v_Drumming_g76_c01,0,0,0,0,0,50,0,hispanic
v_Drumming_g77_c01,20,0,4,0,0,1,25,unknown
v_Drumming_g78_c01,9,4,3,0,0,33,0,hispanic
v_Drumming_g79_c01.,0,27,0,0,1,22,0,asian
v_Drumming_g80_c01,0,0,50,0,0,0,0,black
v_Drumming_g81_c01,27,20,0,0,0,1,2,white
v_Drumming_g82_c01,0,50,0,0,0,0,0,asian
v_Drumming_g83_c01,0,37,2,0,1,8,2,asian
v_Drumming_g84_c01,1,1,42,3,0,3,0,black
v_Drumming_g85_c01,12,34,2,0,0,2,0,asian
v_Drumming_g86_c01,0,10,1,2,2,28,7,hispanic
v_Drumming_g87_c01,0,12,13,1,2,21,1,hispanic
v_Drumming_g88_c01,5,40,0,0,0,3,2,asian
v_Drumming_g89_c01,24,26,0,0,0,0,0,asian
v_Drumming_g90_c01,0,47,3,0,0,0,0,asian
v_Drumming_g91_c01,18,18,0,0,0,0,14,white
v_Drumming_g92_c01,43,3,1,0,0,0,3,white
v_Drumming_g93_c01,2,44,0,0,0,4,0,asian
v_Drumming_g94_c01.,0,47,0,3,0,0,0,asian
v_Drumming_g95_c01,0,0,50,0,0,0,0,black
v_Drumming_g96_c01,0,0,50,0,0,0,0,black
v_Drumming_g97_c01,0,0,49,0,0,1,0,black
v_Drumming_g98_c01,43,0,0,1,0,1,5,white
v_Drumming_g99_c01,44,0,2,0,0,3,1,white
v_Fencing_g01_c01,21,14,0,1,0,0,14,white
v_Fencing_g02_c01,3,17,16,2,0,2,10,asian
v_Fencing_g03_c01.,1,0,0,0,49,0,0,indian
v_Fencing_g04_c01,0,2,0,5,0,38,5,hispanic
v_Fencing_g05_c01,4,2,3,1,35,2,3,indian
v_Fencing_g06_c01.,1,0,1,1,0,40,7,hispanic
v_Fencing_g07_c01,10,0,3,3,0,32,2,hispanic
v_Fencing_g08_c01,10,1,1,1,8,14,15,hispanic
v_Fencing_g09_c01,1,0,0,0,0,49,0,hispanic
v_Fencing_g10_c01.,12,23,3,2,0,1,9,asian
v_Fencing_g11_c01,0,0,30,15,0,0,5,black
v_Fencing_g12_c01.,2,0,42,1,0,1,4,black
v_Fencing_g13_c01,0,14,1,0,0,35,0,hispanic
v_Fencing_g14_c01,15,1,7,22,1,3,1,middle eastern
v_Fencing_g15_c01,39,1,2,2,0,3,3,white
v_Fencing_g16_c01,12,2,11,7,3,12,3,white
v_Fencing_g17_c01,0,3,46,0,0,0,1,black
v_Fencing_g18_c01,0,0,0,15,31,2,2,indian
v_Fencing_g19_c01,2,6,10,23,0,2,7,middle eastern
v_Fencing_g20_c01,0,0,0,32,17,1,0,middle eastern
v_Fencing_g21_c01,9,29,8,1,1,2,0,asian
v_Fencing_g22_c01,12,23,1,2,3,3,6,asian
v_Fencing_g23_c01,1,35,0,5,0,1,8,asian
v_Fencing_g24_c01,17,2,3,0,0,28,0,hispanic
v_Fencing_g25_c01.,3,1,23,7,3,13,0,black
v_Fencing_g26_c01,48,0,0,0,0,0,2,white
v_Fencing_g27_c01,20,0,23,3,0,2,2,black
v_Fencing_g28_c01,8,27,13,0,1,0,1,asian
v_Fencing_g29_c01,6,1,2,1,0,34,6,hispanic
v_Fencing_g30_c01,19,6,2,13,4,3,3,white
v_Fencing_g31_c01,27,0,0,0,0,23,0,white
v_Fencing_g32_c01,31,6,3,1,0,3,6,white
v_Fencing_g33_c01,0,0,23,0,0,23,4,black
v_Fencing_g34_c01,1,5,1,0,0,34,9,hispanic
v_Fencing_g35_c01,45,0,0,0,0,2,3,white
v_Fencing_g36_c01,2,16,8,2,0,2,20,asian
v_Fencing_g37_c01,19,18,1,3,2,5,2,white
v_Fencing_g38_c01,2,12,3,25,3,0,5,middle eastern
v_Fencing_g39_c01,1,16,3,2,1,5,22,asian
v_Fencing_g40_c01,20,16,4,6,0,1,3,white
