video_name,male_count,female_count,final
v_Diving_g60_c01,46,4,male
v_Diving_g61_c01.,17,33,female
v_Diving_g62_c01,1,49,female
v_Diving_g63_c01,48,2,male
v_Diving_g64_c01,38,12,male
v_Diving_g65_c01.,48,2,male
v_Diving_g66_c01,5,45,female
v_Diving_g67_c01,8,42,female
v_Diving_g68_c01,11,39,female
v_Diving_g69_c01,31,19,male
v_Diving_g70_c01,14,36,female
v_Diving_g71_c01,10,40,female
v_Diving_g72_c01,21,29,female
v_Diving_g73_c01,31,19,male
v_Drumming_g01_c01,47,3,male
v_Drumming_g02_c01,10,40,female
v_Drumming_g03_c01,42,8,male
v_Drumming_g04_c01,34,16,male
v_Drumming_g05_c01,46,4,male
v_Drumming_g06_c01,30,20,male
v_Drumming_g07_c01,41,9,male
v_Drumming_g08_c01,42,8,male
v_Drumming_g09_c01,47,3,male
v_Drumming_g100_c01,45,5,male
v_Drumming_g101_c01,43,7,male
v_Drumming_g102_c01,21,29,female
v_Drumming_g103_c01,20,30,female
v_Drumming_g104_c01,5,45,female
v_Drumming_g105_c01,50,0,male
v_Drumming_g106_c01,47,3,male
v_Drumming_g107_c01,3,47,female
v_Drumming_g108_c01,48,2,male
v_Drumming_g109_c01,50,0,male
v_Drumming_g10_c01,48,1,male
v_Drumming_g110_c01,50,0,male
v_Drumming_g111_c01,30,20,male
v_Drumming_g112_c01,34,16,male
v_Drumming_g113_c01,14,36,female
v_Drumming_g114_c01,49,1,male
v_Drumming_g115_c01.,48,2,male
v_Drumming_g116_c01,46,4,male
v_Drumming_g117_c01,37,13,male
v_Drumming_g118_c01,50,0,male
v_Drumming_g119_c01,48,2,male
v_Drumming_g11_c01,47,3,male
v_Drumming_g120_c01.,50,0,male
v_Drumming_g121_c01,50,0,male
v_Drumming_g122_c01,32,18,male
v_Drumming_g123_c01,40,10,male
v_Drumming_g12_c01,4,46,female
v_Drumming_g13_c01,0,50,female
v_Drumming_g14_c01.,44,6,male
v_Drumming_g15_c01,0,50,female
v_Drumming_g16_c01,50,0,male
v_Drumming_g17_c01,2,48,female
v_Drumming_g18_c01,47,3,male
v_Drumming_g19_c01,26,24,male
v_Drumming_g20_c01,9,41,female
v_Drumming_g21_c01,43,7,male
v_Drumming_g22_c01,7,43,female
v_Drumming_g23_c01,0,50,female
v_Drumming_g24_c01,26,24,male
v_Drumming_g25_c01,28,22,male
v_Drumming_g26_c01.,50,0,male
v_Drumming_g27_c01,49,1,male
v_Drumming_g28_c01,50,0,male
v_Drumming_g29_c01,28,22,male
v_Drumming_g30_c01,45,5,male
v_Drumming_g31_c01,25,25,uncertain
v_Drumming_g32_c01,0,50,female
v_Drumming_g33_c01,14,36,female
v_Drumming_g34_c01,39,11,male
v_Drumming_g35_c01,0,50,female
v_Drumming_g36_c01,0,50,female
v_Drumming_g37_c01,50,0,male
v_Drumming_g38_c01,48,2,male
v_Drumming_g39_c01,1,49,female
v_Drumming_g40_c01,50,0,male
v_Drumming_g41_c01.,50,0,male
v_Drumming_g42_c01,13,37,female
v_Drumming_g43_c01,47,3,male
v_Drumming_g44_c01,46,4,male
v_Drumming_g45_c01,49,1,male
v_Drumming_g46_c01,50,0,male
v_Drumming_g47_c01,39,11,male
v_Drumming_g48_c01,33,17,male
v_Drumming_g49_c01.,30,20,male
v_Drumming_g50_c01,38,12,male
v_Drumming_g51_c01,45,5,male
v_Drumming_g52_c01,44,6,male
v_Drumming_g53_c01,43,7,male
v_Drumming_g54_c01,38,12,male
v_Drumming_g55_c01,0,50,female
v_Drumming_g56_c01,48,2,male
v_Drumming_g57_c01,40,10,male
v_Drumming_g58_c01,25,25,uncertain
v_Drumming_g59_c01,50,0,male
v_Drumming_g60_c01.,4,46,female
v_Drumming_g61_c01,45,5,male
v_Drumming_g62_c01,50,0,male
v_Drumming_g63_c01,10,40,female
v_Drumming_g64_c01,40,10,male
v_Drumming_g65_c01.,43,7,male
v_Drumming_g66_c01,39,11,male
v_Drumming_g67_c01,0,50,female
v_Drumming_g68_c01,37,13,male
v_Drumming_g69_c01,49,1,male
v_Drumming_g70_c01.,0,50,female
v_Drumming_g71_c01,42,8,male
v_Drumming_g72_c01,48,2,male
v_Drumming_g73_c01,6,44,female
v_Drumming_g74_c01.,47,3,male
v_Drumming_g75_c01,22,28,female
v_Drumming_g76_c01,45,5,male
v_Drumming_g77_c01,14,36,female
v_Drumming_g78_c01,49,0,male
v_Drumming_g79_c01.,26,24,male
v_Drumming_g80_c01,50,0,male
v_Drumming_g81_c01,39,11,male
v_Drumming_g82_c01,2,48,female
v_Drumming_g83_c01,2,48,female
v_Drumming_g84_c01,0,50,female
v_Drumming_g85_c01,50,0,male
v_Drumming_g86_c01,38,12,male
v_Drumming_g87_c01,44,6,male
v_Drumming_g88_c01,0,50,female
v_Drumming_g89_c01,0,50,female
v_Drumming_g90_c01,3,47,female
v_Drumming_g91_c01,47,3,male
v_Drumming_g92_c01,49,1,male
v_Drumming_g93_c01,2,48,female
v_Drumming_g94_c01.,0,50,female
v_Drumming_g95_c01,50,0,male
v_Drumming_g96_c01,50,0,male
v_Drumming_g97_c01,39,11,male
v_Drumming_g98_c01,1,49,female
v_Drumming_g99_c01,49,1,male
v_Fencing_g01_c01,31,19,male
v_Fencing_g02_c01,13,37,female
v_Fencing_g03_c01.,50,0,male
v_Fencing_g04_c01,6,44,female
v_Fencing_g05_c01,21,29,female
v_Fencing_g06_c01.,46,4,male
v_Fencing_g07_c01,41,9,male
v_Fencing_g08_c01,49,1,male
v_Fencing_g09_c01,24,26,female
v_Fencing_g10_c01.,21,29,female
v_Fencing_g11_c01,38,12,male
v_Fencing_g12_c01.,36,14,male
v_Fencing_g13_c01,46,4,male
v_Fencing_g14_c01,50,0,male
v_Fencing_g15_c01,5,45,female
v_Fencing_g16_c01,35,15,male
v_Fencing_g17_c01,31,19,male
v_Fencing_g18_c01,3,47,female
v_Fencing_g19_c01,23,27,female
v_Fencing_g20_c01,36,14,male
v_Fencing_g21_c01,30,20,male
v_Fencing_g22_c01,38,12,male
v_Fencing_g23_c01,39,11,male
v_Fencing_g24_c01,48,2,male
v_Fencing_g25_c01.,21,29,female
v_Fencing_g26_c01,48,2,male
v_Fencing_g27_c01,37,13,male
v_Fencing_g28_c01,41,9,male
v_Fencing_g29_c01,50,0,male
v_Fencing_g30_c01,29,21,male
v_Fencing_g31_c01,49,1,male
v_Fencing_g32_c01,27,23,male
v_Fencing_g33_c01,49,1,male
v_Fencing_g34_c01,42,8,male
v_Fencing_g35_c01,39,11,male
v_Fencing_g36_c01,32,18,male
v_Fencing_g37_c01,31,19,male
v_Fencing_g38_c01,43,7,male
v_Fencing_g39_c01,38,12,male
v_Fencing_g40_c01,45,5,male
v_Fencing_g41_c01.,50,0,male
v_Fencing_g42_c01,49,1,male
v_Fencing_g43_c01,48,2,male
v_Fencing_g44_c01,25,25,uncertain
v_Fencing_g45_c01,23,27,female
v_Fencing_g46_c01.,40,10,male
v_Fencing_g47_c01,31,19,male
v_Fencing_g48_c01,49,1,male
v_Fencing_g49_c01,18,32,female
v_Fencing_g50_c01,31,19,male
v_Fencing_g51_c01,40,10,male
v_Fencing_g52_c01.,10,40,female
v_Fencing_g53_c01,46,4,male
v_Fencing_g54_c01,28,22,male
v_Fencing_g55_c01,40,10,male
v_Fencing_g56_c01,20,30,female
v_Fencing_g57_c01.,50,0,male
v_Fencing_g58_c01,50,0,male
v_Fencing_g59_c01,33,17,male
v_Fencing_g60_c01,25,25,uncertain
v_Fencing_g61_c01,31,19,male
v_Fencing_g62_c01,20,30,female
v_Fencing_g63_c01.,49,1,male
v_Fencing_g64_c01,44,6,male
v_Fencing_g65_c01,48,2,male
v_Fencing_g66_c01,47,3,male
v_Fencing_g67_c01.,47,3,male
v_Fencing_g68_c01,6,44,female
v_Fencing_g69_c01,7,43,female
v_Fencing_g70_c01,30,20,male
v_Fencing_g71_c01,37,13,male
v_Fencing_g72_c01.,47,3,male
v_Fencing_g73_c01,1,49,female
v_Fencing_g74_c01,41,9,male
v_Fencing_g75_c01,43,7,male
v_Fencing_g76_c01,42,8,male
v_Fencing_g77_c01,5,45,female
v_Fencing_g78_c01,9,41,female
v_Fencing_g79_c01,11,39,female
v_FieldHockeyPenalty_g01_c01.,24,26,female
v_FieldHockeyPenalty_g02_c01,14,36,female
v_FieldHockeyPenalty_g03_c01,3,47,female
v_FieldHockeyPenalty_g04_c01.,32,18,male
v_FieldHockeyPenalty_g05_c01,44,6,male
v_FieldHockeyPenalty_g06_c01,48,2,male
v_FieldHockeyPenalty_g07_c01,44,6,male
v_FieldHockeyPenalty_g08_c01,10,40,female
v_FieldHockeyPenalty_g09_c01,41,9,male
v_FieldHockeyPenalty_g10_c01,43,7,male
v_FieldHockeyPenalty_g11_c01,9,41,female
v_FieldHockeyPenalty_g12_c01,18,32,female
v_FieldHockeyPenalty_g13_c01,39,11,male
v_FieldHockeyPenalty_g14_c01,3,47,female
v_FieldHockeyPenalty_g15_c01,48,2,male
v_FieldHockeyPenalty_g16_c01,48,2,male
v_FieldHockeyPenalty_g17_c01,22,28,female
v_FieldHockeyPenalty_g18_c01,45,5,male
v_FieldHockeyPenalty_g19_c01.,47,3,male
v_FieldHockeyPenalty_g20_c01,23,27,female
v_FieldHockeyPenalty_g21_c01,24,26,female
v_FieldHockeyPenalty_g22_c01,47,3,male
v_FieldHockeyPenalty_g23_c01,45,5,male
v_FieldHockeyPenalty_g24_c01,3,47,female
v_FieldHockeyPenalty_g25_c01.,38,12,male
v_FieldHockeyPenalty_g26_c01,13,37,female
v_FieldHockeyPenalty_g27_c01,48,2,male
v_FieldHockeyPenalty_g28_c01,42,8,male
v_FieldHockeyPenalty_g29_c01,3,47,female
v_FieldHockeyPenalty_g30_c01,24,26,female
v_FieldHockeyPenalty_g31_c01,49,0,male
v_FieldHockeyPenalty_g32_c01.,4,46,female
v_FieldHockeyPenalty_g33_c01,39,11,male
v_FieldHockeyPenalty_g34_c01,36,14,male
v_FieldHockeyPenalty_g35_c01,5,45,female
v_FieldHockeyPenalty_g36_c01,50,0,male
v_FieldHockeyPenalty_g37_c01,50,0,male
v_FieldHockeyPenalty_g38_c01,21,29,female
v_FieldHockeyPenalty_g39_c01,49,1,male
v_FieldHockeyPenalty_g40_c01,50,0,male
v_FieldHockeyPenalty_g41_c01,43,7,male
v_FieldHockeyPenalty_g42_c01.,33,17,male
v_FieldHockeyPenalty_g43_c01.,41,9,male
v_FieldHockeyPenalty_g44_c01,47,3,male
v_FieldHockeyPenalty_g45_c01,26,24,male
v_FieldHockeyPenalty_g46_c01,43,7,male
v_FieldHockeyPenalty_g47_c01,49,1,male
v_FieldHockeyPenalty_g48_c01,47,3,male
v_FieldHockeyPenalty_g49_c01,1,49,female
v_FieldHockeyPenalty_g50_c01,2,48,female
v_FieldHockeyPenalty_g51_c01,49,1,male
v_FieldHockeyPenalty_g52_c01.,47,3,male
v_FieldHockeyPenalty_g53_c01,36,14,male
v_FieldHockeyPenalty_g54_c01,29,21,male
v_FieldHockeyPenalty_g55_c01,0,50,female
v_FieldHockeyPenalty_g56_c01,37,13,male
v_FieldHockeyPenalty_g57_c01,40,10,male
v_FieldHockeyPenalty_g58_c01,45,5,male
v_FieldHockeyPenalty_g59_c01,29,21,male
v_FieldHockeyPenalty_g60_c01,14,36,female
v_FieldHockeyPenalty_g61_c01,22,28,female
v_FieldHockeyPenalty_g62_c01,29,21,male
v_FieldHockeyPenalty_g63_c01,14,36,female
v_FieldHockeyPenalty_g64_c01,40,10,male
v_FieldHockeyPenalty_g65_c01.,26,24,male
v_FieldHockeyPenalty_g66_c01,26,24,male
v_FieldHockeyPenalty_g67_c01,46,4,male
v_FieldHockeyPenalty_g68_c01,38,12,male
v_FieldHockeyPenalty_g69_c01,48,2,male
v_FieldHockeyPenalty_g70_c01,28,22,male
v_FieldHockeyPenalty_g71_c01.,29,21,male
v_FieldHockeyPenalty_g72_c01,20,30,female
v_FieldHockeyPenalty_g73_c01,38,12,male
v_FieldHockeyPenalty_g74_c01,34,16,male
v_FieldHockeyPenalty_g75_c01,43,7,male
v_FieldHockeyPenalty_g76_c01,12,38,female
v_FieldHockeyPenalty_g77_c01,33,17,male
v_FieldHockeyPenalty_g78_c01,38,12,male
v_FieldHockeyPenalty_g79_c01,24,26,female
v_FieldHockeyPenalty_g80_c01,34,16,male
v_FieldHockeyPenalty_g81_c01,50,0,male
v_FieldHockeyPenalty_g82_c01,42,8,male
v_FieldHockeyPenalty_g83_c01,47,3,male
v_FieldHockeyPenalty_g84_c01,14,36,female
v_FieldHockeyPenalty_g85_c01,49,1,male
v_FieldHockeyPenalty_g86_c01,43,7,male
v_FloorGymnastics_g01_c01,25,25,uncertain
v_FloorGymnastics_g02_c01.,2,48,female
v_FloorGymnastics_g03_c01,46,4,male
v_FloorGymnastics_g04_c01.,14,36,female
v_FloorGymnastics_g05_c01,4,46,female
v_FloorGymnastics_g06_c01,17,33,female
v_FloorGymnastics_g07_c01,27,23,male
v_FloorGymnastics_g08_c01,43,7,male
v_FloorGymnastics_g09_c01,19,31,female
v_FloorGymnastics_g10_c01,2,48,female
v_FloorGymnastics_g11_c01,0,50,female
v_FloorGymnastics_g12_c01,21,29,female
v_FloorGymnastics_g13_c01,1,49,female
v_FloorGymnastics_g14_c01,22,28,female
v_FloorGymnastics_g15_c01,4,46,female
v_FloorGymnastics_g16_c01,14,36,female
v_FloorGymnastics_g17_c01,5,45,female
v_FloorGymnastics_g18_c01.,4,46,female
v_FloorGymnastics_g19_c01,12,38,female
v_FloorGymnastics_g20_c01,33,17,male
v_FloorGymnastics_g21_c01,10,40,female
v_FloorGymnastics_g22_c01.,23,27,female
v_FloorGymnastics_g23_c01,1,49,female
v_FloorGymnastics_g24_c01,48,2,male
v_FloorGymnastics_g25_c01,46,4,male
v_FloorGymnastics_g26_c01.,25,25,uncertain
v_FloorGymnastics_g27_c01,50,0,male
v_FloorGymnastics_g28_c01,13,37,female
v_FloorGymnastics_g29_c01,30,20,male
v_FloorGymnastics_g30_c01,4,46,female
v_FloorGymnastics_g31_c01,10,40,female
v_FloorGymnastics_g32_c01,46,4,male
v_FloorGymnastics_g33_c01,22,28,female
v_FloorGymnastics_g34_c01,45,5,male
v_FloorGymnastics_g35_c01,4,46,female
v_FloorGymnastics_g36_c01.,1,49,female
v_FloorGymnastics_g37_c01,22,28,female
v_FloorGymnastics_g38_c01,28,22,male
v_FloorGymnastics_g39_c01.,35,15,male
v_FloorGymnastics_g40_c01,41,9,male
v_FloorGymnastics_g41_c01,24,26,female
v_FloorGymnastics_g42_c01,6,44,female
v_FloorGymnastics_g43_c01.,26,24,male
v_FloorGymnastics_g44_c01,42,8,male
v_FloorGymnastics_g45_c01.,7,43,female
v_FloorGymnastics_g46_c01,1,49,female
v_FloorGymnastics_g47_c01,14,36,female
v_FloorGymnastics_g48_c01,48,2,male
v_FloorGymnastics_g49_c01,22,28,female
v_FloorGymnastics_g50_c01,39,11,male
v_FloorGymnastics_g51_c01,4,46,female
v_FloorGymnastics_g52_c01,5,45,female
v_FloorGymnastics_g53_c01,19,31,female
v_FloorGymnastics_g54_c01,21,29,female
v_FloorGymnastics_g55_c01,4,46,female
v_FloorGymnastics_g56_c01.,12,38,female
v_FloorGymnastics_g57_c01,43,7,male
v_FloorGymnastics_g58_c01,39,11,male
v_FloorGymnastics_g59_c01,6,44,female
v_FloorGymnastics_g60_c01,14,36,female
v_FloorGymnastics_g61_c01,1,49,female
v_FloorGymnastics_g62_c01,36,14,male
v_FloorGymnastics_g63_c01.,1,49,female
v_FloorGymnastics_g64_c01,9,41,female
v_FloorGymnastics_g65_c01.,18,32,female
v_FloorGymnastics_g66_c01,30,20,male
v_FloorGymnastics_g67_c01,24,26,female
v_FloorGymnastics_g68_c01,45,5,male
v_FloorGymnastics_g69_c01,42,8,male
v_FloorGymnastics_g70_c01,24,26,female
v_FloorGymnastics_g71_c01,35,15,male
v_FloorGymnastics_g72_c01,2,48,female
v_FrisbeeCatch_g01_c01.,18,32,female
v_FrisbeeCatch_g02_c01,49,1,male
v_FrisbeeCatch_g03_c01,42,8,male
v_FrisbeeCatch_g04_c01.,46,4,male
v_FrisbeeCatch_g05_c01,45,5,male
v_FrisbeeCatch_g06_c01,24,26,female
v_FrisbeeCatch_g07_c01,49,1,male
v_FrisbeeCatch_g08_c01,39,11,male
v_FrisbeeCatch_g09_c01,49,1,male
v_FrisbeeCatch_g10_c01,39,11,male
v_FrisbeeCatch_g11_c01,45,5,male
v_FrisbeeCatch_g12_c01,16,34,female
v_FrisbeeCatch_g13_c01,45,5,male
v_FrisbeeCatch_g14_c01,48,2,male
v_FrisbeeCatch_g15_c01,45,5,male
v_FrisbeeCatch_g16_c01,25,25,uncertain
v_FrisbeeCatch_g17_c01,50,0,male
v_FrisbeeCatch_g18_c01,40,10,male
v_FrisbeeCatch_g19_c01,46,4,male
v_FrisbeeCatch_g20_c01,43,7,male
v_FrisbeeCatch_g21_c01,24,26,female
v_FrisbeeCatch_g22_c01,42,8,male
v_FrisbeeCatch_g23_c01,5,45,female
v_FrisbeeCatch_g24_c01,45,5,male
v_FrisbeeCatch_g25_c01,13,37,female
v_FrisbeeCatch_g26_c01,40,10,male
v_FrisbeeCatch_g27_c01.,48,2,male
v_FrisbeeCatch_g28_c01,24,26,female
v_FrisbeeCatch_g29_c01.,44,6,male
v_FrisbeeCatch_g30_c01.,50,0,male
v_FrisbeeCatch_g31_c01,45,5,male
v_FrisbeeCatch_g32_c01,40,10,male
v_FrisbeeCatch_g33_c01,32,18,male
v_FrisbeeCatch_g34_c01,41,9,male
v_FrisbeeCatch_g35_c01,11,39,female
v_FrisbeeCatch_g36_c01,30,20,male
v_FrisbeeCatch_g37_c01,36,14,male
v_FrisbeeCatch_g38_c01.,28,22,male
v_FrisbeeCatch_g39_c01,15,35,female
v_FrisbeeCatch_g40_c01,30,20,male
v_FrisbeeCatch_g41_c01,45,5,male
v_FrisbeeCatch_g42_c01,7,43,female
v_FrisbeeCatch_g43_c01,47,3,male
v_FrisbeeCatch_g44_c01,14,36,female
v_FrisbeeCatch_g45_c01,34,16,male
v_FrisbeeCatch_g46_c01,23,27,female
v_FrisbeeCatch_g47_c01,10,40,female
v_FrisbeeCatch_g48_c01,5,45,female
v_FrisbeeCatch_g49_c01,48,2,male
v_FrisbeeCatch_g50_c01.,47,3,male
v_FrisbeeCatch_g51_c01,41,9,male
v_FrisbeeCatch_g52_c01,44,6,male
v_FrisbeeCatch_g53_c01,24,26,female
v_FrisbeeCatch_g54_c01,39,11,male
v_FrisbeeCatch_g55_c01,26,24,male
v_FrisbeeCatch_g56_c01,16,34,female
v_FrisbeeCatch_g57_c01,43,7,male
v_FrisbeeCatch_g58_c01,43,7,male
v_FrisbeeCatch_g59_c01,10,40,female
v_FrisbeeCatch_g60_c01,45,5,male
v_FrisbeeCatch_g61_c01,47,3,male
v_FrisbeeCatch_g62_c01,32,18,male
v_FrisbeeCatch_g63_c01,35,15,male
v_FrisbeeCatch_g64_c01,16,34,female
v_FrisbeeCatch_g65_c01,48,2,male
v_FrisbeeCatch_g66_c01,45,5,male
v_FrisbeeCatch_g67_c01,39,11,male
v_FrisbeeCatch_g68_c01,44,6,male
v_FrisbeeCatch_g69_c01,36,14,male
v_FrisbeeCatch_g70_c01,30,20,male
v_FrisbeeCatch_g71_c01,46,4,male
v_FrisbeeCatch_g72_c01,38,12,male
v_FrisbeeCatch_g73_c01,37,13,male
v_FrisbeeCatch_g74_c01.,2,48,female
v_FrisbeeCatch_g75_c01,45,5,male
v_FrisbeeCatch_g76_c01,40,10,male
v_FrisbeeCatch_g77_c01,41,9,male
v_FrisbeeCatch_g78_c01,36,14,male
v_FrisbeeCatch_g79_c01.,29,21,male
v_FrisbeeCatch_g80_c01,41,9,male
v_FrisbeeCatch_g81_c01,45,5,male
v_FrisbeeCatch_g82_c01,35,15,male
v_FrisbeeCatch_g83_c01,47,3,male
v_FrisbeeCatch_g84_c01.,33,17,male
v_FrontCrawl_g01_c01,33,17,male
v_FrontCrawl_g02_c01,36,14,male
v_FrontCrawl_g03_c01,43,7,male
v_FrontCrawl_g04_c01,21,29,female
v_FrontCrawl_g05_c01,48,2,male
v_FrontCrawl_g06_c01,8,42,female
v_FrontCrawl_g07_c01,50,0,male
v_FrontCrawl_g08_c01,36,14,male
v_FrontCrawl_g09_c01,50,0,male
v_FrontCrawl_g100_c01,49,1,male
v_FrontCrawl_g101_c01,47,3,male
v_FrontCrawl_g102_c01,44,6,male
v_FrontCrawl_g103_c01,43,7,male
v_FrontCrawl_g104_c01,39,11,male
v_FrontCrawl_g105_c01,45,5,male
v_FrontCrawl_g106_c01,44,6,male
v_FrontCrawl_g107_c01.,50,0,male
v_FrontCrawl_g108_c01,43,7,male
v_FrontCrawl_g109_c01,0,50,female
v_FrontCrawl_g10_c01,46,4,male
v_FrontCrawl_g110_c01,49,1,male
v_FrontCrawl_g111_c01,50,0,male
v_FrontCrawl_g112_c01,49,1,male
v_FrontCrawl_g113_c01,45,5,male
v_FrontCrawl_g114_c01,45,5,male
v_FrontCrawl_g115_c01,9,41,female
v_FrontCrawl_g116_c01,44,6,male
v_FrontCrawl_g117_c01.,42,8,male
v_FrontCrawl_g118_c01.,49,1,male
v_FrontCrawl_g119_c01,46,4,male
v_FrontCrawl_g11_c01,21,29,female
v_FrontCrawl_g120_c01,0,50,female
v_FrontCrawl_g121_c01,43,7,male
v_FrontCrawl_g122_c01,15,35,female
v_FrontCrawl_g123_c01,49,1,male
v_FrontCrawl_g124_c01.,3,47,female
v_FrontCrawl_g125_c01.,2,48,female
v_FrontCrawl_g126_c01,50,0,male
v_FrontCrawl_g127_c01,49,1,male
v_FrontCrawl_g128_c01,45,5,male
v_FrontCrawl_g129_c01.,48,2,male
v_FrontCrawl_g12_c01,47,3,male
v_FrontCrawl_g130_c01.,5,45,female
v_FrontCrawl_g131_c01,47,3,male
v_FrontCrawl_g132_c01,45,5,male
v_FrontCrawl_g133_c01,50,0,male
v_FrontCrawl_g134_c01,50,0,male
v_FrontCrawl_g135_c01.,48,2,male
v_FrontCrawl_g136_c01,48,2,male
v_FrontCrawl_g137_c01.,50,0,male
v_FrontCrawl_g138_c01,22,28,female
v_FrontCrawl_g139_c01.,33,17,male
v_FrontCrawl_g13_c01.,47,3,male
v_FrontCrawl_g140_c01,47,3,male
v_FrontCrawl_g141_c01,46,4,male
v_FrontCrawl_g142_c01,44,6,male
v_FrontCrawl_g143_c01,50,0,male
v_FrontCrawl_g144_c01,50,0,male
v_FrontCrawl_g145_c01,50,0,male
v_FrontCrawl_g146_c01.,50,0,male
v_FrontCrawl_g147_c01.,49,1,male
v_FrontCrawl_g148_c01,0,50,female
v_FrontCrawl_g149_c01.,3,47,female
v_FrontCrawl_g14_c01,44,6,male
v_FrontCrawl_g150_c01.,14,36,female
v_FrontCrawl_g151_c01.,50,0,male
v_FrontCrawl_g152_c01,40,10,male
v_FrontCrawl_g153_c01,47,3,male
v_FrontCrawl_g154_c01.,50,0,male
v_FrontCrawl_g155_c01,50,0,male
v_FrontCrawl_g156_c01,2,48,female
v_FrontCrawl_g157_c01,49,1,male
v_FrontCrawl_g158_c01,49,1,male
v_FrontCrawl_g159_c01,31,19,male
v_FrontCrawl_g15_c01,50,0,male
v_FrontCrawl_g160_c01,49,1,male
v_FrontCrawl_g161_c01,49,1,male
v_FrontCrawl_g16_c01,14,36,female
v_FrontCrawl_g17_c01,23,27,female
v_FrontCrawl_g18_c01,50,0,male
v_FrontCrawl_g19_c01,49,1,male
v_FrontCrawl_g20_c01,34,16,male
v_FrontCrawl_g21_c01,46,4,male
v_FrontCrawl_g22_c01,50,0,male
v_FrontCrawl_g23_c01.,50,0,male
v_FrontCrawl_g24_c01,49,1,male
v_FrontCrawl_g25_c01,44,6,male
v_FrontCrawl_g26_c01.,50,0,male
v_FrontCrawl_g27_c01,44,6,male
v_FrontCrawl_g28_c01,49,1,male
v_FrontCrawl_g29_c01,14,36,female
v_FrontCrawl_g30_c01,49,1,male
v_FrontCrawl_g31_c01,50,0,male
v_FrontCrawl_g32_c01.,50,0,male
v_FrontCrawl_g33_c01,48,2,male
v_FrontCrawl_g34_c01,37,13,male
v_FrontCrawl_g35_c01,48,1,male
v_FrontCrawl_g36_c01,45,5,male
v_FrontCrawl_g37_c01.,50,0,male
v_FrontCrawl_g38_c01,50,0,male
v_FrontCrawl_g39_c01,49,1,male
v_FrontCrawl_g40_c01,35,15,male
v_FrontCrawl_g41_c01,50,0,male
v_FrontCrawl_g42_c01,42,8,male
v_FrontCrawl_g43_c01,42,8,male
v_FrontCrawl_g44_c01,48,2,male
v_FrontCrawl_g45_c01,50,0,male
v_FrontCrawl_g46_c01.,5,45,female
v_FrontCrawl_g47_c01,42,8,male
v_FrontCrawl_g48_c01,49,1,male
v_FrontCrawl_g49_c01,42,8,male
v_FrontCrawl_g50_c01,34,16,male
v_FrontCrawl_g51_c01,49,1,male
v_FrontCrawl_g52_c01,6,44,female
v_FrontCrawl_g53_c01,28,22,male
v_FrontCrawl_g54_c01,35,15,male
v_FrontCrawl_g55_c01,45,5,male
v_FrontCrawl_g56_c01.,47,2,male
v_FrontCrawl_g57_c01,18,32,female
v_FrontCrawl_g58_c01,40,10,male
v_FrontCrawl_g59_c01,47,3,male
v_FrontCrawl_g60_c01,50,0,male
v_FrontCrawl_g61_c01,49,1,male
v_FrontCrawl_g62_c01,41,9,male
v_FrontCrawl_g63_c01,48,2,male
v_FrontCrawl_g64_c01,40,10,male
v_FrontCrawl_g65_c01,48,2,male
v_FrontCrawl_g66_c01,41,9,male
v_FrontCrawl_g67_c01,49,1,male
v_FrontCrawl_g68_c01,50,0,male
v_FrontCrawl_g69_c01.,47,3,male
v_FrontCrawl_g70_c01,49,1,male
v_FrontCrawl_g71_c01,50,0,male
v_FrontCrawl_g72_c01,50,0,male
v_FrontCrawl_g73_c01,49,1,male
v_FrontCrawl_g74_c01,44,6,male
v_FrontCrawl_g75_c01,48,2,male
v_FrontCrawl_g76_c01,50,0,male
v_FrontCrawl_g77_c01,0,50,female
v_FrontCrawl_g78_c01.,45,5,male
v_FrontCrawl_g79_c01.,12,38,female
v_FrontCrawl_g80_c01,10,40,female
v_FrontCrawl_g81_c01.,7,43,female
v_FrontCrawl_g82_c01,50,0,male
v_FrontCrawl_g83_c01,41,9,male
v_FrontCrawl_g84_c01,44,6,male
v_FrontCrawl_g85_c01,32,18,male
v_FrontCrawl_g86_c01,29,21,male
v_FrontCrawl_g87_c01,26,24,male
v_FrontCrawl_g88_c01,50,0,male
v_FrontCrawl_g89_c01,50,0,male
v_FrontCrawl_g90_c01.,47,3,male
v_FrontCrawl_g91_c01,46,4,male
v_FrontCrawl_g92_c01,46,4,male
v_FrontCrawl_g93_c01,39,11,male
v_FrontCrawl_g94_c01,48,2,male
v_FrontCrawl_g95_c01,48,2,male
v_FrontCrawl_g96_c01,11,39,female
v_FrontCrawl_g97_c01,49,1,male
v_FrontCrawl_g98_c01.,50,0,male
v_FrontCrawl_g99_c01,50,0,male
v_GolfSwing_g01_c01,50,0,male
v_GolfSwing_g02_c01,13,37,female
v_GolfSwing_g03_c01,43,7,male
v_GolfSwing_g04_c01,48,2,male
v_GolfSwing_g05_c01,50,0,male
v_GolfSwing_g06_c01,49,1,male
v_GolfSwing_g07_c01,11,39,female
v_GolfSwing_g08_c01,47,3,male
v_GolfSwing_g09_c01.,46,4,male
v_GolfSwing_g10_c01,47,3,male
v_GolfSwing_g11_c01,41,9,male
v_GolfSwing_g12_c01,7,43,female
v_GolfSwing_g13_c01,49,1,male
v_GolfSwing_g14_c01,50,0,male
v_GolfSwing_g15_c01,13,37,female
v_GolfSwing_g16_c01,24,26,female
