video_name,male_count,female_count,final,category
v_MilitaryParade_g13_c02,4,1,male,MilitaryParade
v_MilitaryParade_g13_c03,5,0,male,MilitaryParade
v_MilitaryParade_g14_c03,2,3,female,MilitaryParade
v_MilitaryParade_g15_c03,0,5,female,MilitaryParade
v_MilitaryParade_g17_c02,3,2,male,MilitaryParade
v_MilitaryParade_g20_c01,2,3,female,MilitaryParade
v_MilitaryParade_g22_c01,3,2,male,MilitaryParade
v_MilitaryParade_g23_c04,4,1,male,MilitaryParade
v_MilitaryParade_g24_c03,2,3,female,MilitaryParade
v_Mixing_g10_c02,3,2,male,Mixing
v_Mixing_g10_c03,3,2,male,Mixing
v_Mixing_g13_c05,5,0,male,Mixing
v_MoppingFloor_g03_c04,3,2,male,MoppingFloor
v_MoppingFloor_g09_c01,4,1,male,MoppingFloor
v_MoppingFloor_g09_c04,3,2,male,MoppingFloor
v_MoppingFloor_g12_c04,0,5,female,MoppingFloor
v_MoppingFloor_g13_c03,4,1,male,MoppingFloor
v_MoppingFloor_g15_c02,3,2,male,MoppingFloor
v_MoppingFloor_g17_c01,4,1,male,MoppingFloor
v_MoppingFloor_g17_c04,5,0,male,MoppingFloor
v_MoppingFloor_g17_c05,5,0,male,MoppingFloor
v_MoppingFloor_g18_c01,4,1,male,MoppingFloor
v_MoppingFloor_g18_c05,5,0,male,MoppingFloor
v_MoppingFloor_g18_c06,5,0,male,MoppingFloor
v_MoppingFloor_g19_c01,5,0,male,MoppingFloor
v_MoppingFloor_g19_c02,5,0,male,MoppingFloor
v_Nunchucks_g03_c04,1,4,female,Nunchucks
v_Nunchucks_g03_c05,2,3,female,Nunchucks
v_Nunchucks_g06_c04,0,5,female,Nunchucks
v_Nunchucks_g22_c03,3,2,male,Nunchucks
v_ParallelBars_g01_c01,5,0,male,ParallelBars
v_ParallelBars_g02_c01,3,2,male,ParallelBars
v_ParallelBars_g03_c01,3,2,male,ParallelBars
v_ParallelBars_g03_c04,4,1,male,ParallelBars
v_ParallelBars_g04_c02,4,1,male,ParallelBars
v_ParallelBars_g04_c07,3,2,male,ParallelBars
v_ParallelBars_g05_c01,3,2,male,ParallelBars
v_ParallelBars_g05_c02,4,1,male,ParallelBars
v_ParallelBars_g06_c01,4,1,male,ParallelBars
v_ParallelBars_g07_c01,3,2,male,ParallelBars
v_ParallelBars_g08_c01,4,1,male,ParallelBars
v_ParallelBars_g09_c03,4,1,male,ParallelBars
v_ParallelBars_g10_c01,3,2,male,ParallelBars
v_ParallelBars_g10_c03,3,2,male,ParallelBars
v_ParallelBars_g11_c03,3,2,male,ParallelBars
v_ParallelBars_g11_c04,4,1,male,ParallelBars
v_ParallelBars_g12_c02,3,2,male,ParallelBars
v_ParallelBars_g13_c01,4,1,male,ParallelBars
v_ParallelBars_g15_c02,3,2,male,ParallelBars
v_ParallelBars_g18_c03,2,3,female,ParallelBars
v_ParallelBars_g19_c02,3,2,male,ParallelBars
v_ParallelBars_g19_c04,4,1,male,ParallelBars
v_ParallelBars_g20_c03,4,1,male,ParallelBars
v_ParallelBars_g22_c01,3,2,male,ParallelBars
v_ParallelBars_g22_c03,3,2,male,ParallelBars
v_ParallelBars_g24_c04,3,2,male,ParallelBars
v_ParallelBars_g25_c04,4,1,male,ParallelBars
v_PizzaTossing_g01_c02,1,4,female,PizzaTossing
v_PizzaTossing_g02_c01,1,4,female,PizzaTossing
v_PizzaTossing_g02_c02,1,4,female,PizzaTossing
v_PizzaTossing_g06_c04,2,3,female,PizzaTossing
v_PizzaTossing_g09_c04,1,4,female,PizzaTossing
v_PizzaTossing_g11_c05,3,2,male,PizzaTossing
v_PizzaTossing_g15_c04,2,3,female,PizzaTossing
v_PizzaTossing_g19_c02,4,1,male,PizzaTossing
v_PizzaTossing_g19_c04,3,2,male,PizzaTossing
v_PizzaTossing_g20_c01,4,1,male,PizzaTossing
v_PizzaTossing_g20_c03,4,1,male,PizzaTossing
v_PlayingDaf_g04_c07,0,5,female,PlayingDaf
v_PlayingDaf_g08_c05,3,2,male,PlayingDaf
v_PlayingDaf_g08_c07,4,1,male,PlayingDaf
v_PlayingDaf_g10_c01,5,0,male,PlayingDaf
v_PlayingDaf_g10_c03,3,2,male,PlayingDaf
v_PlayingDaf_g19_c03,2,3,female,PlayingDaf
v_PlayingDaf_g19_c04,2,3,female,PlayingDaf
v_PlayingDhol_g02_c06,2,3,female,PlayingDhol
v_PlayingDhol_g06_c04,3,2,male,PlayingDhol
v_PlayingDhol_g06_c07,4,1,male,PlayingDhol
v_PlayingDhol_g13_c04,3,2,male,PlayingDhol
v_PlayingDhol_g13_c06,3,2,male,PlayingDhol
v_PlayingDhol_g17_c01,2,3,female,PlayingDhol
v_PlayingDhol_g17_c07,2,3,female,PlayingDhol
v_PlayingDhol_g19_c01,2,3,female,PlayingDhol
v_PlayingDhol_g19_c05,0,5,female,PlayingDhol
v_PlayingDhol_g24_c05,3,2,male,PlayingDhol
v_PlayingFlute_g08_c07,0,5,female,PlayingFlute
v_PlayingFlute_g10_c01,3,2,male,PlayingFlute
v_PlayingFlute_g10_c06,4,1,male,PlayingFlute
v_PlayingFlute_g20_c01,0,5,female,PlayingFlute
v_PlayingFlute_g21_c04,3,2,male,PlayingFlute
v_PlayingFlute_g22_c04,3,2,male,PlayingFlute
v_PlayingGuitar_g15_c02,2,3,female,PlayingGuitar
v_PlayingGuitar_g15_c03,2,3,female,PlayingGuitar
v_PlayingGuitar_g18_c06,2,3,female,PlayingGuitar
v_PlayingPiano_g02_c04,5,0,male,PlayingPiano
v_PlayingPiano_g03_c04,1,4,female,PlayingPiano
v_PlayingPiano_g07_c04,3,2,male,PlayingPiano
v_PlayingPiano_g17_c04,2,3,female,PlayingPiano
v_PlayingPiano_g20_c01,0,5,female,PlayingPiano
v_PlayingPiano_g21_c04,0,5,female,PlayingPiano
v_PlayingSitar_g09_c02,2,3,female,PlayingSitar
v_PlayingSitar_g11_c02,4,1,male,PlayingSitar
v_PlayingSitar_g11_c03,5,0,male,PlayingSitar
v_PlayingSitar_g11_c07,4,1,male,PlayingSitar
v_PlayingSitar_g25_c01,2,3,female,PlayingSitar
v_PlayingTabla_g02_c02,4,1,male,PlayingTabla
v_PlayingTabla_g07_c04,2,3,female,PlayingTabla
v_PlayingTabla_g16_c01,0,5,female,PlayingTabla
v_PlayingTabla_g16_c02,0,5,female,PlayingTabla
v_PlayingTabla_g23_c03,5,0,male,PlayingTabla
v_PlayingViolin_g13_c03,1,4,female,PlayingViolin
v_PoleVault_g01_c01,5,0,male,PoleVault
v_PoleVault_g01_c05,3,2,male,PoleVault
v_PoleVault_g02_c03,3,2,male,PoleVault
v_PoleVault_g02_c06,4,1,male,PoleVault
v_PoleVault_g02_c07,3,2,male,PoleVault
v_PoleVault_g04_c06,3,2,male,PoleVault
v_PoleVault_g04_c07,5,0,male,PoleVault
v_PoleVault_g05_c01,2,3,female,PoleVault
v_PoleVault_g05_c02,2,3,female,PoleVault
v_PoleVault_g08_c01,3,2,male,PoleVault
v_PoleVault_g10_c02,4,1,male,PoleVault
v_PoleVault_g10_c05,3,2,male,PoleVault
v_PoleVault_g11_c05,3,2,male,PoleVault
v_PoleVault_g12_c01,4,1,male,PoleVault
v_PoleVault_g12_c02,5,0,male,PoleVault
v_PoleVault_g12_c07,3,2,male,PoleVault
v_PoleVault_g14_c06,3,2,male,PoleVault
v_PoleVault_g15_c01,0,5,female,PoleVault
v_PoleVault_g16_c02,3,2,male,PoleVault
v_PoleVault_g16_c04,3,2,male,PoleVault
v_PoleVault_g16_c05,5,0,male,PoleVault
v_PoleVault_g17_c01,4,1,male,PoleVault
v_PoleVault_g17_c05,3,2,male,PoleVault
v_PoleVault_g17_c07,4,1,male,PoleVault
v_PoleVault_g19_c03,1,4,female,PoleVault
v_PoleVault_g19_c05,0,5,female,PoleVault
v_PoleVault_g19_c06,1,4,female,PoleVault
v_PoleVault_g20_c01,3,2,male,PoleVault
v_PoleVault_g20_c02,3,2,male,PoleVault
v_PoleVault_g20_c05,3,2,male,PoleVault
v_PoleVault_g21_c02,2,3,female,PoleVault
v_PoleVault_g21_c04,1,4,female,PoleVault
v_PoleVault_g21_c07,0,5,female,PoleVault
v_PoleVault_g24_c01,3,2,male,PoleVault
v_PoleVault_g24_c04,4,1,male,PoleVault
v_PoleVault_g25_c05,4,1,male,PoleVault
v_PommelHorse_g01_c01,4,1,male,PommelHorse
v_PommelHorse_g03_c04,2,3,female,PommelHorse
v_PommelHorse_g05_c03,3,2,male,PommelHorse
v_PommelHorse_g11_c04,4,1,male,PommelHorse
v_PommelHorse_g14_c02,1,4,female,PommelHorse
v_PommelHorse_g16_c03,4,1,male,PommelHorse
v_PommelHorse_g17_c06,1,4,female,PommelHorse
v_PommelHorse_g18_c02,1,4,female,PommelHorse
v_PommelHorse_g19_c01,4,1,male,PommelHorse
v_PommelHorse_g19_c06,4,1,male,PommelHorse
v_PommelHorse_g20_c07,3,2,male,PommelHorse
v_PullUps_g07_c03,2,3,female,PullUps
v_PullUps_g12_c02,2,3,female,PullUps
v_PullUps_g21_c01,4,1,male,PullUps
v_Punch_g01_c03,1,4,female,Punch
v_PushUps_g20_c04,2,3,female,PushUps
v_Rafting_g01_c01,3,2,male,Rafting
v_Rafting_g01_c02,4,1,male,Rafting
v_Rafting_g05_c03,3,2,male,Rafting
v_Rafting_g07_c01,3,2,male,Rafting
v_Rafting_g09_c01,3,2,male,Rafting
v_Rafting_g12_c02,4,1,male,Rafting
v_Rafting_g15_c02,3,2,male,Rafting
v_Rafting_g16_c06,4,1,male,Rafting
v_Rafting_g17_c02,3,2,male,Rafting
v_Rafting_g20_c03,5,0,male,Rafting
v_Rafting_g21_c02,3,2,male,Rafting
v_Rafting_g25_c01,3,2,male,Rafting
v_Rafting_g25_c04,4,1,male,Rafting
v_RockClimbingIndoor_g02_c03,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g04_c01,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g04_c02,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g05_c01,4,1,male,RockClimbingIndoor
v_RockClimbingIndoor_g05_c04,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g06_c04,1,4,female,RockClimbingIndoor
v_RockClimbingIndoor_g06_c06,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g06_c07,0,5,female,RockClimbingIndoor
v_RockClimbingIndoor_g09_c01,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g09_c03,4,1,male,RockClimbingIndoor
v_RockClimbingIndoor_g13_c03,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g13_c04,4,1,male,RockClimbingIndoor
v_RockClimbingIndoor_g13_c05,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g15_c01,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g16_c03,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g16_c04,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g20_c05,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g24_c01,4,1,male,RockClimbingIndoor
v_RockClimbingIndoor_g24_c02,3,2,male,RockClimbingIndoor
v_RopeClimbing_g02_c01,2,3,female,RopeClimbing
v_RopeClimbing_g10_c01,4,1,male,RopeClimbing
v_RopeClimbing_g10_c02,4,1,male,RopeClimbing
v_RopeClimbing_g12_c01,3,2,male,RopeClimbing
v_RopeClimbing_g13_c01,4,1,male,RopeClimbing
v_RopeClimbing_g13_c02,3,2,male,RopeClimbing
v_RopeClimbing_g13_c03,3,2,male,RopeClimbing
v_RopeClimbing_g14_c01,0,5,female,RopeClimbing
v_RopeClimbing_g14_c04,1,4,female,RopeClimbing
v_RopeClimbing_g16_c03,0,5,female,RopeClimbing
v_RopeClimbing_g18_c04,4,1,male,RopeClimbing
v_RopeClimbing_g18_c05,3,2,male,RopeClimbing
v_RopeClimbing_g20_c04,0,5,female,RopeClimbing
v_RopeClimbing_g21_c02,4,1,male,RopeClimbing
v_RopeClimbing_g24_c01,5,0,male,RopeClimbing
v_RopeClimbing_g25_c01,3,2,male,RopeClimbing
v_Rowing_g03_c02,5,0,male,Rowing
v_Rowing_g09_c01,3,2,male,Rowing
v_Rowing_g09_c05,4,1,male,Rowing
v_Rowing_g09_c06,3,2,male,Rowing
v_Rowing_g10_c02,3,2,male,Rowing
v_Rowing_g10_c03,3,2,male,Rowing
v_Rowing_g10_c05,4,1,male,Rowing
v_Rowing_g11_c02,5,0,male,Rowing
v_Rowing_g11_c06,5,0,male,Rowing
v_Rowing_g12_c01,3,2,male,Rowing
v_Rowing_g12_c03,3,2,male,Rowing
v_Rowing_g12_c05,5,0,male,Rowing
v_Rowing_g13_c01,1,4,female,Rowing
v_Rowing_g13_c02,2,3,female,Rowing
v_Rowing_g13_c05,1,4,female,Rowing
v_Rowing_g17_c01,0,5,female,Rowing
v_Rowing_g17_c04,0,5,female,Rowing
v_Rowing_g17_c06,2,3,female,Rowing
v_Rowing_g20_c02,5,0,male,Rowing
v_Rowing_g21_c04,0,5,female,Rowing
v_Rowing_g23_c04,5,0,male,Rowing
v_SalsaSpin_g01_c03,3,2,male,SalsaSpin
v_SalsaSpin_g01_c05,3,2,male,SalsaSpin
v_ShavingBeard_g08_c01,0,5,female,ShavingBeard
v_ShavingBeard_g08_c02,1,4,female,ShavingBeard
v_ShavingBeard_g08_c03,1,4,female,ShavingBeard
v_ShavingBeard_g11_c03,3,2,male,ShavingBeard
v_ShavingBeard_g13_c03,3,2,male,ShavingBeard
v_ShavingBeard_g13_c05,3,2,male,ShavingBeard
v_ShavingBeard_g25_c04,0,5,female,ShavingBeard
v_ShavingBeard_g25_c06,2,3,female,ShavingBeard
v_Shotput_g01_c05,2,3,female,Shotput
v_Shotput_g02_c01,0,5,female,Shotput
v_Shotput_g03_c02,4,1,male,Shotput
v_Shotput_g03_c06,4,1,male,Shotput
v_Shotput_g04_c03,4,1,male,Shotput
v_Shotput_g04_c04,4,1,male,Shotput
v_Shotput_g07_c06,2,3,female,Shotput
v_Shotput_g09_c03,2,3,female,Shotput
v_Shotput_g09_c04,0,5,female,Shotput
v_Shotput_g09_c05,1,4,female,Shotput
v_Shotput_g19_c01,2,3,female,Shotput
v_Shotput_g23_c03,3,2,male,Shotput
v_Shotput_g24_c04,2,3,female,Shotput
v_SkateBoarding_g01_c01,5,0,male,SkateBoarding
v_SkateBoarding_g01_c03,3,2,male,SkateBoarding
v_SkateBoarding_g02_c06,2,3,female,SkateBoarding
v_SkateBoarding_g03_c04,0,5,female,SkateBoarding
v_SkateBoarding_g06_c04,3,2,male,SkateBoarding
v_SkateBoarding_g07_c01,2,3,female,SkateBoarding
v_SkateBoarding_g07_c05,0,5,female,SkateBoarding
v_SkateBoarding_g08_c02,2,3,female,SkateBoarding
v_SkateBoarding_g10_c06,1,4,female,SkateBoarding
v_SkateBoarding_g12_c04,3,2,male,SkateBoarding
v_SkateBoarding_g12_c05,5,0,male,SkateBoarding
v_SkateBoarding_g12_c06,5,0,male,SkateBoarding
v_SkateBoarding_g13_c01,5,0,male,SkateBoarding
v_SkateBoarding_g13_c02,4,1,male,SkateBoarding
v_SkateBoarding_g15_c06,2,3,female,SkateBoarding
v_SkateBoarding_g16_c03,5,0,male,SkateBoarding
v_SkateBoarding_g16_c04,4,1,male,SkateBoarding
v_SkateBoarding_g17_c03,2,3,female,SkateBoarding
v_SkateBoarding_g18_c03,1,4,female,SkateBoarding
v_SkateBoarding_g18_c05,1,4,female,SkateBoarding
v_SkateBoarding_g20_c02,5,0,male,SkateBoarding
v_SkateBoarding_g20_c04,3,2,male,SkateBoarding
v_SkateBoarding_g22_c01,2,3,female,SkateBoarding
v_SkateBoarding_g22_c03,1,4,female,SkateBoarding
v_SkateBoarding_g23_c04,0,5,female,SkateBoarding
v_Skiing_g01_c05,3,2,male,Skiing
v_Skiing_g09_c01,3,2,male,Skiing
v_Skiing_g09_c06,5,0,male,Skiing
v_Skiing_g12_c03,3,2,male,Skiing
v_Skiing_g12_c04,4,1,male,Skiing
v_Skiing_g21_c01,0,5,female,Skiing
v_Skiing_g21_c05,2,3,female,Skiing
v_Skiing_g21_c07,0,5,female,Skiing
v_Skijet_g04_c03,4,1,male,Skijet
v_Skijet_g06_c02,3,2,male,Skijet
v_Skijet_g07_c02,4,1,male,Skijet
v_Skijet_g15_c04,3,2,male,Skijet
v_Skijet_g22_c03,4,1,male,Skijet
v_SkyDiving_g05_c05,4,1,male,SkyDiving
v_SkyDiving_g09_c03,4,1,male,SkyDiving
v_SkyDiving_g15_c01,2,3,female,SkyDiving
v_SkyDiving_g15_c05,2,3,female,SkyDiving
v_SkyDiving_g17_c03,5,0,male,SkyDiving
v_SkyDiving_g17_c05,3,2,male,SkyDiving
v_SkyDiving_g24_c02,4,1,male,SkyDiving
v_SkyDiving_g24_c03,5,0,male,SkyDiving
v_SoccerJuggling_g07_c01,3,2,male,SoccerJuggling
v_SoccerJuggling_g07_c03,3,2,male,SoccerJuggling
v_SoccerJuggling_g07_c07,3,2,male,SoccerJuggling
v_SoccerJuggling_g10_c01,1,4,female,SoccerJuggling
v_SoccerJuggling_g11_c01,5,0,male,SoccerJuggling
v_SoccerJuggling_g11_c02,5,0,male,SoccerJuggling
v_SoccerJuggling_g12_c01,3,2,male,SoccerJuggling
v_SoccerJuggling_g19_c02,5,0,male,SoccerJuggling
v_SoccerJuggling_g19_c06,5,0,male,SoccerJuggling
v_SoccerJuggling_g19_c07,4,1,male,SoccerJuggling
v_SoccerPenalty_g08_c01,2,3,female,SoccerPenalty
v_SoccerPenalty_g15_c04,2,3,female,SoccerPenalty
v_SoccerPenalty_g16_c05,2,3,female,SoccerPenalty
v_SoccerPenalty_g21_c01,1,4,female,SoccerPenalty
v_SoccerPenalty_g24_c04,2,3,female,SoccerPenalty
v_SoccerPenalty_g24_c05,2,3,female,SoccerPenalty
v_StillRings_g01_c02,0,5,female,StillRings
v_StillRings_g01_c04,2,3,female,StillRings
v_StillRings_g02_c01,5,0,male,StillRings
v_StillRings_g03_c01,2,3,female,StillRings
v_StillRings_g03_c02,1,4,female,StillRings
v_StillRings_g03_c03,2,3,female,StillRings
v_StillRings_g04_c01,3,2,male,StillRings
v_StillRings_g04_c03,3,2,male,StillRings
v_StillRings_g05_c01,2,3,female,StillRings
v_StillRings_g06_c01,3,2,male,StillRings
v_StillRings_g06_c02,4,1,male,StillRings
v_StillRings_g08_c03,4,1,male,StillRings
v_StillRings_g08_c04,4,1,male,StillRings
v_StillRings_g09_c01,5,0,male,StillRings
v_StillRings_g09_c04,4,1,male,StillRings
v_StillRings_g11_c03,3,2,male,StillRings
v_StillRings_g13_c02,3,2,male,StillRings
v_StillRings_g15_c01,3,2,male,StillRings
v_StillRings_g15_c04,3,2,male,StillRings
v_StillRings_g16_c02,4,1,male,StillRings
v_StillRings_g16_c04,5,0,male,StillRings
v_StillRings_g17_c02,4,1,male,StillRings
v_StillRings_g17_c03,3,2,male,StillRings
v_StillRings_g18_c03,4,1,male,StillRings
v_StillRings_g19_c02,4,1,male,StillRings
v_StillRings_g19_c03,3,2,male,StillRings
v_StillRings_g20_c01,1,4,female,StillRings
v_StillRings_g21_c05,3,2,male,StillRings
v_StillRings_g22_c02,3,2,male,StillRings
v_StillRings_g24_c01,4,1,male,StillRings
v_StillRings_g25_c01,2,3,female,StillRings
v_StillRings_g25_c03,0,5,female,StillRings
v_StillRings_g25_c05,2,3,female,StillRings
v_SumoWrestling_g04_c02,0,5,female,SumoWrestling
v_SumoWrestling_g05_c01,2,3,female,SumoWrestling
v_SumoWrestling_g08_c04,2,3,female,SumoWrestling
v_SumoWrestling_g20_c03,2,3,female,SumoWrestling
v_SumoWrestling_g25_c04,4,1,male,SumoWrestling
v_Surfing_g01_c05,3,2,male,Surfing
v_Surfing_g02_c03,3,2,male,Surfing
v_Surfing_g02_c06,3,2,male,Surfing
v_Surfing_g04_c02,1,4,female,Surfing
v_Surfing_g07_c04,3,2,male,Surfing
v_Surfing_g13_c01,1,4,female,Surfing
v_Surfing_g13_c02,1,4,female,Surfing
v_Swing_g05_c02,3,2,male,Swing
v_Swing_g05_c05,4,1,male,Swing
v_Swing_g20_c05,3,2,male,Swing
v_Swing_g20_c06,3,2,male,Swing
v_TableTennisShot_g04_c04,0,5,female,TableTennisShot
v_TableTennisShot_g04_c05,0,5,female,TableTennisShot
v_TableTennisShot_g15_c06,1,4,female,TableTennisShot
v_TableTennisShot_g16_c05,3,2,male,TableTennisShot
v_TaiChi_g07_c03,2,3,female,TaiChi
v_TaiChi_g10_c01,5,0,male,TaiChi
v_TaiChi_g10_c02,5,0,male,TaiChi
v_TaiChi_g13_c01,5,0,male,TaiChi
v_TaiChi_g13_c03,4,1,male,TaiChi
v_TaiChi_g14_c01,3,2,male,TaiChi
v_TaiChi_g19_c01,3,2,male,TaiChi
v_TaiChi_g19_c02,3,2,male,TaiChi
v_TennisSwing_g05_c03,0,5,female,TennisSwing
v_TennisSwing_g07_c02,3,2,male,TennisSwing
v_TennisSwing_g08_c03,4,1,male,TennisSwing
v_TennisSwing_g08_c04,4,1,male,TennisSwing
v_TennisSwing_g13_c01,3,2,male,TennisSwing
v_TennisSwing_g16_c01,4,1,male,TennisSwing
v_TennisSwing_g16_c02,3,2,male,TennisSwing
v_TennisSwing_g17_c07,1,4,female,TennisSwing
v_TennisSwing_g20_c06,1,4,female,TennisSwing
v_TennisSwing_g21_c05,2,3,female,TennisSwing
v_TennisSwing_g21_c06,1,4,female,TennisSwing
v_TennisSwing_g23_c03,4,1,male,TennisSwing
v_TennisSwing_g23_c04,5,0,male,TennisSwing
v_TennisSwing_g23_c06,5,0,male,TennisSwing
v_ThrowDiscus_g02_c06,2,3,female,ThrowDiscus
v_ThrowDiscus_g04_c01,1,4,female,ThrowDiscus
v_ThrowDiscus_g05_c02,3,2,male,ThrowDiscus
v_ThrowDiscus_g05_c04,4,1,male,ThrowDiscus
v_ThrowDiscus_g06_c05,5,0,male,ThrowDiscus
v_ThrowDiscus_g06_c06,3,2,male,ThrowDiscus
v_ThrowDiscus_g08_c04,0,5,female,ThrowDiscus
v_ThrowDiscus_g11_c01,3,2,male,ThrowDiscus
v_ThrowDiscus_g11_c02,4,1,male,ThrowDiscus
v_ThrowDiscus_g11_c06,3,2,male,ThrowDiscus
v_ThrowDiscus_g12_c03,2,3,female,ThrowDiscus
v_ThrowDiscus_g12_c04,1,4,female,ThrowDiscus
v_ThrowDiscus_g14_c01,2,3,female,ThrowDiscus
v_ThrowDiscus_g22_c02,2,3,female,ThrowDiscus
v_ThrowDiscus_g24_c01,3,2,male,ThrowDiscus
v_ThrowDiscus_g24_c03,4,1,male,ThrowDiscus
v_ThrowDiscus_g25_c01,1,4,female,ThrowDiscus
v_TrampolineJumping_g01_c02,3,2,male,TrampolineJumping
v_TrampolineJumping_g03_c02,4,1,male,TrampolineJumping
v_TrampolineJumping_g08_c03,4,1,male,TrampolineJumping
v_TrampolineJumping_g09_c02,5,0,male,TrampolineJumping
v_TrampolineJumping_g09_c05,3,2,male,TrampolineJumping
v_TrampolineJumping_g09_c06,4,1,male,TrampolineJumping
v_TrampolineJumping_g10_c05,2,3,female,TrampolineJumping
v_TrampolineJumping_g11_c02,3,2,male,TrampolineJumping
v_TrampolineJumping_g11_c06,4,1,male,TrampolineJumping
v_TrampolineJumping_g14_c01,4,1,male,TrampolineJumping
v_TrampolineJumping_g14_c02,4,1,male,TrampolineJumping
v_TrampolineJumping_g16_c03,3,2,male,TrampolineJumping
v_TrampolineJumping_g21_c03,3,2,male,TrampolineJumping
v_TrampolineJumping_g22_c02,4,1,male,TrampolineJumping
v_TrampolineJumping_g22_c05,3,2,male,TrampolineJumping
v_TrampolineJumping_g24_c03,0,5,female,TrampolineJumping
v_Typing_g04_c02,1,4,female,Typing
v_UnevenBars_g24_c01,3,2,male,UnevenBars
v_VolleyballSpiking_g01_c02,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g01_c03,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g02_c02,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g02_c03,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g03_c01,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g03_c02,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g04_c02,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g04_c06,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g04_c07,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g05_c04,1,4,female,VolleyballSpiking
v_VolleyballSpiking_g05_c05,1,4,female,VolleyballSpiking
v_VolleyballSpiking_g06_c01,2,3,female,VolleyballSpiking
v_VolleyballSpiking_g07_c03,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g07_c07,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g08_c02,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g08_c03,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g08_c06,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g13_c06,1,4,female,VolleyballSpiking
v_VolleyballSpiking_g14_c01,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g14_c02,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g15_c02,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g16_c04,0,5,female,VolleyballSpiking
v_VolleyballSpiking_g17_c01,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g17_c03,3,2,male,VolleyballSpiking
v_VolleyballSpiking_g18_c01,1,4,female,VolleyballSpiking
v_VolleyballSpiking_g19_c01,0,5,female,VolleyballSpiking
v_VolleyballSpiking_g21_c04,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g24_c01,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g24_c03,5,0,male,VolleyballSpiking
v_VolleyballSpiking_g25_c02,4,1,male,VolleyballSpiking
v_VolleyballSpiking_g25_c04,3,2,male,VolleyballSpiking
v_WalkingWithDog_g02_c05,2,3,female,WalkingWithDog
v_WalkingWithDog_g03_c03,4,1,male,WalkingWithDog
v_WalkingWithDog_g04_c01,4,1,male,WalkingWithDog
v_WalkingWithDog_g04_c02,5,0,male,WalkingWithDog
v_WalkingWithDog_g05_c04,4,1,male,WalkingWithDog
v_WalkingWithDog_g05_c05,5,0,male,WalkingWithDog
v_WalkingWithDog_g06_c02,5,0,male,WalkingWithDog
v_WalkingWithDog_g07_c05,3,2,male,WalkingWithDog
v_WalkingWithDog_g08_c01,3,2,male,WalkingWithDog
v_WalkingWithDog_g10_c01,5,0,male,WalkingWithDog
v_WalkingWithDog_g12_c04,5,0,male,WalkingWithDog
v_WalkingWithDog_g12_c05,4,1,male,WalkingWithDog
v_WalkingWithDog_g13_c01,5,0,male,WalkingWithDog
v_WalkingWithDog_g13_c03,5,0,male,WalkingWithDog
v_WalkingWithDog_g14_c01,3,2,male,WalkingWithDog
v_WalkingWithDog_g19_c05,0,5,female,WalkingWithDog
v_WalkingWithDog_g21_c02,3,2,male,WalkingWithDog
v_WalkingWithDog_g25_c02,4,1,male,WalkingWithDog
v_WallPushups_g24_c01,5,0,male,WallPushups
v_WallPushups_g24_c04,5,0,male,WallPushups
v_WritingOnBoard_g10_c01,0,5,female,WritingOnBoard
v_WritingOnBoard_g10_c02,1,4,female,WritingOnBoard
v_WritingOnBoard_g10_c07,2,3,female,WritingOnBoard
v_WritingOnBoard_g11_c02,1,4,female,WritingOnBoard
v_WritingOnBoard_g17_c02,3,2,male,WritingOnBoard
v_WritingOnBoard_g19_c04,1,4,female,WritingOnBoard
v_YoYo_g02_c02,1,4,female,YoYo
v_YoYo_g05_c02,1,4,female,YoYo
v_YoYo_g05_c03,1,4,female,YoYo
