video_name,white_count,asian_count,black_count,middle_eastern_count,indian_count,hispanic_count,final,category
v_FieldHockeyPenalty_g15_c03,2,0,3,0,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c01,5,0,0,0,0,0,white,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c03,5,0,0,0,0,0,white,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c01,0,2,3,0,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c01,0,0,5,0,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c03,0,5,0,0,0,0,asian,FieldHockeyPenalty
v_FieldHockeyPenalty_g19_c03,0,0,5,0,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g20_c03,0,0,5,0,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g24_c01,1,0,4,0,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g24_c04,2,0,3,0,0,0,black,FieldHockeyPenalty
v_FloorGymnastics_g04_c01,2,3,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g04_c04,2,3,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g06_c06,2,3,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g07_c02,2,3,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g07_c03,1,4,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g08_c02,3,2,0,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g08_c04,5,0,0,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g12_c04,1,0,4,0,0,0,black,FloorGymnastics
v_FloorGymnastics_g13_c04,1,4,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g16_c02,5,0,0,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g16_c03,5,0,0,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g18_c05,1,3,1,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g19_c02,1,4,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g21_c01,1,0,4,0,0,0,black,FloorGymnastics
v_FloorGymnastics_g22_c04,2,3,0,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g23_c01,0,4,1,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g24_c01,4,1,0,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g24_c02,3,2,0,0,0,0,white,FloorGymnastics
v_FrisbeeCatch_g02_c05,2,0,3,0,0,0,black,FrisbeeCatch
v_FrisbeeCatch_g11_c01,5,0,0,0,0,0,white,FrisbeeCatch
v_FrisbeeCatch_g12_c01,0,0,5,0,0,0,black,FrisbeeCatch
v_FrisbeeCatch_g18_c01,2,1,2,0,0,0,white,FrisbeeCatch
v_FrisbeeCatch_g21_c05,2,0,3,0,0,0,black,FrisbeeCatch
v_FrisbeeCatch_g22_c06,2,0,3,0,0,0,black,FrisbeeCatch
v_FrontCrawl_g01_c03,4,0,1,0,0,0,white,FrontCrawl
v_FrontCrawl_g01_c04,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g02_c04,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g03_c02,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g03_c03,1,1,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g06_c02,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g08_c01,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g08_c03,4,0,1,0,0,0,white,FrontCrawl
v_FrontCrawl_g10_c04,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g10_c05,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g12_c04,0,2,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g13_c04,1,0,4,0,0,0,black,FrontCrawl
v_FrontCrawl_g14_c03,1,0,4,0,0,0,black,FrontCrawl
v_FrontCrawl_g14_c04,1,0,4,0,0,0,black,FrontCrawl
v_FrontCrawl_g14_c05,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g15_c04,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g16_c02,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g17_c03,4,0,1,0,0,0,white,FrontCrawl
v_FrontCrawl_g17_c05,5,0,0,0,0,0,white,FrontCrawl
v_FrontCrawl_g17_c06,5,0,0,0,0,0,white,FrontCrawl
v_FrontCrawl_g18_c01,2,0,3,0,0,0,black,FrontCrawl
v_FrontCrawl_g19_c03,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g19_c04,4,0,1,0,0,0,white,FrontCrawl
v_FrontCrawl_g20_c01,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g20_c04,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g20_c06,5,0,0,0,0,0,white,FrontCrawl
v_FrontCrawl_g21_c06,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g22_c01,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g22_c05,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g22_c06,3,0,2,0,0,0,white,FrontCrawl
v_FrontCrawl_g23_c07,1,0,4,0,0,0,black,FrontCrawl
v_GolfSwing_g01_c01,4,1,0,0,0,0,white,GolfSwing
v_GolfSwing_g01_c03,3,2,0,0,0,0,white,GolfSwing
v_GolfSwing_g01_c06,3,2,0,0,0,0,white,GolfSwing
v_GolfSwing_g10_c01,5,0,0,0,0,0,white,GolfSwing
v_GolfSwing_g10_c02,3,2,0,0,0,0,white,GolfSwing
v_GolfSwing_g11_c02,1,0,4,0,0,0,black,GolfSwing
v_GolfSwing_g12_c01,1,0,4,0,0,0,black,GolfSwing
v_GolfSwing_g13_c04,2,0,3,0,0,0,black,GolfSwing
v_GolfSwing_g14_c01,2,0,3,0,0,0,black,GolfSwing
v_GolfSwing_g16_c03,1,0,4,0,0,0,black,GolfSwing
v_GolfSwing_g17_c05,1,0,4,0,0,0,black,GolfSwing
v_GolfSwing_g23_c04,0,0,5,0,0,0,black,GolfSwing
v_GolfSwing_g24_c07,0,0,5,0,0,0,black,GolfSwing
v_GolfSwing_g25_c05,2,0,3,0,0,0,black,GolfSwing
v_GolfSwing_g25_c06,2,0,3,0,0,0,black,GolfSwing
v_GolfSwing_g25_c07,0,0,5,0,0,0,black,GolfSwing
v_Haircut_g01_c02,2,0,3,0,0,0,black,Haircut
v_Haircut_g01_c04,0,5,0,0,0,0,asian,Haircut
v_Haircut_g02_c01,0,3,2,0,0,0,asian,Haircut
v_Haircut_g02_c02,2,1,2,0,0,0,white,Haircut
v_Haircut_g03_c01,3,2,0,0,0,0,white,Haircut
v_Haircut_g03_c05,0,4,1,0,0,0,asian,Haircut
v_Haircut_g03_c06,4,1,0,0,0,0,white,Haircut
v_Haircut_g04_c01,0,0,5,0,0,0,black,Haircut
v_Haircut_g04_c03,1,1,3,0,0,0,black,Haircut
v_Haircut_g05_c03,5,0,0,0,0,0,white,Haircut
v_Haircut_g06_c02,0,2,3,0,0,0,black,Haircut
v_Haircut_g06_c04,0,0,5,0,0,0,black,Haircut
v_Haircut_g07_c02,1,3,1,0,0,0,asian,Haircut
v_Haircut_g07_c03,2,3,0,0,0,0,asian,Haircut
v_Haircut_g08_c02,1,0,4,0,0,0,black,Haircut
v_Haircut_g08_c03,0,5,0,0,0,0,asian,Haircut
v_Haircut_g08_c04,0,0,5,0,0,0,black,Haircut
v_Haircut_g09_c01,0,3,2,0,0,0,asian,Haircut
v_Haircut_g09_c07,0,4,1,0,0,0,asian,Haircut
v_Haircut_g11_c01,5,0,0,0,0,0,white,Haircut
v_Haircut_g11_c02,4,0,1,0,0,0,white,Haircut
v_Haircut_g12_c01,3,2,0,0,0,0,white,Haircut
v_Haircut_g13_c02,2,3,0,0,0,0,asian,Haircut
v_Haircut_g15_c01,0,0,5,0,0,0,black,Haircut
v_Haircut_g18_c03,0,3,2,0,0,0,asian,Haircut
v_Haircut_g19_c01,1,0,4,0,0,0,black,Haircut
v_Haircut_g20_c01,2,0,3,0,0,0,black,Haircut
v_Haircut_g20_c04,0,2,3,0,0,0,black,Haircut
v_Haircut_g20_c06,4,0,1,0,0,0,white,Haircut
v_Haircut_g21_c01,4,1,0,0,0,0,white,Haircut
v_Haircut_g25_c01,1,0,4,0,0,0,black,Haircut
v_HammerThrow_g01_c05,0,0,5,0,0,0,black,HammerThrow
v_HammerThrow_g02_c01,3,2,0,0,0,0,white,HammerThrow
v_HammerThrow_g02_c04,3,2,0,0,0,0,white,HammerThrow
v_HammerThrow_g02_c07,0,0,5,0,0,0,black,HammerThrow
v_HammerThrow_g03_c02,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g03_c03,1,0,4,0,0,0,black,HammerThrow
v_HammerThrow_g04_c01,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g04_c04,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g05_c06,2,0,3,0,0,0,black,HammerThrow
v_HammerThrow_g06_c03,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g06_c04,1,0,4,0,0,0,black,HammerThrow
v_HammerThrow_g09_c03,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g09_c05,0,0,5,0,0,0,black,HammerThrow
v_HammerThrow_g10_c07,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g11_c02,0,5,0,0,0,0,asian,HammerThrow
v_HammerThrow_g11_c05,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g13_c03,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g13_c04,0,5,0,0,0,0,asian,HammerThrow
v_HammerThrow_g13_c05,0,4,1,0,0,0,asian,HammerThrow
v_HammerThrow_g14_c03,1,0,4,0,0,0,black,HammerThrow
v_HammerThrow_g15_c02,0,0,5,0,0,0,black,HammerThrow
v_HammerThrow_g15_c03,1,0,4,0,0,0,black,HammerThrow
v_HammerThrow_g16_c02,4,1,0,0,0,0,white,HammerThrow
v_HammerThrow_g16_c03,5,0,0,0,0,0,white,HammerThrow
v_HammerThrow_g17_c04,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g19_c02,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g19_c06,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g19_c07,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g20_c03,1,0,4,0,0,0,black,HammerThrow
v_HammerThrow_g21_c02,0,0,5,0,0,0,black,HammerThrow
v_HammerThrow_g21_c04,0,5,0,0,0,0,asian,HammerThrow
v_HammerThrow_g22_c05,1,1,3,0,0,0,black,HammerThrow
v_HammerThrow_g23_c01,0,5,0,0,0,0,asian,HammerThrow
v_HammerThrow_g23_c03,1,4,0,0,0,0,asian,HammerThrow
v_HammerThrow_g23_c04,2,3,0,0,0,0,asian,HammerThrow
v_HammerThrow_g24_c03,0,3,2,0,0,0,asian,HammerThrow
v_HammerThrow_g25_c02,1,4,0,0,0,0,asian,HammerThrow
v_Hammering_g01_c01,3,2,0,0,0,0,white,Hammering
v_Hammering_g01_c04,5,0,0,0,0,0,white,Hammering
v_Hammering_g03_c03,2,3,0,0,0,0,asian,Hammering
v_Hammering_g04_c05,1,4,0,0,0,0,asian,Hammering
v_Hammering_g07_c02,3,0,2,0,0,0,white,Hammering
v_Hammering_g11_c04,5,0,0,0,0,0,white,Hammering
v_Hammering_g12_c04,5,0,0,0,0,0,white,Hammering
v_Hammering_g12_c05,5,0,0,0,0,0,white,Hammering
v_Hammering_g14_c02,3,2,0,0,0,0,white,Hammering
v_Hammering_g14_c03,3,2,0,0,0,0,white,Hammering
v_Hammering_g14_c04,3,2,0,0,0,0,white,Hammering
v_Hammering_g18_c03,2,3,0,0,0,0,asian,Hammering
v_Hammering_g22_c04,4,0,1,0,0,0,white,Hammering
v_Hammering_g22_c07,3,0,2,0,0,0,white,Hammering
v_Hammering_g23_c04,5,0,0,0,0,0,white,Hammering
v_Hammering_g23_c05,5,0,0,0,0,0,white,Hammering
v_Hammering_g23_c06,5,0,0,0,0,0,white,Hammering
v_HandstandPushups_g04_c01,2,0,3,0,0,0,black,HandstandPushups
v_HandstandPushups_g06_c03,2,0,3,0,0,0,black,HandstandPushups
v_HandstandPushups_g07_c02,3,0,2,0,0,0,white,HandstandPushups
v_HandstandPushups_g07_c03,4,0,1,0,0,0,white,HandstandPushups
v_HandstandPushups_g11_c04,0,0,5,0,0,0,black,HandstandPushups
v_HandstandPushups_g11_c05,1,0,4,0,0,0,black,HandstandPushups
v_HandstandPushups_g12_c01,3,0,2,0,0,0,white,HandstandPushups
v_HandstandPushups_g12_c04,2,1,2,0,0,0,white,HandstandPushups
v_HandstandPushups_g12_c07,0,3,2,0,0,0,asian,HandstandPushups
v_HandstandPushups_g19_c01,3,2,0,0,0,0,white,HandstandPushups
v_HandstandPushups_g19_c02,3,2,0,0,0,0,white,HandstandPushups
v_HandstandPushups_g24_c03,3,0,2,0,0,0,white,HandstandPushups
v_HandstandPushups_g24_c04,4,0,1,0,0,0,white,HandstandPushups
v_HandstandWalking_g03_c04,1,0,4,0,0,0,black,HandstandWalking
v_HandstandWalking_g07_c03,0,0,5,0,0,0,black,HandstandWalking
v_HandstandWalking_g14_c02,4,0,1,0,0,0,white,HandstandWalking
v_HandstandWalking_g14_c04,4,1,0,0,0,0,white,HandstandWalking
v_HandstandWalking_g18_c02,1,1,3,0,0,0,black,HandstandWalking
v_HandstandWalking_g18_c03,2,0,3,0,0,0,black,HandstandWalking
v_HandstandWalking_g18_c05,2,0,3,0,0,0,black,HandstandWalking
v_HandstandWalking_g20_c01,2,3,0,0,0,0,asian,HandstandWalking
v_HandstandWalking_g25_c04,0,0,5,0,0,0,black,HandstandWalking
v_HeadMassage_g01_c04,0,2,0,0,3,0,indian,HeadMassage
v_HeadMassage_g01_c05,1,4,0,0,0,0,asian,HeadMassage
v_HeadMassage_g02_c03,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g03_c01,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g03_c02,1,4,0,0,0,0,asian,HeadMassage
v_HeadMassage_g03_c07,1,4,0,0,0,0,asian,HeadMassage
v_HeadMassage_g04_c03,3,1,1,0,0,0,white,HeadMassage
v_HeadMassage_g05_c01,4,1,0,0,0,0,white,HeadMassage
v_HeadMassage_g06_c01,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g06_c03,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g06_c05,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g07_c03,1,0,4,0,0,0,black,HeadMassage
v_HeadMassage_g09_c02,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g10_c04,2,3,0,0,0,0,asian,HeadMassage
v_HeadMassage_g12_c05,1,1,3,0,0,0,black,HeadMassage
v_HeadMassage_g12_c07,0,2,3,0,0,0,black,HeadMassage
v_HeadMassage_g13_c01,1,4,0,0,0,0,asian,HeadMassage
v_HeadMassage_g15_c06,0,0,5,0,0,0,black,HeadMassage
v_HeadMassage_g17_c03,2,0,3,0,0,0,black,HeadMassage
v_HeadMassage_g18_c01,0,5,0,0,0,0,asian,HeadMassage
v_HeadMassage_g20_c02,4,0,1,0,0,0,white,HeadMassage
v_HeadMassage_g20_c04,0,2,3,0,0,0,black,HeadMassage
v_HeadMassage_g21_c01,1,4,0,0,0,0,asian,HeadMassage
v_HeadMassage_g21_c05,1,4,0,0,0,0,asian,HeadMassage
v_HeadMassage_g22_c02,3,2,0,0,0,0,white,HeadMassage
v_HeadMassage_g22_c07,3,2,0,0,0,0,white,HeadMassage
v_HeadMassage_g24_c04,1,0,4,0,0,0,black,HeadMassage
v_HighJump_g01_c03,1,0,4,0,0,0,black,HighJump
v_HighJump_g01_c04,2,0,3,0,0,0,black,HighJump
v_HighJump_g02_c02,3,0,2,0,0,0,white,HighJump
v_HighJump_g03_c02,4,1,0,0,0,0,white,HighJump
v_HighJump_g03_c04,0,3,2,0,0,0,asian,HighJump
v_HighJump_g04_c01,5,0,0,0,0,0,white,HighJump
v_HighJump_g04_c04,2,1,2,0,0,0,white,HighJump
v_HighJump_g05_c02,0,0,5,0,0,0,black,HighJump
v_HighJump_g05_c03,1,1,3,0,0,0,black,HighJump
v_HighJump_g06_c03,1,4,0,0,0,0,asian,HighJump
v_HighJump_g06_c04,0,0,5,0,0,0,black,HighJump
v_HighJump_g07_c03,1,3,1,0,0,0,asian,HighJump
v_HighJump_g07_c05,1,2,2,0,0,0,asian,HighJump
v_HighJump_g07_c06,0,2,3,0,0,0,black,HighJump
v_HighJump_g08_c03,3,0,2,0,0,0,white,HighJump
v_HighJump_g09_c05,2,0,3,0,0,0,black,HighJump
v_HighJump_g10_c03,3,0,2,0,0,0,white,HighJump
v_HighJump_g10_c04,3,0,2,0,0,0,white,HighJump
v_HighJump_g11_c05,4,0,1,0,0,0,white,HighJump
v_HighJump_g11_c07,3,0,2,0,0,0,white,HighJump
v_HighJump_g12_c02,3,2,0,0,0,0,white,HighJump
v_HighJump_g13_c04,2,0,3,0,0,0,black,HighJump
v_HighJump_g15_c04,2,0,3,0,0,0,black,HighJump
v_HighJump_g17_c01,5,0,0,0,0,0,white,HighJump
v_HighJump_g17_c02,5,0,0,0,0,0,white,HighJump
v_HighJump_g18_c01,0,0,5,0,0,0,black,HighJump
v_HighJump_g19_c02,1,0,4,0,0,0,black,HighJump
v_HighJump_g19_c04,0,0,5,0,0,0,black,HighJump
v_HighJump_g20_c01,1,0,4,0,0,0,black,HighJump
v_HighJump_g20_c05,0,1,4,0,0,0,black,HighJump
v_HighJump_g22_c05,2,1,2,0,0,0,white,HighJump
v_HighJump_g23_c01,1,0,4,0,0,0,black,HighJump
v_HighJump_g23_c02,1,0,4,0,0,0,black,HighJump
v_HighJump_g24_c03,0,3,2,0,0,0,asian,HighJump
v_HighJump_g25_c03,4,0,1,0,0,0,white,HighJump
v_HighJump_g25_c04,3,0,2,0,0,0,white,HighJump
v_HorseRace_g01_c04,2,0,3,0,0,0,black,HorseRace
v_HorseRace_g02_c02,4,0,1,0,0,0,white,HorseRace
v_HorseRace_g04_c02,2,1,2,0,0,0,white,HorseRace
v_HorseRace_g04_c04,4,0,1,0,0,0,white,HorseRace
v_HorseRace_g04_c05,4,0,1,0,0,0,white,HorseRace
v_HorseRace_g06_c02,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g06_c04,0,3,2,0,0,0,asian,HorseRace
v_HorseRace_g06_c05,5,0,0,0,0,0,white,HorseRace
v_HorseRace_g07_c01,0,1,4,0,0,0,black,HorseRace
v_HorseRace_g07_c02,0,0,5,0,0,0,black,HorseRace
v_HorseRace_g07_c06,2,3,0,0,0,0,asian,HorseRace
v_HorseRace_g08_c05,5,0,0,0,0,0,white,HorseRace
v_HorseRace_g09_c01,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g09_c02,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g11_c03,1,0,4,0,0,0,black,HorseRace
v_HorseRace_g11_c05,0,0,5,0,0,0,black,HorseRace
v_HorseRace_g12_c01,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g12_c04,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g13_c01,2,0,2,0,1,0,white,HorseRace
v_HorseRace_g13_c02,0,4,0,0,1,0,asian,HorseRace
v_HorseRace_g13_c03,5,0,0,0,0,0,white,HorseRace
v_HorseRace_g15_c01,2,0,3,0,0,0,black,HorseRace
v_HorseRace_g17_c02,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g18_c03,1,0,4,0,0,0,black,HorseRace
v_HorseRace_g19_c05,1,0,4,0,0,0,black,HorseRace
v_HorseRace_g19_c06,0,0,5,0,0,0,black,HorseRace
v_HorseRace_g20_c01,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g20_c02,4,0,1,0,0,0,white,HorseRace
v_HorseRace_g21_c01,2,0,3,0,0,0,black,HorseRace
v_HorseRace_g21_c05,0,0,5,0,0,0,black,HorseRace
v_HorseRace_g22_c03,3,0,2,0,0,0,white,HorseRace
v_HorseRace_g22_c04,5,0,0,0,0,0,white,HorseRace
v_HorseRace_g23_c02,2,3,0,0,0,0,asian,HorseRace
v_HorseRace_g23_c03,4,0,1,0,0,0,white,HorseRace
v_HorseRace_g24_c04,5,0,0,0,0,0,white,HorseRace
v_HorseRace_g24_c05,5,0,0,0,0,0,white,HorseRace
v_HorseRace_g25_c01,4,0,1,0,0,0,white,HorseRace
v_HorseRace_g25_c02,0,0,0,0,5,0,indian,HorseRace
v_HorseRiding_g04_c05,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g04_c06,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g04_c07,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g05_c06,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g05_c07,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g06_c03,2,0,3,0,0,0,black,HorseRiding
v_HorseRiding_g07_c07,2,0,3,0,0,0,black,HorseRiding
v_HorseRiding_g12_c05,1,0,4,0,0,0,black,HorseRiding
v_HorseRiding_g14_c03,5,0,0,0,0,0,white,HorseRiding
v_HorseRiding_g14_c05,3,0,2,0,0,0,white,HorseRiding
v_HorseRiding_g14_c07,5,0,0,0,0,0,white,HorseRiding
v_HorseRiding_g15_c02,1,0,4,0,0,0,black,HorseRiding
v_HorseRiding_g18_c06,4,0,1,0,0,0,white,HorseRiding
v_HorseRiding_g19_c05,5,0,0,0,0,0,white,HorseRiding
v_HorseRiding_g19_c06,5,0,0,0,0,0,white,HorseRiding
v_HorseRiding_g19_c07,5,0,0,0,0,0,white,HorseRiding
v_HorseRiding_g21_c01,2,0,3,0,0,0,black,HorseRiding
v_HorseRiding_g21_c02,1,0,4,0,0,0,black,HorseRiding
v_HorseRiding_g22_c05,2,0,3,0,0,0,black,HorseRiding
v_HorseRiding_g22_c06,1,0,4,0,0,0,black,HorseRiding
v_HorseRiding_g22_c07,2,0,3,0,0,0,black,HorseRiding
v_HorseRiding_g23_c02,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g23_c06,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g24_c01,0,0,5,0,0,0,black,HorseRiding
v_HorseRiding_g24_c03,0,0,5,0,0,0,black,HorseRiding
v_HulaHoop_g01_c04,5,0,0,0,0,0,white,HulaHoop
v_HulaHoop_g03_c05,2,3,0,0,0,0,asian,HulaHoop
v_HulaHoop_g05_c03,2,1,2,0,0,0,white,HulaHoop
v_HulaHoop_g05_c04,5,0,0,0,0,0,white,HulaHoop
v_HulaHoop_g11_c02,2,0,3,0,0,0,black,HulaHoop
v_HulaHoop_g12_c01,5,0,0,0,0,0,white,HulaHoop
v_HulaHoop_g12_c03,5,0,0,0,0,0,white,HulaHoop
v_HulaHoop_g12_c05,4,1,0,0,0,0,white,HulaHoop
v_HulaHoop_g15_c02,2,3,0,0,0,0,asian,HulaHoop
v_HulaHoop_g15_c03,5,0,0,0,0,0,white,HulaHoop
v_HulaHoop_g20_c07,5,0,0,0,0,0,white,HulaHoop
v_HulaHoop_g25_c02,3,2,0,0,0,0,white,HulaHoop
v_HulaHoop_g25_c05,4,1,0,0,0,0,white,HulaHoop
v_IceDancing_g02_c07,1,0,4,0,0,0,black,IceDancing
v_IceDancing_g09_c05,0,5,0,0,0,0,asian,IceDancing
v_IceDancing_g11_c04,2,3,0,0,0,0,asian,IceDancing
v_JavelinThrow_g01_c01,1,0,4,0,0,0,black,JavelinThrow
v_JavelinThrow_g03_c01,0,1,4,0,0,0,black,JavelinThrow
v_JavelinThrow_g05_c06,1,4,0,0,0,0,asian,JavelinThrow
v_JavelinThrow_g08_c02,0,5,0,0,0,0,asian,JavelinThrow
v_JavelinThrow_g08_c03,0,2,3,0,0,0,black,JavelinThrow
v_JavelinThrow_g09_c02,0,3,2,0,0,0,asian,JavelinThrow
v_JavelinThrow_g09_c04,3,0,2,0,0,0,white,JavelinThrow
v_JavelinThrow_g10_c01,2,0,3,0,0,0,black,JavelinThrow
v_JavelinThrow_g11_c05,0,5,0,0,0,0,asian,JavelinThrow
v_JavelinThrow_g11_c06,0,3,2,0,0,0,asian,JavelinThrow
v_JavelinThrow_g12_c04,5,0,0,0,0,0,white,JavelinThrow
v_JavelinThrow_g13_c01,5,0,0,0,0,0,white,JavelinThrow
v_JavelinThrow_g13_c04,2,2,1,0,0,0,white,JavelinThrow
v_JavelinThrow_g14_c04,0,0,5,0,0,0,black,JavelinThrow
v_JavelinThrow_g14_c06,1,0,4,0,0,0,black,JavelinThrow
v_JavelinThrow_g16_c03,0,5,0,0,0,0,asian,JavelinThrow
v_JavelinThrow_g16_c06,2,0,3,0,0,0,black,JavelinThrow
v_JavelinThrow_g17_c02,1,0,4,0,0,0,black,JavelinThrow
v_JavelinThrow_g17_c05,0,0,5,0,0,0,black,JavelinThrow
v_JavelinThrow_g19_c02,0,1,4,0,0,0,black,JavelinThrow
v_JavelinThrow_g20_c03,2,3,0,0,0,0,asian,JavelinThrow
v_JavelinThrow_g21_c01,2,0,3,0,0,0,black,JavelinThrow
v_JavelinThrow_g22_c03,0,0,5,0,0,0,black,JavelinThrow
v_JavelinThrow_g24_c03,0,0,5,0,0,0,black,JavelinThrow
v_JavelinThrow_g24_c04,1,1,3,0,0,0,black,JavelinThrow
v_JugglingBalls_g04_c01,2,3,0,0,0,0,asian,JugglingBalls
v_JugglingBalls_g04_c04,2,3,0,0,0,0,asian,JugglingBalls
v_JugglingBalls_g06_c03,2,3,0,0,0,0,asian,JugglingBalls
v_JugglingBalls_g06_c05,1,4,0,0,0,0,asian,JugglingBalls
v_JugglingBalls_g10_c01,1,1,3,0,0,0,black,JugglingBalls
v_JugglingBalls_g10_c04,0,1,4,0,0,0,black,JugglingBalls
v_JugglingBalls_g11_c01,3,0,2,0,0,0,white,JugglingBalls
v_JugglingBalls_g11_c05,3,0,2,0,0,0,white,JugglingBalls
v_JugglingBalls_g15_c01,0,4,1,0,0,0,asian,JugglingBalls
v_JugglingBalls_g19_c03,0,4,1,0,0,0,asian,JugglingBalls
v_JugglingBalls_g20_c01,0,3,2,0,0,0,asian,JugglingBalls
v_JumpRope_g01_c01,3,2,0,0,0,0,white,JumpRope
v_JumpRope_g01_c02,4,1,0,0,0,0,white,JumpRope
v_JumpRope_g06_c03,2,0,3,0,0,0,black,JumpRope
v_JumpRope_g06_c04,2,0,3,0,0,0,black,JumpRope
v_JumpRope_g12_c01,4,0,1,0,0,0,white,JumpRope
v_JumpRope_g12_c02,3,0,2,0,0,0,white,JumpRope
v_JumpRope_g13_c03,2,0,3,0,0,0,black,JumpRope
v_JumpRope_g22_c02,3,0,2,0,0,0,white,JumpRope
v_JumpingJack_g04_c03,3,0,2,0,0,0,white,JumpingJack
v_JumpingJack_g04_c04,3,0,2,0,0,0,white,JumpingJack
v_JumpingJack_g20_c02,2,0,3,0,0,0,black,JumpingJack
v_Kayaking_g01_c05,1,1,3,0,0,0,black,Kayaking
v_Kayaking_g16_c02,1,0,4,0,0,0,black,Kayaking
v_Kayaking_g16_c03,1,0,4,0,0,0,black,Kayaking
v_Kayaking_g16_c07,2,0,3,0,0,0,black,Kayaking
v_Kayaking_g17_c01,5,0,0,0,0,0,white,Kayaking
v_Kayaking_g17_c04,3,2,0,0,0,0,white,Kayaking
v_Kayaking_g17_c05,5,0,0,0,0,0,white,Kayaking
v_Kayaking_g20_c04,2,0,3,0,0,0,black,Kayaking
v_Knitting_g02_c02,3,2,0,0,0,0,white,Knitting
v_Knitting_g02_c03,3,1,1,0,0,0,white,Knitting
