video_name,kid_count,young_count,old_count,final,category
v_FieldHockeyPenalty_g01_c01,4,1,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g03_c03,1,1,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g03_c04,3,0,2,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c03,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c04,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g06_c02,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g06_c04,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g06_c06,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g07_c01,1,0,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g07_c04,2,1,2,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g08_c01,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g09_c02,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g09_c04,4,0,1,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g10_c03,1,2,2,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g10_c07,0,3,2,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g11_c01,0,3,2,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g11_c04,2,0,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c01,0,1,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c05,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g13_c02,0,1,4,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g13_c04,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g14_c03,1,4,0,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g14_c04,2,3,0,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g14_c06,1,4,0,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g15_c04,2,0,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g15_c05,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c02,0,2,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c04,4,0,1,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c02,5,0,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c03,1,2,2,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c04,2,2,1,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g19_c02,0,5,0,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g20_c03,0,0,5,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g21_c02,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g22_c04,0,2,3,old,FieldHockeyPenalty
v_FieldHockeyPenalty_g23_c03,3,0,2,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g24_c04,3,2,0,kid,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c03,0,4,1,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c05,0,4,1,young,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c06,1,3,1,young,FieldHockeyPenalty
v_FloorGymnastics_g01_c03,0,0,5,old,FloorGymnastics
v_FloorGymnastics_g02_c02,2,3,0,young,FloorGymnastics
v_FloorGymnastics_g02_c04,0,5,0,young,FloorGymnastics
v_FloorGymnastics_g04_c04,0,4,1,young,FloorGymnastics
v_FloorGymnastics_g06_c06,0,1,4,old,FloorGymnastics
v_FloorGymnastics_g08_c04,0,5,0,young,FloorGymnastics
v_FloorGymnastics_g10_c04,0,5,0,young,FloorGymnastics
v_FloorGymnastics_g10_c05,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g11_c04,2,2,1,kid,FloorGymnastics
v_FloorGymnastics_g12_c04,0,2,3,old,FloorGymnastics
v_FloorGymnastics_g12_c05,0,1,4,old,FloorGymnastics
v_FloorGymnastics_g12_c06,0,0,5,old,FloorGymnastics
v_FloorGymnastics_g13_c04,0,1,4,old,FloorGymnastics
v_FloorGymnastics_g14_c01,1,4,0,young,FloorGymnastics
v_FloorGymnastics_g16_c03,0,3,2,young,FloorGymnastics
v_FloorGymnastics_g16_c04,1,3,1,young,FloorGymnastics
v_FloorGymnastics_g18_c01,0,3,2,young,FloorGymnastics
v_FloorGymnastics_g18_c05,0,3,2,young,FloorGymnastics
v_FloorGymnastics_g18_c07,0,4,1,young,FloorGymnastics
v_FloorGymnastics_g19_c01,0,0,5,old,FloorGymnastics
v_FloorGymnastics_g20_c03,4,1,0,kid,FloorGymnastics
v_FloorGymnastics_g20_c04,5,0,0,kid,FloorGymnastics
v_FloorGymnastics_g21_c04,0,1,4,old,FloorGymnastics
v_FloorGymnastics_g21_c05,0,1,4,old,FloorGymnastics
v_FrisbeeCatch_g03_c03,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g04_c03,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g04_c04,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g06_c03,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g06_c04,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g09_c03,2,3,0,young,FrisbeeCatch
v_FrisbeeCatch_g18_c01,4,1,0,kid,FrisbeeCatch
v_FrisbeeCatch_g18_c05,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g23_c03,2,3,0,young,FrisbeeCatch
v_FrisbeeCatch_g24_c01,3,2,0,kid,FrisbeeCatch
v_FrisbeeCatch_g25_c01,3,2,0,kid,FrisbeeCatch
v_FrontCrawl_g01_c02,3,2,0,kid,FrontCrawl
v_FrontCrawl_g02_c03,2,3,0,young,FrontCrawl
v_FrontCrawl_g04_c02,4,1,0,kid,FrontCrawl
v_FrontCrawl_g04_c05,5,0,0,kid,FrontCrawl
v_FrontCrawl_g04_c06,4,1,0,kid,FrontCrawl
v_FrontCrawl_g05_c02,2,3,0,young,FrontCrawl
v_FrontCrawl_g05_c04,1,4,0,young,FrontCrawl
v_FrontCrawl_g09_c04,3,2,0,kid,FrontCrawl
v_FrontCrawl_g12_c01,2,3,0,young,FrontCrawl
v_FrontCrawl_g12_c04,2,3,0,young,FrontCrawl
v_FrontCrawl_g14_c06,0,3,2,young,FrontCrawl
v_FrontCrawl_g15_c04,3,2,0,kid,FrontCrawl
v_FrontCrawl_g16_c01,3,2,0,kid,FrontCrawl
v_FrontCrawl_g17_c03,3,2,0,kid,FrontCrawl
v_FrontCrawl_g19_c02,1,4,0,young,FrontCrawl
v_FrontCrawl_g19_c04,1,3,1,young,FrontCrawl
v_FrontCrawl_g22_c02,5,0,0,kid,FrontCrawl
v_FrontCrawl_g22_c05,3,2,0,kid,FrontCrawl
v_GolfSwing_g02_c01,0,3,2,young,GolfSwing
v_GolfSwing_g02_c02,3,0,2,kid,GolfSwing
v_GolfSwing_g09_c01,0,0,5,old,GolfSwing
v_GolfSwing_g10_c01,0,1,4,old,GolfSwing
v_GolfSwing_g10_c04,1,4,0,young,GolfSwing
v_GolfSwing_g11_c04,0,3,2,young,GolfSwing
v_GolfSwing_g13_c03,1,2,2,young,GolfSwing
v_GolfSwing_g13_c04,0,4,1,young,GolfSwing
v_GolfSwing_g15_c04,3,2,0,kid,GolfSwing
v_GolfSwing_g18_c01,0,3,2,young,GolfSwing
v_GolfSwing_g18_c02,1,3,1,young,GolfSwing
v_GolfSwing_g18_c04,2,1,2,kid,GolfSwing
v_GolfSwing_g19_c03,0,3,2,young,GolfSwing
v_GolfSwing_g20_c01,0,1,4,old,GolfSwing
v_GolfSwing_g21_c03,0,1,4,old,GolfSwing
v_GolfSwing_g21_c04,0,0,5,old,GolfSwing
v_GolfSwing_g24_c03,0,3,2,young,GolfSwing
v_GolfSwing_g25_c01,0,4,1,young,GolfSwing
v_GolfSwing_g25_c03,4,1,0,kid,GolfSwing
v_Haircut_g03_c01,0,5,0,young,Haircut
v_Haircut_g03_c06,0,5,0,young,Haircut
v_Haircut_g05_c03,5,0,0,kid,Haircut
v_Haircut_g06_c01,4,0,1,kid,Haircut
v_Haircut_g07_c01,3,1,1,kid,Haircut
v_Haircut_g07_c06,4,0,1,kid,Haircut
v_Haircut_g08_c01,0,5,0,young,Haircut
v_Haircut_g08_c02,0,3,2,young,Haircut
v_Haircut_g09_c03,2,1,2,kid,Haircut
v_Haircut_g10_c02,0,3,2,young,Haircut
v_Haircut_g10_c05,0,4,1,young,Haircut
v_Haircut_g11_c04,1,0,4,old,Haircut
v_Haircut_g12_c02,0,3,2,young,Haircut
v_Haircut_g12_c04,0,5,0,young,Haircut
v_Haircut_g13_c02,0,4,1,young,Haircut
v_Haircut_g13_c04,0,5,0,young,Haircut
v_Haircut_g14_c02,1,1,3,old,Haircut
v_Haircut_g15_c04,1,3,1,young,Haircut
v_Haircut_g16_c02,0,5,0,young,Haircut
v_Haircut_g16_c03,0,5,0,young,Haircut
v_Haircut_g17_c02,0,4,1,young,Haircut
v_Haircut_g17_c04,0,3,2,young,Haircut
v_Haircut_g18_c03,0,2,3,old,Haircut
v_Haircut_g22_c04,4,0,1,kid,Haircut
v_Haircut_g22_c05,3,0,2,kid,Haircut
v_Haircut_g23_c05,2,1,2,kid,Haircut
v_Haircut_g24_c07,2,2,1,kid,Haircut
v_HammerThrow_g01_c01,0,1,4,old,HammerThrow
v_HammerThrow_g01_c06,3,2,0,kid,HammerThrow
v_HammerThrow_g02_c01,0,4,1,young,HammerThrow
v_HammerThrow_g02_c02,0,4,1,young,HammerThrow
v_HammerThrow_g02_c05,0,5,0,young,HammerThrow
v_HammerThrow_g03_c01,0,1,4,old,HammerThrow
v_HammerThrow_g03_c05,0,2,3,old,HammerThrow
v_HammerThrow_g03_c07,3,2,0,kid,HammerThrow
v_HammerThrow_g05_c04,3,2,0,kid,HammerThrow
v_HammerThrow_g05_c06,4,1,0,kid,HammerThrow
v_HammerThrow_g09_c01,4,1,0,kid,HammerThrow
v_HammerThrow_g09_c02,0,2,3,old,HammerThrow
v_HammerThrow_g09_c04,4,1,0,kid,HammerThrow
v_HammerThrow_g10_c03,0,3,2,young,HammerThrow
v_HammerThrow_g11_c02,0,4,1,young,HammerThrow
v_HammerThrow_g11_c03,0,3,2,young,HammerThrow
v_HammerThrow_g14_c01,0,5,0,young,HammerThrow
v_HammerThrow_g14_c02,1,4,0,young,HammerThrow
v_HammerThrow_g14_c04,0,3,2,young,HammerThrow
v_HammerThrow_g16_c02,0,4,1,young,HammerThrow
v_HammerThrow_g16_c04,0,3,2,young,HammerThrow
v_HammerThrow_g17_c01,0,1,4,old,HammerThrow
v_HammerThrow_g18_c04,0,3,2,young,HammerThrow
v_HammerThrow_g18_c05,0,5,0,young,HammerThrow
v_HammerThrow_g20_c01,0,1,4,old,HammerThrow
v_HammerThrow_g20_c05,0,2,3,old,HammerThrow
v_HammerThrow_g21_c01,0,0,5,old,HammerThrow
v_HammerThrow_g21_c04,0,2,3,old,HammerThrow
v_HammerThrow_g22_c07,0,1,4,old,HammerThrow
v_HammerThrow_g23_c04,0,0,5,old,HammerThrow
v_HammerThrow_g23_c06,0,1,4,old,HammerThrow
v_HammerThrow_g23_c07,0,0,5,old,HammerThrow
v_HammerThrow_g24_c01,0,4,1,young,HammerThrow
v_HammerThrow_g24_c04,0,4,1,young,HammerThrow
v_HammerThrow_g25_c03,0,2,3,old,HammerThrow
v_HammerThrow_g25_c04,0,1,4,old,HammerThrow
v_Hammering_g04_c04,0,5,0,young,Hammering
v_Hammering_g04_c05,0,3,2,young,Hammering
v_Hammering_g05_c01,0,5,0,young,Hammering
v_Hammering_g05_c03,0,5,0,young,Hammering
v_Hammering_g06_c01,0,1,4,old,Hammering
v_Hammering_g06_c03,0,2,3,old,Hammering
v_Hammering_g07_c03,1,0,4,old,Hammering
v_Hammering_g08_c02,3,0,2,kid,Hammering
v_Hammering_g23_c02,0,2,3,old,Hammering
v_HandstandPushups_g01_c04,2,0,3,old,HandstandPushups
v_HandstandPushups_g02_c04,0,5,0,young,HandstandPushups
v_HandstandPushups_g04_c02,0,1,4,old,HandstandPushups
v_HandstandPushups_g07_c02,0,4,1,young,HandstandPushups
v_HandstandPushups_g07_c04,0,4,1,young,HandstandPushups
v_HandstandPushups_g12_c02,0,3,2,young,HandstandPushups
v_HandstandPushups_g16_c01,1,4,0,young,HandstandPushups
v_HandstandPushups_g16_c02,0,4,1,young,HandstandPushups
v_HandstandPushups_g17_c01,0,4,1,young,HandstandPushups
v_HandstandPushups_g17_c02,0,5,0,young,HandstandPushups
v_HandstandPushups_g21_c01,0,4,1,young,HandstandPushups
v_HandstandPushups_g24_c01,0,4,1,young,HandstandPushups
v_HandstandPushups_g24_c02,0,5,0,young,HandstandPushups
v_HandstandPushups_g25_c01,0,2,3,old,HandstandPushups
v_HandstandPushups_g25_c06,0,2,3,old,HandstandPushups
v_HandstandPushups_g25_c07,0,2,3,old,HandstandPushups
v_HandstandWalking_g01_c03,5,0,0,kid,HandstandWalking
v_HandstandWalking_g01_c04,1,0,4,old,HandstandWalking
v_HandstandWalking_g02_c02,0,4,1,young,HandstandWalking
v_HandstandWalking_g02_c04,1,3,1,young,HandstandWalking
v_HandstandWalking_g05_c04,0,2,3,old,HandstandWalking
v_HandstandWalking_g05_c06,2,2,1,kid,HandstandWalking
v_HandstandWalking_g06_c04,3,2,0,kid,HandstandWalking
v_HandstandWalking_g09_c03,1,4,0,young,HandstandWalking
v_HandstandWalking_g09_c04,1,4,0,young,HandstandWalking
v_HandstandWalking_g10_c03,2,3,0,young,HandstandWalking
v_HandstandWalking_g10_c04,0,5,0,young,HandstandWalking
v_HandstandWalking_g11_c03,2,3,0,young,HandstandWalking
v_HandstandWalking_g12_c03,2,3,0,young,HandstandWalking
v_HandstandWalking_g13_c01,3,2,0,kid,HandstandWalking
v_HandstandWalking_g15_c02,3,2,0,kid,HandstandWalking
v_HandstandWalking_g18_c01,2,3,0,young,HandstandWalking
v_HandstandWalking_g18_c04,1,4,0,young,HandstandWalking
v_HandstandWalking_g18_c07,1,4,0,young,HandstandWalking
v_HandstandWalking_g23_c04,1,4,0,young,HandstandWalking
v_HandstandWalking_g24_c01,0,2,3,old,HandstandWalking
v_HandstandWalking_g25_c01,0,1,4,old,HandstandWalking
v_HandstandWalking_g25_c02,0,5,0,young,HandstandWalking
v_HeadMassage_g06_c07,5,0,0,kid,HeadMassage
v_HeadMassage_g10_c02,3,0,2,kid,HeadMassage
v_HeadMassage_g12_c03,0,3,2,young,HeadMassage
v_HeadMassage_g12_c05,0,3,2,young,HeadMassage
v_HeadMassage_g12_c06,0,4,1,young,HeadMassage
v_HeadMassage_g20_c01,0,3,2,young,HeadMassage
v_HighJump_g01_c05,3,2,0,kid,HighJump
v_HighJump_g04_c01,0,5,0,young,HighJump
v_HighJump_g04_c03,0,4,1,young,HighJump
v_HighJump_g04_c05,0,4,1,young,HighJump
v_HighJump_g07_c01,2,3,0,young,HighJump
v_HighJump_g07_c02,2,3,0,young,HighJump
v_HighJump_g07_c03,2,3,0,young,HighJump
v_HighJump_g11_c01,1,4,0,young,HighJump
v_HighJump_g11_c04,1,4,0,young,HighJump
v_HighJump_g11_c06,1,4,0,young,HighJump
v_HighJump_g12_c02,3,2,0,kid,HighJump
v_HighJump_g16_c03,0,3,2,young,HighJump
v_HighJump_g16_c04,0,4,1,young,HighJump
v_HighJump_g16_c05,2,1,2,kid,HighJump
v_HighJump_g17_c02,4,1,0,kid,HighJump
v_HighJump_g18_c04,3,2,0,kid,HighJump
v_HighJump_g23_c04,2,3,0,young,HighJump
v_HorseRace_g04_c03,0,3,2,young,HorseRace
v_HorseRace_g04_c05,2,1,2,kid,HorseRace
v_HorseRace_g06_c01,0,2,3,old,HorseRace
v_HorseRace_g06_c04,0,0,5,old,HorseRace
v_HorseRace_g07_c06,0,3,2,young,HorseRace
v_HorseRace_g08_c01,0,3,2,young,HorseRace
v_HorseRace_g22_c03,0,3,2,young,HorseRace
v_HorseRace_g22_c04,0,4,1,young,HorseRace
v_HorseRace_g23_c01,0,0,5,old,HorseRace
v_HorseRace_g23_c04,0,1,4,old,HorseRace
v_HorseRace_g24_c05,0,3,2,young,HorseRace
v_HorseRiding_g03_c01,3,2,0,kid,HorseRiding
v_HorseRiding_g15_c04,4,1,0,kid,HorseRiding
v_HorseRiding_g16_c05,1,4,0,young,HorseRiding
v_HorseRiding_g16_c06,1,4,0,young,HorseRiding
v_HorseRiding_g22_c03,3,2,0,kid,HorseRiding
v_HulaHoop_g01_c04,5,0,0,kid,HulaHoop
v_HulaHoop_g01_c06,4,1,0,kid,HulaHoop
v_HulaHoop_g01_c07,3,2,0,kid,HulaHoop
v_HulaHoop_g04_c01,2,3,0,young,HulaHoop
v_HulaHoop_g15_c05,0,5,0,young,HulaHoop
v_HulaHoop_g24_c03,3,1,1,kid,HulaHoop
v_HulaHoop_g25_c01,1,0,4,old,HulaHoop
v_HulaHoop_g25_c02,0,1,4,old,HulaHoop
v_IceDancing_g07_c01,0,4,1,young,IceDancing
v_IceDancing_g07_c03,0,3,2,young,IceDancing
v_IceDancing_g07_c05,0,4,1,young,IceDancing
v_IceDancing_g09_c01,0,2,3,old,IceDancing
v_IceDancing_g14_c01,0,0,5,old,IceDancing
v_IceDancing_g21_c05,3,1,1,kid,IceDancing
v_JavelinThrow_g01_c01,0,0,5,old,JavelinThrow
v_JavelinThrow_g01_c04,2,1,2,kid,JavelinThrow
v_JavelinThrow_g02_c03,0,2,3,old,JavelinThrow
v_JavelinThrow_g03_c04,0,0,5,old,JavelinThrow
v_JavelinThrow_g04_c02,1,4,0,young,JavelinThrow
v_JavelinThrow_g04_c03,2,3,0,young,JavelinThrow
v_JavelinThrow_g06_c02,0,2,3,old,JavelinThrow
v_JavelinThrow_g07_c03,3,2,0,kid,JavelinThrow
v_JavelinThrow_g07_c04,3,2,0,kid,JavelinThrow
v_JavelinThrow_g08_c02,0,3,2,young,JavelinThrow
v_JavelinThrow_g09_c04,3,2,0,kid,JavelinThrow
v_JavelinThrow_g11_c01,0,4,1,young,JavelinThrow
v_JavelinThrow_g11_c02,1,3,1,young,JavelinThrow
v_JavelinThrow_g14_c01,0,2,3,old,JavelinThrow
v_JavelinThrow_g16_c01,2,1,2,kid,JavelinThrow
v_JavelinThrow_g16_c02,1,2,2,young,JavelinThrow
v_JavelinThrow_g16_c03,3,2,0,kid,JavelinThrow
v_JavelinThrow_g20_c03,0,3,2,young,JavelinThrow
v_JavelinThrow_g20_c04,1,2,2,young,JavelinThrow
v_JavelinThrow_g21_c04,1,4,0,young,JavelinThrow
v_JavelinThrow_g23_c05,0,2,3,old,JavelinThrow
v_JavelinThrow_g24_c02,0,5,0,young,JavelinThrow
v_JavelinThrow_g24_c03,0,5,0,young,JavelinThrow
v_JavelinThrow_g24_c04,0,5,0,young,JavelinThrow
v_JugglingBalls_g03_c01,1,3,1,young,JugglingBalls
v_JugglingBalls_g03_c02,2,3,0,young,JugglingBalls
v_JugglingBalls_g03_c03,2,3,0,young,JugglingBalls
v_JugglingBalls_g06_c01,5,0,0,kid,JugglingBalls
v_JugglingBalls_g06_c04,4,1,0,kid,JugglingBalls
v_JugglingBalls_g07_c03,3,2,0,kid,JugglingBalls
v_JugglingBalls_g17_c01,2,3,0,young,JugglingBalls
v_JugglingBalls_g17_c03,2,3,0,young,JugglingBalls
v_JugglingBalls_g23_c02,4,1,0,kid,JugglingBalls
v_JugglingBalls_g24_c02,2,3,0,young,JugglingBalls
v_JumpRope_g14_c01,0,2,3,old,JumpRope
v_JumpRope_g23_c02,0,4,1,young,JumpRope
v_JumpRope_g23_c04,0,3,2,young,JumpRope
v_JumpRope_g24_c06,0,1,4,old,JumpRope
v_JumpingJack_g06_c02,0,0,5,old,JumpingJack
v_JumpingJack_g06_c04,1,1,3,old,JumpingJack
v_JumpingJack_g06_c05,1,1,3,old,JumpingJack
v_JumpingJack_g18_c04,0,2,3,old,JumpingJack
v_Kayaking_g02_c02,0,4,1,young,Kayaking
v_Kayaking_g02_c04,0,5,0,young,Kayaking
v_Kayaking_g03_c04,0,2,3,old,Kayaking
v_Kayaking_g16_c01,0,0,5,old,Kayaking
v_Kayaking_g16_c03,0,2,3,old,Kayaking
v_Kayaking_g20_c01,0,2,3,old,Kayaking
v_Kayaking_g22_c02,0,1,4,old,Kayaking
v_Kayaking_g23_c01,0,2,3,old,Kayaking
v_Kayaking_g23_c06,0,2,3,old,Kayaking
v_Kayaking_g25_c03,0,2,3,old,Kayaking
v_Knitting_g01_c02,0,5,0,young,Knitting
v_Knitting_g02_c02,0,3,2,young,Knitting
v_Knitting_g02_c05,0,3,2,young,Knitting
v_Knitting_g08_c01,0,0,5,old,Knitting
v_Knitting_g10_c01,2,1,2,kid,Knitting
v_Knitting_g10_c02,1,2,2,young,Knitting
v_Knitting_g10_c03,1,3,1,young,Knitting
v_Knitting_g10_c05,1,3,1,young,Knitting
v_Knitting_g11_c02,0,5,0,young,Knitting
v_Knitting_g11_c03,0,3,2,young,Knitting
v_Knitting_g11_c06,0,5,0,young,Knitting
v_Knitting_g12_c03,0,3,2,young,Knitting
v_Knitting_g13_c01,1,2,2,young,Knitting
v_Knitting_g13_c02,0,4,1,young,Knitting
v_Knitting_g15_c04,0,1,4,old,Knitting
v_Knitting_g15_c07,0,2,3,old,Knitting
v_Knitting_g17_c01,0,3,2,young,Knitting
v_Knitting_g17_c03,0,4,1,young,Knitting
v_Knitting_g17_c04,0,4,1,young,Knitting
v_Knitting_g22_c01,0,1,4,old,Knitting
v_Knitting_g22_c02,3,1,1,kid,Knitting
v_LongJump_g03_c05,2,3,0,young,LongJump
v_LongJump_g05_c04,0,3,2,young,LongJump
v_LongJump_g08_c02,0,2,3,old,LongJump
v_LongJump_g10_c04,4,1,0,kid,LongJump
v_LongJump_g13_c01,2,3,0,young,LongJump
v_LongJump_g13_c02,2,3,0,young,LongJump
v_LongJump_g14_c02,0,2,3,old,LongJump
v_LongJump_g14_c03,0,2,3,old,LongJump
v_LongJump_g15_c04,4,1,0,kid,LongJump
v_LongJump_g16_c02,0,4,1,young,LongJump
v_LongJump_g16_c03,1,3,1,young,LongJump
v_LongJump_g18_c03,0,2,3,old,LongJump
v_LongJump_g20_c04,0,2,3,old,LongJump
v_LongJump_g22_c01,3,1,1,kid,LongJump
v_LongJump_g23_c04,4,1,0,kid,LongJump
v_LongJump_g24_c02,0,1,4,old,LongJump
v_Lunges_g02_c02,0,3,2,young,Lunges
v_Lunges_g03_c01,0,1,4,old,Lunges
v_Lunges_g05_c03,0,3,2,young,Lunges
v_Lunges_g09_c01,0,3,2,young,Lunges
v_Lunges_g11_c03,0,1,4,old,Lunges
v_Lunges_g11_c05,1,1,3,old,Lunges
v_Lunges_g12_c05,0,2,3,old,Lunges
v_Lunges_g13_c02,0,3,2,young,Lunges
v_Lunges_g13_c05,0,5,0,young,Lunges
v_Lunges_g13_c06,2,2,1,kid,Lunges
v_Lunges_g14_c02,1,2,2,young,Lunges
v_Lunges_g14_c03,1,2,2,young,Lunges
v_Lunges_g14_c05,4,0,1,kid,Lunges
v_Lunges_g14_c07,2,1,2,kid,Lunges
v_Lunges_g17_c01,0,5,0,young,Lunges
v_Lunges_g17_c03,0,5,0,young,Lunges
v_Lunges_g22_c01,0,3,2,young,Lunges
v_Lunges_g23_c02,2,1,2,kid,Lunges
v_Lunges_g23_c03,0,4,1,young,Lunges
v_Lunges_g25_c02,1,4,0,young,Lunges
v_MilitaryParade_g05_c04,3,0,2,kid,MilitaryParade
v_MilitaryParade_g11_c02,0,4,1,young,MilitaryParade
v_Mixing_g20_c03,0,5,0,young,Mixing
v_MoppingFloor_g11_c03,0,4,1,young,MoppingFloor
v_MoppingFloor_g11_c04,0,5,0,young,MoppingFloor
v_MoppingFloor_g15_c02,0,3,2,young,MoppingFloor
v_MoppingFloor_g18_c01,0,2,3,old,MoppingFloor
v_MoppingFloor_g18_c05,1,0,4,old,MoppingFloor
v_MoppingFloor_g18_c06,0,0,5,old,MoppingFloor
v_MoppingFloor_g19_c04,0,3,2,young,MoppingFloor
v_MoppingFloor_g20_c03,1,2,2,young,MoppingFloor
v_MoppingFloor_g21_c01,2,0,3,old,MoppingFloor
v_MoppingFloor_g21_c04,0,2,3,old,MoppingFloor
v_MoppingFloor_g23_c01,0,5,0,young,MoppingFloor
v_MoppingFloor_g23_c02,0,5,0,young,MoppingFloor
v_MoppingFloor_g25_c02,0,0,5,old,MoppingFloor
v_MoppingFloor_g25_c04,1,3,1,young,MoppingFloor
v_Nunchucks_g02_c01,0,1,4,old,Nunchucks
v_Nunchucks_g02_c04,1,1,3,old,Nunchucks
v_Nunchucks_g02_c06,1,1,3,old,Nunchucks
v_Nunchucks_g03_c07,0,0,5,old,Nunchucks
v_Nunchucks_g05_c02,2,3,0,young,Nunchucks
v_Nunchucks_g06_c02,0,2,3,old,Nunchucks
v_Nunchucks_g08_c02,3,2,0,kid,Nunchucks
v_Nunchucks_g08_c03,3,2,0,kid,Nunchucks
v_Nunchucks_g08_c05,4,1,0,kid,Nunchucks
v_Nunchucks_g09_c02,2,3,0,young,Nunchucks
v_Nunchucks_g09_c05,2,3,0,young,Nunchucks
v_Nunchucks_g10_c01,3,1,1,kid,Nunchucks
v_Nunchucks_g10_c03,3,2,0,kid,Nunchucks
v_Nunchucks_g10_c04,0,5,0,young,Nunchucks
v_Nunchucks_g22_c02,1,4,0,young,Nunchucks
v_Nunchucks_g22_c03,0,0,5,old,Nunchucks
v_Nunchucks_g25_c02,2,3,0,young,Nunchucks
v_ParallelBars_g20_c01,0,1,4,old,ParallelBars
v_ParallelBars_g20_c03,4,1,0,kid,ParallelBars
v_ParallelBars_g22_c03,0,1,4,old,ParallelBars
v_ParallelBars_g23_c01,0,2,3,old,ParallelBars
v_PizzaTossing_g02_c05,4,1,0,kid,PizzaTossing
v_PizzaTossing_g06_c02,2,3,0,young,PizzaTossing
v_PizzaTossing_g06_c03,2,2,1,kid,PizzaTossing
v_PizzaTossing_g06_c04,1,3,1,young,PizzaTossing
v_PizzaTossing_g07_c03,0,1,4,old,PizzaTossing
v_PizzaTossing_g07_c04,1,1,3,old,PizzaTossing
v_PizzaTossing_g08_c03,1,0,4,old,PizzaTossing
v_PizzaTossing_g08_c04,0,1,4,old,PizzaTossing
v_PizzaTossing_g09_c04,3,0,2,kid,PizzaTossing
v_PizzaTossing_g10_c04,0,4,1,young,PizzaTossing
v_PizzaTossing_g14_c02,3,1,1,kid,PizzaTossing
v_PizzaTossing_g16_c04,0,3,2,young,PizzaTossing
v_PizzaTossing_g20_c03,0,0,5,old,PizzaTossing
v_PizzaTossing_g20_c04,1,2,2,young,PizzaTossing
v_PizzaTossing_g24_c04,0,4,1,young,PizzaTossing
v_PlayingCello_g06_c01,1,4,0,young,PlayingCello
v_PlayingCello_g15_c03,3,2,0,kid,PlayingCello
v_PlayingCello_g15_c04,3,2,0,kid,PlayingCello
v_PlayingCello_g18_c01,3,2,0,kid,PlayingCello
v_PlayingCello_g18_c04,3,2,0,kid,PlayingCello
v_PlayingCello_g18_c07,4,1,0,kid,PlayingCello
v_PlayingCello_g20_c03,4,1,0,kid,PlayingCello
v_PlayingCello_g22_c02,2,3,0,young,PlayingCello
v_PlayingCello_g22_c07,0,5,0,young,PlayingCello
v_PlayingCello_g23_c05,0,4,1,young,PlayingCello
v_PlayingCello_g23_c06,0,4,1,young,PlayingCello
v_PlayingCello_g23_c07,0,3,2,young,PlayingCello
v_PlayingCello_g24_c06,2,3,0,young,PlayingCello
v_PlayingCello_g25_c05,0,5,0,young,PlayingCello
v_PlayingCello_g25_c06,0,5,0,young,PlayingCello
