video_name,thin_and_tall_count,thin_and_short_count,wide_and_tall_count,wide_and_short_count,final,category
v_BoxingPunchingBag_g06_c05,0,0,1,4,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g06_c07,0,1,0,4,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g07_c02,0,3,0,2,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g08_c02,0,0,1,4,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g08_c06,0,0,2,3,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g08_c07,0,0,2,3,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g09_c02,1,1,1,2,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g11_c02,0,2,3,0,wide_and_tall,BoxingPunchingBag
v_BoxingPunchingBag_g12_c04,0,4,1,0,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g12_c05,0,4,0,1,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g12_c07,0,3,0,2,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g16_c04,3,1,0,1,thin_and_tall,BoxingPunchingBag
v_BoxingPunchingBag_g16_c05,1,2,0,2,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g16_c06,3,0,0,2,thin_and_tall,BoxingPunchingBag
v_BoxingPunchingBag_g18_c06,0,2,0,3,wide_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g20_c01,1,2,0,2,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g20_c04,0,5,0,0,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g21_c01,1,4,0,0,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g21_c03,2,3,0,0,thin_and_short,BoxingPunchingBag
v_BoxingPunchingBag_g24_c07,2,1,0,2,thin_and_tall,BoxingPunchingBag
v_BoxingPunchingBag_g25_c07,3,2,0,0,thin_and_tall,BoxingPunchingBag
v_BoxingSpeedBag_g01_c04,4,1,0,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g06_c04,1,4,0,0,thin_and_short,BoxingSpeedBag
v_BoxingSpeedBag_g08_c02,2,0,3,0,wide_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g08_c04,2,0,3,0,wide_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g09_c04,1,0,4,0,wide_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g09_c07,2,0,3,0,wide_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g11_c02,2,1,1,1,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g11_c03,2,1,2,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g11_c04,2,2,1,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g12_c02,1,0,1,3,wide_and_short,BoxingSpeedBag
v_BoxingSpeedBag_g12_c05,1,0,0,4,wide_and_short,BoxingSpeedBag
v_BoxingSpeedBag_g14_c02,0,0,0,5,wide_and_short,BoxingSpeedBag
v_BoxingSpeedBag_g15_c01,3,2,0,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g15_c02,3,2,0,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g16_c02,2,3,0,0,thin_and_short,BoxingSpeedBag
v_BoxingSpeedBag_g17_c01,4,1,0,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g21_c03,2,2,1,0,thin_and_tall,BoxingSpeedBag
v_BoxingSpeedBag_g21_c04,0,1,4,0,wide_and_tall,BoxingSpeedBag
v_BreastStroke_g02_c03,3,2,0,0,thin_and_tall,BreastStroke
v_BreastStroke_g03_c04,0,2,0,3,wide_and_short,BreastStroke
v_BreastStroke_g04_c04,3,2,0,0,thin_and_tall,BreastStroke
v_BreastStroke_g05_c02,0,2,0,3,wide_and_short,BreastStroke
v_BreastStroke_g07_c01,0,2,0,3,wide_and_short,BreastStroke
v_BrushingTeeth_g02_c03,0,3,0,2,thin_and_short,BrushingTeeth
v_BrushingTeeth_g04_c02,0,1,0,4,wide_and_short,BrushingTeeth
v_BrushingTeeth_g05_c02,0,1,0,4,wide_and_short,BrushingTeeth
v_BrushingTeeth_g05_c03,3,0,0,2,thin_and_tall,BrushingTeeth
v_BrushingTeeth_g05_c05,2,1,0,2,thin_and_tall,BrushingTeeth
v_BrushingTeeth_g08_c02,1,4,0,0,thin_and_short,BrushingTeeth
v_BrushingTeeth_g11_c03,3,1,0,1,thin_and_tall,BrushingTeeth
v_BrushingTeeth_g12_c03,2,0,2,1,thin_and_tall,BrushingTeeth
v_BrushingTeeth_g14_c02,0,2,0,3,wide_and_short,BrushingTeeth
v_BrushingTeeth_g14_c03,0,2,0,3,wide_and_short,BrushingTeeth
v_BrushingTeeth_g18_c01,2,0,3,0,wide_and_tall,BrushingTeeth
v_BrushingTeeth_g18_c07,1,0,3,1,wide_and_tall,BrushingTeeth
v_BrushingTeeth_g22_c05,3,0,0,2,thin_and_tall,BrushingTeeth
v_BrushingTeeth_g22_c07,2,0,1,2,thin_and_tall,BrushingTeeth
v_BrushingTeeth_g23_c01,0,1,0,4,wide_and_short,BrushingTeeth
v_BrushingTeeth_g23_c04,0,1,0,4,wide_and_short,BrushingTeeth
v_BrushingTeeth_g25_c01,0,2,0,3,wide_and_short,BrushingTeeth
v_BrushingTeeth_g25_c02,0,1,0,4,wide_and_short,BrushingTeeth
v_BrushingTeeth_g25_c04,0,2,0,3,wide_and_short,BrushingTeeth
v_CleanAndJerk_g03_c01,2,2,1,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g03_c02,4,1,0,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g03_c04,1,4,0,0,thin_and_short,CleanAndJerk
v_CleanAndJerk_g06_c04,2,2,1,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g07_c02,0,1,4,0,wide_and_tall,CleanAndJerk
v_CleanAndJerk_g07_c03,0,2,3,0,wide_and_tall,CleanAndJerk
v_CleanAndJerk_g09_c01,0,1,2,2,wide_and_tall,CleanAndJerk
v_CleanAndJerk_g15_c03,1,1,3,0,wide_and_tall,CleanAndJerk
v_CleanAndJerk_g15_c04,0,2,3,0,wide_and_tall,CleanAndJerk
v_CleanAndJerk_g17_c04,3,2,0,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g18_c01,2,2,1,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g19_c01,2,2,1,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g19_c04,0,5,0,0,thin_and_short,CleanAndJerk
v_CleanAndJerk_g20_c01,3,1,1,0,thin_and_tall,CleanAndJerk
v_CleanAndJerk_g20_c03,1,4,0,0,thin_and_short,CleanAndJerk
v_CleanAndJerk_g20_c04,0,3,2,0,thin_and_short,CleanAndJerk
v_CleanAndJerk_g22_c01,0,5,0,0,thin_and_short,CleanAndJerk
v_CleanAndJerk_g24_c04,0,0,3,2,wide_and_tall,CleanAndJerk
v_CliffDiving_g03_c03,0,1,0,4,wide_and_short,CliffDiving
v_CliffDiving_g03_c04,0,1,0,4,wide_and_short,CliffDiving
v_CliffDiving_g04_c01,0,0,0,5,wide_and_short,CliffDiving
v_CliffDiving_g05_c01,0,0,3,2,wide_and_tall,CliffDiving
v_CliffDiving_g05_c02,0,0,2,3,wide_and_short,CliffDiving
v_CliffDiving_g05_c03,2,1,1,1,thin_and_tall,CliffDiving
v_CliffDiving_g05_c05,2,1,2,0,thin_and_tall,CliffDiving
v_CliffDiving_g05_c07,0,1,2,2,wide_and_tall,CliffDiving
v_CliffDiving_g06_c07,0,3,0,2,thin_and_short,CliffDiving
v_CliffDiving_g07_c02,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g07_c05,0,1,0,4,wide_and_short,CliffDiving
v_CliffDiving_g09_c02,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g09_c03,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g10_c06,0,1,0,4,wide_and_short,CliffDiving
v_CliffDiving_g12_c02,0,4,0,1,thin_and_short,CliffDiving
v_CliffDiving_g12_c04,0,4,0,1,thin_and_short,CliffDiving
v_CliffDiving_g12_c05,0,3,0,2,thin_and_short,CliffDiving
v_CliffDiving_g15_c01,0,0,0,5,wide_and_short,CliffDiving
v_CliffDiving_g15_c04,0,1,0,4,wide_and_short,CliffDiving
v_CliffDiving_g17_c03,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g18_c01,0,0,0,5,wide_and_short,CliffDiving
v_CliffDiving_g18_c03,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g20_c04,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g20_c05,0,0,0,5,wide_and_short,CliffDiving
v_CliffDiving_g21_c04,0,2,0,3,wide_and_short,CliffDiving
v_CliffDiving_g22_c01,0,1,0,4,wide_and_short,CliffDiving
v_CliffDiving_g25_c03,0,1,0,4,wide_and_short,CliffDiving
v_CricketBowling_g02_c04,0,3,0,2,thin_and_short,CricketBowling
v_CricketBowling_g03_c01,0,4,0,1,thin_and_short,CricketBowling
v_CricketBowling_g05_c01,0,2,0,3,wide_and_short,CricketBowling
v_CricketBowling_g05_c04,0,0,0,5,wide_and_short,CricketBowling
v_CricketBowling_g06_c05,0,1,0,4,wide_and_short,CricketBowling
v_CricketBowling_g13_c01,0,1,0,4,wide_and_short,CricketBowling
v_CricketBowling_g13_c02,0,2,0,3,wide_and_short,CricketBowling
v_CricketBowling_g17_c03,0,3,0,2,thin_and_short,CricketBowling
v_CricketBowling_g17_c04,0,4,0,1,thin_and_short,CricketBowling
v_CricketBowling_g18_c04,0,3,0,2,thin_and_short,CricketBowling
v_CricketBowling_g24_c02,0,3,0,2,thin_and_short,CricketBowling
v_CricketBowling_g25_c01,0,3,0,2,thin_and_short,CricketBowling
v_CricketShot_g05_c02,0,1,0,4,wide_and_short,CricketShot
v_CricketShot_g05_c04,0,0,0,5,wide_and_short,CricketShot
v_CricketShot_g05_c05,0,2,0,3,wide_and_short,CricketShot
v_CricketShot_g06_c03,0,0,0,5,wide_and_short,CricketShot
v_CricketShot_g06_c04,0,2,0,3,wide_and_short,CricketShot
v_CricketShot_g07_c06,0,0,0,5,wide_and_short,CricketShot
v_CricketShot_g07_c07,0,1,0,4,wide_and_short,CricketShot
v_CricketShot_g12_c03,0,3,0,2,thin_and_short,CricketShot
v_CricketShot_g12_c06,0,5,0,0,thin_and_short,CricketShot
v_CricketShot_g12_c07,0,4,0,1,thin_and_short,CricketShot
v_CricketShot_g13_c04,0,3,0,2,thin_and_short,CricketShot
v_CricketShot_g14_c03,0,3,0,2,thin_and_short,CricketShot
v_CricketShot_g14_c06,0,4,0,1,thin_and_short,CricketShot
v_CricketShot_g15_c06,0,3,0,2,thin_and_short,CricketShot
v_CricketShot_g16_c05,0,2,0,3,wide_and_short,CricketShot
v_CricketShot_g16_c07,0,1,0,4,wide_and_short,CricketShot
v_CricketShot_g17_c03,0,5,0,0,thin_and_short,CricketShot
v_CricketShot_g17_c05,0,4,0,1,thin_and_short,CricketShot
v_CricketShot_g20_c01,0,3,2,0,thin_and_short,CricketShot
v_CricketShot_g20_c02,0,3,0,2,thin_and_short,CricketShot
v_CricketShot_g20_c05,0,0,3,2,wide_and_tall,CricketShot
v_CricketShot_g25_c06,0,1,0,4,wide_and_short,CricketShot
v_CuttingInKitchen_g02_c02,2,0,3,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g02_c03,1,2,0,2,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g03_c04,2,0,0,3,wide_and_short,CuttingInKitchen
v_CuttingInKitchen_g04_c03,2,0,3,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g05_c01,2,3,0,0,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g05_c02,1,3,0,1,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g05_c05,0,1,0,4,wide_and_short,CuttingInKitchen
v_CuttingInKitchen_g06_c01,2,3,0,0,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g06_c02,0,5,0,0,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g09_c01,2,3,0,0,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g11_c02,1,0,4,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g11_c04,2,0,3,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g12_c01,2,3,0,0,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g13_c03,0,0,3,2,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g18_c04,0,0,3,2,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g21_c01,1,4,0,0,thin_and_short,CuttingInKitchen
v_CuttingInKitchen_g22_c02,2,0,3,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g22_c04,1,0,4,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g23_c01,2,0,3,0,wide_and_tall,CuttingInKitchen
v_CuttingInKitchen_g24_c03,5,0,0,0,thin_and_tall,CuttingInKitchen
v_CuttingInKitchen_g24_c04,2,1,1,1,thin_and_tall,CuttingInKitchen
v_CuttingInKitchen_g25_c02,5,0,0,0,thin_and_tall,CuttingInKitchen
v_Diving_g21_c05,3,0,0,2,thin_and_tall,Diving
v_Drumming_g03_c01,0,1,0,4,wide_and_short,Drumming
v_Drumming_g03_c04,0,2,0,3,wide_and_short,Drumming
v_Drumming_g05_c03,0,1,0,4,wide_and_short,Drumming
v_Drumming_g05_c06,0,1,0,4,wide_and_short,Drumming
v_Drumming_g06_c01,2,0,0,3,wide_and_short,Drumming
v_Drumming_g06_c05,0,2,0,3,wide_and_short,Drumming
v_Drumming_g09_c03,0,3,0,2,thin_and_short,Drumming
v_Drumming_g22_c03,0,2,0,3,wide_and_short,Drumming
v_Fencing_g02_c01,0,5,0,0,thin_and_short,Fencing
v_Fencing_g05_c02,0,4,0,1,thin_and_short,Fencing
v_Fencing_g08_c02,0,0,0,5,wide_and_short,Fencing
v_Fencing_g08_c03,3,1,0,1,thin_and_tall,Fencing
v_Fencing_g09_c02,0,3,0,2,thin_and_short,Fencing
v_Fencing_g11_c03,0,2,0,3,wide_and_short,Fencing
v_Fencing_g12_c04,0,2,0,3,wide_and_short,Fencing
v_Fencing_g12_c05,0,0,0,5,wide_and_short,Fencing
v_Fencing_g13_c03,0,1,0,4,wide_and_short,Fencing
v_Fencing_g13_c04,0,2,0,3,wide_and_short,Fencing
v_Fencing_g14_c04,0,3,1,1,thin_and_short,Fencing
v_Fencing_g16_c01,0,4,0,1,thin_and_short,Fencing
v_Fencing_g17_c01,0,1,0,4,wide_and_short,Fencing
v_Fencing_g17_c03,0,1,0,4,wide_and_short,Fencing
v_Fencing_g19_c03,0,3,0,2,thin_and_short,Fencing
v_Fencing_g21_c01,0,1,0,4,wide_and_short,Fencing
v_Fencing_g21_c02,0,1,0,4,wide_and_short,Fencing
v_FieldHockeyPenalty_g03_c03,0,4,0,1,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c02,0,3,0,2,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c03,0,3,0,2,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c05,0,3,0,2,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g07_c02,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g07_c04,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g08_c04,0,5,0,0,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g09_c04,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g11_c02,0,4,0,1,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g14_c03,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g14_c07,0,1,0,4,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g15_c02,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c03,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c04,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c04,0,3,0,2,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c01,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c04,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g19_c04,0,5,0,0,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g20_c04,0,5,0,0,thin_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g21_c03,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g21_c04,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g22_c01,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g22_c02,0,2,0,3,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g23_c01,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FieldHockeyPenalty_g23_c02,0,0,0,5,wide_and_short,FieldHockeyPenalty
v_FloorGymnastics_g01_c03,0,0,0,5,wide_and_short,FloorGymnastics
v_FloorGymnastics_g01_c05,0,2,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g05_c01,3,1,0,1,thin_and_tall,FloorGymnastics
v_FloorGymnastics_g06_c01,1,3,0,1,thin_and_short,FloorGymnastics
v_FloorGymnastics_g06_c02,0,4,0,1,thin_and_short,FloorGymnastics
v_FloorGymnastics_g06_c03,0,5,0,0,thin_and_short,FloorGymnastics
v_FloorGymnastics_g08_c04,0,4,0,1,thin_and_short,FloorGymnastics
v_FloorGymnastics_g09_c01,2,1,0,2,thin_and_tall,FloorGymnastics
v_FloorGymnastics_g09_c02,1,1,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g09_c06,0,1,2,2,wide_and_tall,FloorGymnastics
v_FloorGymnastics_g10_c02,0,1,0,4,wide_and_short,FloorGymnastics
v_FloorGymnastics_g11_c03,2,2,0,1,thin_and_tall,FloorGymnastics
v_FloorGymnastics_g12_c02,0,2,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g12_c05,0,2,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g13_c01,1,1,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g13_c04,0,2,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g14_c04,0,1,0,4,wide_and_short,FloorGymnastics
v_FloorGymnastics_g14_c05,0,0,0,5,wide_and_short,FloorGymnastics
v_FloorGymnastics_g17_c05,0,4,0,1,thin_and_short,FloorGymnastics
v_FloorGymnastics_g18_c02,1,2,1,1,thin_and_short,FloorGymnastics
v_FloorGymnastics_g18_c04,1,2,0,2,thin_and_short,FloorGymnastics
v_FloorGymnastics_g18_c06,0,3,0,2,thin_and_short,FloorGymnastics
v_FloorGymnastics_g19_c01,1,0,0,4,wide_and_short,FloorGymnastics
v_FloorGymnastics_g20_c04,0,1,0,4,wide_and_short,FloorGymnastics
v_FloorGymnastics_g21_c01,2,0,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g21_c02,1,1,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g21_c04,2,0,1,2,thin_and_tall,FloorGymnastics
v_FloorGymnastics_g22_c01,0,1,0,4,wide_and_short,FloorGymnastics
v_FloorGymnastics_g22_c02,0,2,0,3,wide_and_short,FloorGymnastics
v_FloorGymnastics_g24_c04,2,2,0,1,thin_and_tall,FloorGymnastics
v_FrisbeeCatch_g01_c02,0,2,0,3,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g01_c04,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g01_c06,0,0,0,5,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g02_c02,0,5,0,0,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g02_c03,0,5,0,0,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g04_c02,0,2,0,3,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g05_c01,0,2,2,1,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g05_c04,0,4,0,1,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g08_c01,0,5,0,0,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g08_c04,0,4,0,1,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g09_c01,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g09_c02,0,2,0,3,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g11_c01,0,3,0,2,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g12_c02,0,0,0,5,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g12_c03,0,2,0,3,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g13_c03,0,0,0,5,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g14_c03,0,3,0,2,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g14_c04,0,4,0,1,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g15_c02,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g15_c03,0,2,0,3,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g16_c01,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g16_c06,0,2,0,3,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g18_c02,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g18_c04,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g22_c01,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g22_c05,0,0,0,5,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g23_c04,0,3,0,2,thin_and_short,FrisbeeCatch
v_FrisbeeCatch_g24_c02,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrisbeeCatch_g24_c03,0,1,0,4,wide_and_short,FrisbeeCatch
v_FrontCrawl_g03_c04,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g04_c04,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g05_c04,4,1,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g06_c03,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g08_c01,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g08_c04,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g09_c04,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g10_c02,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g10_c04,5,0,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g11_c02,2,3,0,0,thin_and_short,FrontCrawl
v_FrontCrawl_g15_c02,1,4,0,0,thin_and_short,FrontCrawl
v_FrontCrawl_g16_c01,2,2,0,1,thin_and_tall,FrontCrawl
v_FrontCrawl_g16_c03,2,2,1,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g17_c04,4,1,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g18_c04,2,3,0,0,thin_and_short,FrontCrawl
v_FrontCrawl_g20_c01,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g20_c04,3,2,0,0,thin_and_tall,FrontCrawl
v_FrontCrawl_g21_c03,2,3,0,0,thin_and_short,FrontCrawl
v_GolfSwing_g02_c01,0,0,2,3,wide_and_short,GolfSwing
v_GolfSwing_g04_c01,1,3,0,1,thin_and_short,GolfSwing
v_GolfSwing_g04_c02,2,2,0,1,thin_and_tall,GolfSwing
v_GolfSwing_g04_c06,2,1,2,0,thin_and_tall,GolfSwing
v_GolfSwing_g05_c01,0,0,2,3,wide_and_short,GolfSwing
v_GolfSwing_g05_c03,3,0,2,0,thin_and_tall,GolfSwing
v_GolfSwing_g05_c04,0,3,2,0,thin_and_short,GolfSwing
v_GolfSwing_g05_c05,3,0,2,0,thin_and_tall,GolfSwing
v_GolfSwing_g06_c02,0,0,0,5,wide_and_short,GolfSwing
v_GolfSwing_g06_c03,1,4,0,0,thin_and_short,GolfSwing
v_GolfSwing_g07_c01,0,0,5,0,wide_and_tall,GolfSwing
v_GolfSwing_g07_c04,0,2,3,0,wide_and_tall,GolfSwing
v_GolfSwing_g07_c05,0,0,0,5,wide_and_short,GolfSwing
v_GolfSwing_g08_c01,3,1,0,1,thin_and_tall,GolfSwing
v_GolfSwing_g08_c04,0,2,0,3,wide_and_short,GolfSwing
v_GolfSwing_g08_c05,3,1,1,0,thin_and_tall,GolfSwing
v_GolfSwing_g09_c02,4,0,1,0,thin_and_tall,GolfSwing
v_GolfSwing_g09_c04,2,0,3,0,wide_and_tall,GolfSwing
v_GolfSwing_g11_c01,0,0,5,0,wide_and_tall,GolfSwing
v_GolfSwing_g11_c02,1,0,4,0,wide_and_tall,GolfSwing
v_GolfSwing_g11_c03,0,1,0,4,wide_and_short,GolfSwing
v_GolfSwing_g11_c07,0,0,4,1,wide_and_tall,GolfSwing
v_GolfSwing_g12_c01,1,0,4,0,wide_and_tall,GolfSwing
v_GolfSwing_g12_c02,0,0,4,1,wide_and_tall,GolfSwing
v_GolfSwing_g13_c01,0,1,0,4,wide_and_short,GolfSwing
v_GolfSwing_g13_c02,1,1,2,1,wide_and_tall,GolfSwing
v_GolfSwing_g14_c03,0,0,4,1,wide_and_tall,GolfSwing
v_GolfSwing_g15_c03,0,0,0,5,wide_and_short,GolfSwing
v_GolfSwing_g17_c02,2,3,0,0,thin_and_short,GolfSwing
v_GolfSwing_g17_c03,3,1,1,0,thin_and_tall,GolfSwing
v_GolfSwing_g17_c07,1,0,1,3,wide_and_short,GolfSwing
v_GolfSwing_g18_c04,2,3,0,0,thin_and_short,GolfSwing
v_GolfSwing_g18_c06,0,5,0,0,thin_and_short,GolfSwing
v_GolfSwing_g19_c01,0,2,1,2,thin_and_short,GolfSwing
v_GolfSwing_g19_c06,1,0,4,0,wide_and_tall,GolfSwing
v_GolfSwing_g20_c01,5,0,0,0,thin_and_tall,GolfSwing
v_GolfSwing_g20_c04,1,1,0,3,wide_and_short,GolfSwing
v_GolfSwing_g20_c06,3,2,0,0,thin_and_tall,GolfSwing
v_GolfSwing_g21_c01,0,2,0,3,wide_and_short,GolfSwing
v_GolfSwing_g21_c03,1,1,1,2,wide_and_short,GolfSwing
v_GolfSwing_g21_c04,4,0,0,1,thin_and_tall,GolfSwing
v_GolfSwing_g21_c05,2,1,1,1,thin_and_tall,GolfSwing
v_GolfSwing_g22_c01,1,1,2,1,wide_and_tall,GolfSwing
v_GolfSwing_g22_c04,0,0,0,5,wide_and_short,GolfSwing
v_GolfSwing_g22_c05,0,0,4,1,wide_and_tall,GolfSwing
v_GolfSwing_g22_c06,0,1,0,4,wide_and_short,GolfSwing
v_GolfSwing_g23_c03,0,5,0,0,thin_and_short,GolfSwing
v_GolfSwing_g23_c04,0,5,0,0,thin_and_short,GolfSwing
v_GolfSwing_g23_c07,0,0,1,4,wide_and_short,GolfSwing
v_GolfSwing_g24_c06,3,0,0,2,thin_and_tall,GolfSwing
v_GolfSwing_g24_c07,1,3,0,1,thin_and_short,GolfSwing
v_GolfSwing_g25_c03,2,3,0,0,thin_and_short,GolfSwing
v_GolfSwing_g25_c05,2,0,3,0,wide_and_tall,GolfSwing
v_GolfSwing_g25_c06,0,0,3,2,wide_and_tall,GolfSwing
