video_name,male_count,female_count,final,category
v_HammerThrow_g15_c05,1,4,female,HammerThrow
v_HammerThrow_g16_c02,4,1,male,HammerThrow
v_HammerThrow_g16_c03,4,1,male,HammerThrow
v_HammerThrow_g17_c01,4,1,male,HammerThrow
v_HammerThrow_g17_c03,3,2,male,HammerThrow
v_HammerThrow_g18_c02,5,0,male,HammerThrow
v_HammerThrow_g18_c04,4,1,male,HammerThrow
v_HammerThrow_g19_c01,1,4,female,HammerThrow
v_HammerThrow_g19_c05,1,4,female,HammerThrow
v_HammerThrow_g19_c07,2,3,female,HammerThrow
v_HammerThrow_g20_c03,4,1,male,HammerThrow
v_HammerThrow_g20_c04,3,2,male,HammerThrow
v_HammerThrow_g21_c03,4,1,male,HammerThrow
v_HammerThrow_g21_c04,4,1,male,HammerThrow
v_HammerThrow_g22_c05,4,1,male,HammerThrow
v_HammerThrow_g22_c07,3,2,male,HammerThrow
v_HammerThrow_g23_c02,3,2,male,HammerThrow
v_HammerThrow_g23_c04,5,0,male,HammerThrow
v_HammerThrow_g25_c01,5,0,male,HammerThrow
v_Hammering_g12_c04,5,0,male,Hammering
v_Hammering_g12_c05,5,0,male,Hammering
v_Hammering_g16_c04,2,3,female,Hammering
v_Hammering_g25_c04,5,0,male,Hammering
v_HandstandPushups_g03_c01,3,2,male,HandstandPushups
v_HandstandPushups_g08_c01,2,3,female,HandstandPushups
v_HandstandPushups_g16_c03,3,2,male,HandstandPushups
v_HandstandPushups_g19_c02,1,4,female,HandstandPushups
v_HandstandPushups_g21_c02,2,3,female,HandstandPushups
v_HandstandPushups_g24_c01,3,2,male,HandstandPushups
v_HandstandPushups_g25_c02,2,3,female,HandstandPushups
v_HandstandWalking_g05_c07,2,3,female,HandstandWalking
v_HandstandWalking_g09_c03,3,2,male,HandstandWalking
v_HandstandWalking_g09_c04,3,2,male,HandstandWalking
v_HandstandWalking_g15_c03,5,0,male,HandstandWalking
v_HandstandWalking_g16_c03,3,2,male,HandstandWalking
v_HandstandWalking_g16_c04,5,0,male,HandstandWalking
v_HandstandWalking_g17_c01,1,4,female,HandstandWalking
v_HandstandWalking_g18_c02,1,4,female,HandstandWalking
v_HandstandWalking_g18_c03,1,4,female,HandstandWalking
v_HandstandWalking_g22_c04,4,1,male,HandstandWalking
v_HandstandWalking_g23_c03,2,3,female,HandstandWalking
v_HandstandWalking_g24_c04,1,4,female,HandstandWalking
v_HandstandWalking_g24_c06,2,3,female,HandstandWalking
v_HandstandWalking_g25_c04,5,0,male,HandstandWalking
v_HeadMassage_g01_c03,4,1,male,HeadMassage
v_HeadMassage_g01_c04,5,0,male,HeadMassage
v_HeadMassage_g09_c04,3,2,male,HeadMassage
v_HighJump_g01_c01,2,3,female,HighJump
v_HighJump_g01_c02,1,4,female,HighJump
v_HighJump_g02_c01,0,5,female,HighJump
v_HighJump_g02_c02,2,3,female,HighJump
v_HighJump_g03_c03,4,1,male,HighJump
v_HighJump_g04_c01,3,2,male,HighJump
v_HighJump_g05_c02,2,3,female,HighJump
v_HighJump_g07_c01,3,2,male,HighJump
v_HighJump_g08_c04,2,3,female,HighJump
v_HighJump_g09_c03,1,4,female,HighJump
v_HighJump_g09_c04,2,3,female,HighJump
v_HighJump_g10_c01,3,2,male,HighJump
v_HighJump_g11_c01,2,3,female,HighJump
v_HighJump_g11_c04,2,3,female,HighJump
v_HighJump_g12_c02,1,4,female,HighJump
v_HighJump_g14_c02,2,3,female,HighJump
v_HighJump_g16_c02,0,5,female,HighJump
v_HighJump_g16_c05,1,4,female,HighJump
v_HighJump_g17_c01,4,1,male,HighJump
v_HighJump_g17_c02,4,1,male,HighJump
v_HighJump_g19_c03,0,5,female,HighJump
v_HighJump_g19_c05,2,3,female,HighJump
v_HighJump_g21_c01,3,2,male,HighJump
v_HighJump_g21_c04,4,1,male,HighJump
v_HighJump_g22_c01,2,3,female,HighJump
v_HighJump_g23_c03,4,1,male,HighJump
v_HighJump_g23_c06,3,2,male,HighJump
v_HighJump_g24_c02,3,2,male,HighJump
v_HighJump_g24_c05,5,0,male,HighJump
v_HorseRace_g04_c01,5,0,male,HorseRace
v_HorseRace_g06_c06,3,2,male,HorseRace
v_HorseRace_g12_c03,3,2,male,HorseRace
v_HorseRace_g20_c05,4,1,male,HorseRace
v_HorseRace_g22_c01,2,3,female,HorseRace
v_HorseRace_g23_c01,3,2,male,HorseRace
v_HorseRace_g23_c04,4,1,male,HorseRace
v_HorseRace_g24_c06,3,2,male,HorseRace
v_HorseRace_g24_c07,3,2,male,HorseRace
v_HorseRiding_g02_c02,1,4,female,HorseRiding
v_HorseRiding_g02_c07,2,3,female,HorseRiding
v_HorseRiding_g04_c05,5,0,male,HorseRiding
v_HorseRiding_g04_c06,5,0,male,HorseRiding
v_HorseRiding_g06_c02,2,3,female,HorseRiding
v_HorseRiding_g06_c03,2,3,female,HorseRiding
v_HorseRiding_g06_c06,2,3,female,HorseRiding
v_HorseRiding_g07_c05,3,2,male,HorseRiding
v_HorseRiding_g08_c03,2,3,female,HorseRiding
v_HorseRiding_g09_c04,3,2,male,HorseRiding
v_HorseRiding_g09_c06,3,2,male,HorseRiding
v_HorseRiding_g10_c01,4,1,male,HorseRiding
v_HorseRiding_g10_c04,4,1,male,HorseRiding
v_HorseRiding_g11_c05,4,1,male,HorseRiding
v_HorseRiding_g11_c07,3,2,male,HorseRiding
v_HorseRiding_g12_c03,0,5,female,HorseRiding
v_HorseRiding_g12_c04,1,4,female,HorseRiding
v_HorseRiding_g12_c06,0,5,female,HorseRiding
v_HorseRiding_g13_c02,5,0,male,HorseRiding
v_HorseRiding_g13_c03,4,1,male,HorseRiding
v_HorseRiding_g14_c07,3,2,male,HorseRiding
v_HorseRiding_g15_c03,0,5,female,HorseRiding
v_HorseRiding_g15_c06,1,4,female,HorseRiding
v_HorseRiding_g17_c05,3,2,male,HorseRiding
v_HorseRiding_g19_c05,3,2,male,HorseRiding
v_HorseRiding_g19_c07,4,1,male,HorseRiding
v_HorseRiding_g21_c02,3,2,male,HorseRiding
v_HorseRiding_g21_c03,5,0,male,HorseRiding
v_HorseRiding_g22_c04,3,2,male,HorseRiding
v_HorseRiding_g22_c06,3,2,male,HorseRiding
v_HorseRiding_g23_c05,2,3,female,HorseRiding
v_HorseRiding_g24_c01,0,5,female,HorseRiding
v_HorseRiding_g24_c03,1,4,female,HorseRiding
v_HorseRiding_g24_c07,2,3,female,HorseRiding
v_HorseRiding_g25_c01,3,2,male,HorseRiding
v_HulaHoop_g05_c01,3,2,male,HulaHoop
v_HulaHoop_g06_c01,3,2,male,HulaHoop
v_HulaHoop_g06_c02,5,0,male,HulaHoop
v_HulaHoop_g11_c02,3,2,male,HulaHoop
v_HulaHoop_g15_c02,0,5,female,HulaHoop
v_HulaHoop_g15_c05,0,5,female,HulaHoop
v_HulaHoop_g16_c05,4,1,male,HulaHoop
v_HulaHoop_g22_c01,3,2,male,HulaHoop
v_HulaHoop_g23_c01,3,2,male,HulaHoop
v_IceDancing_g01_c01,1,4,female,IceDancing
v_IceDancing_g01_c06,2,3,female,IceDancing
v_IceDancing_g02_c02,2,3,female,IceDancing
v_IceDancing_g02_c06,2,3,female,IceDancing
v_IceDancing_g03_c04,3,2,male,IceDancing
v_IceDancing_g04_c04,4,1,male,IceDancing
v_IceDancing_g05_c03,3,2,male,IceDancing
v_IceDancing_g05_c06,3,2,male,IceDancing
v_IceDancing_g06_c02,4,1,male,IceDancing
v_IceDancing_g06_c06,4,1,male,IceDancing
v_IceDancing_g07_c04,3,2,male,IceDancing
v_IceDancing_g08_c04,2,3,female,IceDancing
v_IceDancing_g08_c05,1,4,female,IceDancing
v_IceDancing_g08_c07,2,3,female,IceDancing
v_IceDancing_g09_c04,4,1,male,IceDancing
v_IceDancing_g09_c05,3,2,male,IceDancing
v_IceDancing_g10_c01,3,2,male,IceDancing
v_IceDancing_g10_c03,3,2,male,IceDancing
v_IceDancing_g12_c02,0,5,female,IceDancing
v_IceDancing_g12_c06,2,3,female,IceDancing
v_IceDancing_g12_c07,2,3,female,IceDancing
v_IceDancing_g14_c02,1,4,female,IceDancing
v_IceDancing_g14_c05,1,4,female,IceDancing
v_IceDancing_g18_c02,4,1,male,IceDancing
v_IceDancing_g18_c04,4,1,male,IceDancing
v_IceDancing_g18_c05,3,2,male,IceDancing
v_IceDancing_g19_c02,1,4,female,IceDancing
v_IceDancing_g19_c05,2,3,female,IceDancing
v_IceDancing_g20_c05,5,0,male,IceDancing
v_IceDancing_g20_c07,4,1,male,IceDancing
v_IceDancing_g21_c07,2,3,female,IceDancing
v_IceDancing_g23_c01,2,3,female,IceDancing
v_IceDancing_g23_c04,1,4,female,IceDancing
v_IceDancing_g24_c03,2,3,female,IceDancing
v_IceDancing_g25_c01,3,2,male,IceDancing
v_IceDancing_g25_c05,3,2,male,IceDancing
v_IceDancing_g25_c06,4,1,male,IceDancing
v_JavelinThrow_g01_c01,3,2,male,JavelinThrow
v_JavelinThrow_g01_c03,3,2,male,JavelinThrow
v_JavelinThrow_g02_c04,1,4,female,JavelinThrow
v_JavelinThrow_g03_c03,1,4,female,JavelinThrow
v_JavelinThrow_g07_c02,1,4,female,JavelinThrow
v_JavelinThrow_g07_c04,0,5,female,JavelinThrow
v_JavelinThrow_g10_c01,3,2,male,JavelinThrow
v_JavelinThrow_g12_c01,3,2,male,JavelinThrow
v_JavelinThrow_g12_c04,5,0,male,JavelinThrow
v_JavelinThrow_g13_c01,3,2,male,JavelinThrow
v_JavelinThrow_g13_c04,5,0,male,JavelinThrow
v_JavelinThrow_g14_c02,4,1,male,JavelinThrow
v_JavelinThrow_g15_c05,2,3,female,JavelinThrow
v_JavelinThrow_g17_c03,1,4,female,JavelinThrow
v_JavelinThrow_g20_c04,2,3,female,JavelinThrow
v_JavelinThrow_g23_c02,5,0,male,JavelinThrow
v_JavelinThrow_g24_c01,2,3,female,JavelinThrow
v_JavelinThrow_g24_c04,0,5,female,JavelinThrow
v_JavelinThrow_g25_c03,2,3,female,JavelinThrow
v_JugglingBalls_g14_c02,5,0,male,JugglingBalls
v_JugglingBalls_g14_c05,3,2,male,JugglingBalls
v_JugglingBalls_g20_c01,2,3,female,JugglingBalls
v_JumpRope_g07_c01,2,3,female,JumpRope
v_JumpRope_g07_c03,2,3,female,JumpRope
v_JumpRope_g10_c02,2,3,female,JumpRope
v_JumpRope_g19_c02,2,3,female,JumpRope
v_JumpRope_g21_c03,3,2,male,JumpRope
v_JumpRope_g25_c04,2,3,female,JumpRope
v_JumpingJack_g04_c04,2,3,female,JumpingJack
v_JumpingJack_g05_c03,2,3,female,JumpingJack
v_JumpingJack_g11_c02,3,2,male,JumpingJack
v_Kayaking_g02_c01,4,1,male,Kayaking
v_Kayaking_g02_c03,3,2,male,Kayaking
v_Kayaking_g03_c01,3,2,male,Kayaking
v_Kayaking_g03_c04,3,2,male,Kayaking
v_Kayaking_g04_c01,3,2,male,Kayaking
v_Kayaking_g04_c02,3,2,male,Kayaking
v_Kayaking_g05_c01,4,1,male,Kayaking
v_Kayaking_g05_c03,3,2,male,Kayaking
v_Kayaking_g06_c05,3,2,male,Kayaking
v_Kayaking_g06_c06,4,1,male,Kayaking
v_Kayaking_g07_c01,4,1,male,Kayaking
v_Kayaking_g07_c02,5,0,male,Kayaking
v_Kayaking_g08_c02,3,2,male,Kayaking
v_Kayaking_g08_c05,3,2,male,Kayaking
v_Kayaking_g08_c06,4,1,male,Kayaking
v_Kayaking_g10_c01,4,1,male,Kayaking
v_Kayaking_g10_c04,3,2,male,Kayaking
v_Kayaking_g13_c01,3,2,male,Kayaking
v_Kayaking_g15_c01,1,4,female,Kayaking
v_Kayaking_g15_c02,2,3,female,Kayaking
v_Kayaking_g18_c01,2,3,female,Kayaking
v_Kayaking_g21_c05,3,2,male,Kayaking
v_Kayaking_g21_c06,3,2,male,Kayaking
v_Kayaking_g21_c07,3,2,male,Kayaking
v_Kayaking_g22_c02,5,0,male,Kayaking
v_Kayaking_g22_c04,4,1,male,Kayaking
v_Kayaking_g23_c01,4,1,male,Kayaking
v_Kayaking_g23_c04,5,0,male,Kayaking
v_Kayaking_g23_c06,4,1,male,Kayaking
v_Kayaking_g24_c02,3,2,male,Kayaking
v_Kayaking_g24_c04,4,1,male,Kayaking
v_Kayaking_g24_c05,4,1,male,Kayaking
v_Kayaking_g25_c02,3,2,male,Kayaking
v_Knitting_g01_c01,2,3,female,Knitting
v_Knitting_g05_c03,3,2,male,Knitting
v_Knitting_g07_c04,2,3,female,Knitting
v_Knitting_g09_c03,3,2,male,Knitting
v_Knitting_g10_c03,2,3,female,Knitting
v_Knitting_g12_c02,4,1,male,Knitting
v_Knitting_g12_c04,3,2,male,Knitting
v_Knitting_g17_c01,3,2,male,Knitting
v_Knitting_g17_c06,4,1,male,Knitting
v_Knitting_g18_c01,4,1,male,Knitting
v_Knitting_g20_c02,4,1,male,Knitting
v_Knitting_g20_c04,3,2,male,Knitting
v_LongJump_g01_c03,2,3,female,LongJump
v_LongJump_g01_c06,2,3,female,LongJump
v_LongJump_g02_c01,3,2,male,LongJump
v_LongJump_g02_c03,3,2,male,LongJump
v_LongJump_g03_c01,4,1,male,LongJump
v_LongJump_g03_c03,4,1,male,LongJump
v_LongJump_g03_c05,3,2,male,LongJump
v_LongJump_g07_c02,4,1,male,LongJump
v_LongJump_g07_c03,5,0,male,LongJump
v_LongJump_g09_c03,2,3,female,LongJump
v_LongJump_g10_c03,0,5,female,LongJump
v_LongJump_g10_c07,2,3,female,LongJump
v_LongJump_g11_c02,4,1,male,LongJump
v_LongJump_g11_c06,3,2,male,LongJump
v_LongJump_g13_c03,2,3,female,LongJump
v_LongJump_g13_c04,2,3,female,LongJump
v_LongJump_g14_c02,2,3,female,LongJump
v_LongJump_g15_c05,3,2,male,LongJump
v_LongJump_g17_c01,5,0,male,LongJump
v_LongJump_g18_c02,1,4,female,LongJump
v_LongJump_g18_c04,2,3,female,LongJump
v_LongJump_g22_c03,2,3,female,LongJump
v_LongJump_g24_c03,2,3,female,LongJump
v_Lunges_g01_c07,2,3,female,Lunges
v_Lunges_g11_c07,2,3,female,Lunges
v_Lunges_g13_c06,1,4,female,Lunges
v_Lunges_g23_c02,3,2,male,Lunges
v_MilitaryParade_g01_c06,2,3,female,MilitaryParade
v_MilitaryParade_g01_c07,2,3,female,MilitaryParade
v_MilitaryParade_g02_c01,5,0,male,MilitaryParade
v_MilitaryParade_g02_c04,5,0,male,MilitaryParade
v_MilitaryParade_g03_c01,4,1,male,MilitaryParade
v_MilitaryParade_g03_c03,5,0,male,MilitaryParade
v_MilitaryParade_g04_c02,3,2,male,MilitaryParade
v_MilitaryParade_g04_c03,5,0,male,MilitaryParade
v_MilitaryParade_g05_c04,1,4,female,MilitaryParade
v_MilitaryParade_g08_c02,0,5,female,MilitaryParade
v_MilitaryParade_g08_c04,0,5,female,MilitaryParade
v_MilitaryParade_g10_c01,5,0,male,MilitaryParade
v_MilitaryParade_g10_c04,3,2,male,MilitaryParade
v_MilitaryParade_g11_c01,5,0,male,MilitaryParade
v_MilitaryParade_g12_c01,2,3,female,MilitaryParade
v_MilitaryParade_g12_c02,1,4,female,MilitaryParade
v_MilitaryParade_g13_c02,3,2,male,MilitaryParade
v_MilitaryParade_g15_c03,0,5,female,MilitaryParade
v_MilitaryParade_g16_c04,2,3,female,MilitaryParade
v_MilitaryParade_g17_c01,1,4,female,MilitaryParade
v_MilitaryParade_g19_c02,1,4,female,MilitaryParade
v_MilitaryParade_g19_c06,1,4,female,MilitaryParade
v_MilitaryParade_g19_c07,1,4,female,MilitaryParade
v_MilitaryParade_g22_c03,2,3,female,MilitaryParade
v_MilitaryParade_g23_c01,1,4,female,MilitaryParade
v_MilitaryParade_g24_c02,2,3,female,MilitaryParade
v_MilitaryParade_g25_c02,1,4,female,MilitaryParade
v_Mixing_g10_c03,4,1,male,Mixing
v_Mixing_g13_c05,5,0,male,Mixing
v_MoppingFloor_g11_c04,4,1,male,MoppingFloor
v_MoppingFloor_g12_c04,0,5,female,MoppingFloor
v_MoppingFloor_g15_c04,1,4,female,MoppingFloor
v_MoppingFloor_g16_c03,3,2,male,MoppingFloor
v_MoppingFloor_g21_c01,3,2,male,MoppingFloor
v_MoppingFloor_g21_c04,3,2,male,MoppingFloor
v_MoppingFloor_g22_c01,3,2,male,MoppingFloor
v_MoppingFloor_g22_c04,3,2,male,MoppingFloor
v_Nunchucks_g06_c01,3,2,male,Nunchucks
v_Nunchucks_g06_c02,5,0,male,Nunchucks
v_Nunchucks_g10_c03,1,4,female,Nunchucks
v_Nunchucks_g10_c04,2,3,female,Nunchucks
v_Nunchucks_g11_c01,2,3,female,Nunchucks
v_ParallelBars_g01_c01,5,0,male,ParallelBars
v_ParallelBars_g01_c04,4,1,male,ParallelBars
v_ParallelBars_g02_c03,4,1,male,ParallelBars
v_ParallelBars_g03_c02,3,2,male,ParallelBars
v_ParallelBars_g03_c03,3,2,male,ParallelBars
v_ParallelBars_g05_c05,2,3,female,ParallelBars
v_ParallelBars_g07_c04,3,2,male,ParallelBars
v_ParallelBars_g07_c05,3,2,male,ParallelBars
v_ParallelBars_g08_c05,3,2,male,ParallelBars
v_ParallelBars_g11_c04,3,2,male,ParallelBars
v_ParallelBars_g12_c01,4,1,male,ParallelBars
v_ParallelBars_g14_c02,0,5,female,ParallelBars
v_ParallelBars_g16_c02,4,1,male,ParallelBars
v_ParallelBars_g22_c02,4,1,male,ParallelBars
v_ParallelBars_g22_c03,3,2,male,ParallelBars
v_ParallelBars_g24_c03,4,1,male,ParallelBars
v_ParallelBars_g24_c04,4,1,male,ParallelBars
v_ParallelBars_g25_c02,3,2,male,ParallelBars
v_PizzaTossing_g01_c02,1,4,female,PizzaTossing
v_PizzaTossing_g07_c03,2,3,female,PizzaTossing
v_PizzaTossing_g10_c04,0,5,female,PizzaTossing
v_PizzaTossing_g11_c02,1,4,female,PizzaTossing
v_PizzaTossing_g14_c02,2,3,female,PizzaTossing
v_PizzaTossing_g17_c02,3,2,male,PizzaTossing
v_PizzaTossing_g19_c05,2,3,female,PizzaTossing
v_PlayingCello_g25_c06,3,2,male,PlayingCello
v_PlayingCello_g25_c07,3,2,male,PlayingCello
v_PlayingDhol_g02_c06,2,3,female,PlayingDhol
v_PlayingDhol_g14_c05,2,3,female,PlayingDhol
v_PlayingDhol_g17_c05,2,3,female,PlayingDhol
v_PlayingDhol_g21_c05,2,3,female,PlayingDhol
v_PlayingDhol_g21_c06,0,5,female,PlayingDhol
v_PlayingFlute_g08_c07,2,3,female,PlayingFlute
v_PlayingFlute_g20_c01,0,5,female,PlayingFlute
v_PlayingFlute_g22_c02,3,2,male,PlayingFlute
v_PlayingPiano_g07_c03,5,0,male,PlayingPiano
v_PlayingPiano_g07_c04,5,0,male,PlayingPiano
v_PlayingPiano_g20_c01,1,4,female,PlayingPiano
v_PlayingSitar_g20_c06,2,3,female,PlayingSitar
v_PlayingSitar_g20_c07,2,3,female,PlayingSitar
v_PlayingTabla_g03_c04,1,4,female,PlayingTabla
v_PlayingTabla_g09_c02,2,3,female,PlayingTabla
v_PlayingTabla_g21_c03,3,2,male,PlayingTabla
v_PlayingTabla_g23_c01,0,5,female,PlayingTabla
v_PlayingTabla_g24_c02,3,2,male,PlayingTabla
v_PlayingTabla_g24_c03,5,0,male,PlayingTabla
v_PlayingViolin_g03_c04,0,5,female,PlayingViolin
v_PoleVault_g01_c02,1,4,female,PoleVault
v_PoleVault_g01_c04,2,3,female,PoleVault
v_PoleVault_g03_c01,4,1,male,PoleVault
v_PoleVault_g03_c04,5,0,male,PoleVault
v_PoleVault_g03_c05,3,2,male,PoleVault
v_PoleVault_g04_c06,4,1,male,PoleVault
v_PoleVault_g04_c07,5,0,male,PoleVault
v_PoleVault_g06_c04,3,2,male,PoleVault
v_PoleVault_g06_c05,4,1,male,PoleVault
v_PoleVault_g08_c04,1,4,female,PoleVault
v_PoleVault_g09_c01,5,0,male,PoleVault
v_PoleVault_g10_c02,3,2,male,PoleVault
v_PoleVault_g10_c05,4,1,male,PoleVault
v_PoleVault_g12_c07,1,4,female,PoleVault
v_PoleVault_g13_c03,4,1,male,PoleVault
v_PoleVault_g13_c04,3,2,male,PoleVault
v_PoleVault_g14_c03,5,0,male,PoleVault
v_PoleVault_g14_c07,3,2,male,PoleVault
v_PoleVault_g15_c01,2,3,female,PoleVault
v_PoleVault_g16_c05,5,0,male,PoleVault
v_PoleVault_g17_c04,5,0,male,PoleVault
v_PoleVault_g17_c05,3,2,male,PoleVault
v_PoleVault_g18_c01,1,4,female,PoleVault
v_PoleVault_g19_c01,1,4,female,PoleVault
v_PoleVault_g19_c05,1,4,female,PoleVault
v_PoleVault_g19_c06,1,4,female,PoleVault
v_PoleVault_g20_c05,2,3,female,PoleVault
v_PoleVault_g23_c07,1,4,female,PoleVault
v_PommelHorse_g02_c02,4,1,male,PommelHorse
v_PommelHorse_g04_c03,3,2,male,PommelHorse
v_PommelHorse_g04_c04,3,2,male,PommelHorse
v_PommelHorse_g07_c01,1,4,female,PommelHorse
v_PommelHorse_g07_c02,0,5,female,PommelHorse
v_PommelHorse_g08_c04,2,3,female,PommelHorse
v_PommelHorse_g10_c03,4,1,male,PommelHorse
v_PommelHorse_g11_c02,2,3,female,PommelHorse
v_PommelHorse_g12_c04,2,3,female,PommelHorse
v_PommelHorse_g12_c06,0,5,female,PommelHorse
v_PommelHorse_g12_c07,2,3,female,PommelHorse
v_PommelHorse_g13_c01,3,2,male,PommelHorse
v_PommelHorse_g16_c01,3,2,male,PommelHorse
v_PommelHorse_g16_c04,3,2,male,PommelHorse
v_PommelHorse_g19_c01,4,1,male,PommelHorse
v_PommelHorse_g19_c04,3,2,male,PommelHorse
v_PommelHorse_g19_c05,5,0,male,PommelHorse
v_PommelHorse_g20_c02,2,3,female,PommelHorse
v_PommelHorse_g23_c03,5,0,male,PommelHorse
v_PommelHorse_g23_c04,4,1,male,PommelHorse
v_PommelHorse_g24_c03,3,2,male,PommelHorse
v_PommelHorse_g25_c04,2,3,female,PommelHorse
v_PullUps_g01_c02,2,3,female,PullUps
v_PullUps_g04_c01,3,2,male,PullUps
v_PullUps_g04_c04,4,1,male,PullUps
v_PullUps_g18_c03,5,0,male,PullUps
v_PullUps_g18_c04,4,1,male,PullUps
v_Punch_g01_c03,0,5,female,Punch
v_Punch_g01_c05,0,5,female,Punch
v_Punch_g10_c05,2,3,female,Punch
v_PushUps_g20_c01,4,1,male,PushUps
v_PushUps_g20_c03,3,2,male,PushUps
v_PushUps_g23_c04,4,1,male,PushUps
v_Rafting_g01_c04,4,1,male,Rafting
v_Rafting_g03_c02,2,3,female,Rafting
v_Rafting_g04_c02,3,2,male,Rafting
v_Rafting_g05_c03,3,2,male,Rafting
v_Rafting_g05_c04,5,0,male,Rafting
v_Rafting_g10_c01,3,2,male,Rafting
v_Rafting_g10_c04,4,1,male,Rafting
v_Rafting_g12_c02,4,1,male,Rafting
v_Rafting_g12_c04,3,2,male,Rafting
v_Rafting_g13_c05,1,4,female,Rafting
v_Rafting_g15_c03,2,3,female,Rafting
v_Rafting_g17_c01,1,4,female,Rafting
v_Rafting_g19_c02,1,4,female,Rafting
v_Rafting_g19_c04,1,4,female,Rafting
v_Rafting_g20_c03,3,2,male,Rafting
v_Rafting_g22_c01,2,3,female,Rafting
v_Rafting_g23_c02,4,1,male,Rafting
v_Rafting_g24_c03,3,2,male,Rafting
v_Rafting_g25_c02,4,1,male,Rafting
v_Rafting_g25_c03,5,0,male,Rafting
v_RockClimbingIndoor_g02_c03,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g02_c04,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g04_c01,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g04_c02,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g06_c07,1,4,female,RockClimbingIndoor
v_RockClimbingIndoor_g12_c01,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g12_c03,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g12_c04,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g13_c03,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g13_c05,4,1,male,RockClimbingIndoor
v_RockClimbingIndoor_g14_c03,1,4,female,RockClimbingIndoor
v_RockClimbingIndoor_g14_c04,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g16_c03,0,5,female,RockClimbingIndoor
v_RockClimbingIndoor_g16_c05,1,4,female,RockClimbingIndoor
v_RockClimbingIndoor_g17_c01,5,0,male,RockClimbingIndoor
v_RockClimbingIndoor_g17_c06,3,2,male,RockClimbingIndoor
v_RockClimbingIndoor_g19_c02,1,4,female,RockClimbingIndoor
v_RockClimbingIndoor_g20_c05,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g23_c01,2,3,female,RockClimbingIndoor
v_RockClimbingIndoor_g25_c07,4,1,male,RockClimbingIndoor
v_RopeClimbing_g01_c02,3,2,male,RopeClimbing
v_RopeClimbing_g01_c03,4,1,male,RopeClimbing
v_RopeClimbing_g02_c06,1,4,female,RopeClimbing
v_RopeClimbing_g07_c05,2,3,female,RopeClimbing
v_RopeClimbing_g09_c03,3,2,male,RopeClimbing
v_RopeClimbing_g09_c04,5,0,male,RopeClimbing
v_RopeClimbing_g10_c03,1,4,female,RopeClimbing
v_RopeClimbing_g12_c04,1,4,female,RopeClimbing
v_RopeClimbing_g15_c01,0,5,female,RopeClimbing
v_RopeClimbing_g15_c05,0,5,female,RopeClimbing
v_RopeClimbing_g16_c02,2,3,female,RopeClimbing
v_RopeClimbing_g18_c05,2,3,female,RopeClimbing
v_RopeClimbing_g19_c05,3,2,male,RopeClimbing
v_RopeClimbing_g19_c07,4,1,male,RopeClimbing
v_RopeClimbing_g20_c04,2,3,female,RopeClimbing
v_RopeClimbing_g22_c02,3,2,male,RopeClimbing
v_RopeClimbing_g23_c02,2,3,female,RopeClimbing
v_RopeClimbing_g24_c01,5,0,male,RopeClimbing
v_RopeClimbing_g25_c01,1,4,female,RopeClimbing
v_RopeClimbing_g25_c02,2,3,female,RopeClimbing
v_Rowing_g01_c01,3,2,male,Rowing
v_Rowing_g02_c03,0,5,female,Rowing
v_Rowing_g02_c04,0,5,female,Rowing
v_Rowing_g04_c01,4,1,male,Rowing
v_Rowing_g04_c02,4,1,male,Rowing
v_Rowing_g04_c06,3,2,male,Rowing
v_Rowing_g05_c01,5,0,male,Rowing
v_Rowing_g05_c03,4,1,male,Rowing
v_Rowing_g07_c01,3,2,male,Rowing
v_Rowing_g07_c02,3,2,male,Rowing
v_Rowing_g10_c06,2,3,female,Rowing
v_Rowing_g13_c01,1,4,female,Rowing
v_Rowing_g13_c05,2,3,female,Rowing
v_Rowing_g13_c07,2,3,female,Rowing
v_Rowing_g14_c04,2,3,female,Rowing
v_Rowing_g16_c04,2,3,female,Rowing
v_Rowing_g17_c01,1,4,female,Rowing
v_Rowing_g17_c06,0,5,female,Rowing
v_Rowing_g18_c01,2,3,female,Rowing
v_Rowing_g19_c05,2,3,female,Rowing
v_Rowing_g19_c06,1,4,female,Rowing
v_Rowing_g20_c01,3,2,male,Rowing
v_Rowing_g20_c02,4,1,male,Rowing
v_Rowing_g21_c01,0,5,female,Rowing
v_Rowing_g22_c01,4,1,male,Rowing
v_Rowing_g22_c04,5,0,male,Rowing
v_Rowing_g23_c03,2,3,female,Rowing
v_Rowing_g24_c01,1,4,female,Rowing
v_Rowing_g24_c04,0,5,female,Rowing
v_Rowing_g25_c02,2,3,female,Rowing
v_Rowing_g25_c06,2,3,female,Rowing
v_SalsaSpin_g01_c04,2,3,female,SalsaSpin
v_SalsaSpin_g03_c05,4,1,male,SalsaSpin
