video_name,count_white,count_asian,count_black,count_middle_eastern,count_indian,count_hispanic,final,category
v_Billiards_g24_c03,1,0,2,0,0,2,black,Billiards
v_Billiards_g25_c02,2,3,0,0,0,0,asian,Billiards
v_Billiards_g25_c06,1,0,0,2,2,0,middle_eastern,Billiards
v_BlowDryHair_g02_c03,0,4,0,0,0,1,asian,BlowDryHair
v_BlowDryHair_g03_c02,2,2,0,0,0,1,white,BlowDryHair
v_BlowDryHair_g03_c03,0,2,0,0,0,3,hispanic,BlowDryHair
v_BlowDryHair_g04_c01,0,0,0,3,2,0,middle_eastern,BlowDryHair
v_BlowDryHair_g04_c02,0,0,2,0,3,0,indian,BlowDryHair
v_BlowDryHair_g04_c03,0,0,3,0,2,0,black,BlowDryHair
v_BlowDryHair_g05_c01,1,1,0,0,0,3,hispanic,BlowDryHair
v_BlowDryHair_g07_c05,0,0,0,0,5,0,indian,BlowDryHair
v_BlowDryHair_g07_c07,0,0,1,0,2,2,indian,BlowDryHair
v_BlowDryHair_g09_c03,0,1,0,1,0,3,hispanic,BlowDryHair
v_BlowDryHair_g10_c02,2,0,0,3,0,0,middle_eastern,BlowDryHair
v_BlowDryHair_g10_c06,1,1,0,3,0,0,middle_eastern,BlowDryHair
v_BlowDryHair_g10_c07,1,1,0,3,0,0,middle_eastern,BlowDryHair
v_BlowDryHair_g11_c03,0,0,0,0,4,1,indian,BlowDryHair
v_BlowDryHair_g11_c04,0,0,0,0,3,2,indian,BlowDryHair
v_BlowDryHair_g13_c02,1,1,0,1,0,2,hispanic,BlowDryHair
v_BlowDryHair_g13_c04,0,0,0,0,0,5,hispanic,BlowDryHair
v_BlowDryHair_g15_c03,0,0,4,0,0,1,black,BlowDryHair
v_BlowDryHair_g15_c04,0,0,0,2,1,2,middle_eastern,BlowDryHair
v_BlowDryHair_g18_c03,0,1,1,0,0,3,hispanic,BlowDryHair
v_BlowDryHair_g19_c03,3,0,0,0,2,0,white,BlowDryHair
v_BlowDryHair_g19_c04,1,0,0,0,3,1,indian,BlowDryHair
v_BlowDryHair_g21_c03,2,3,0,0,0,0,asian,BlowDryHair
v_BlowDryHair_g22_c01,0,1,1,0,0,3,hispanic,BlowDryHair
v_BlowDryHair_g22_c02,1,0,1,0,2,1,indian,BlowDryHair
v_BlowDryHair_g22_c03,2,0,0,0,2,1,white,BlowDryHair
v_BlowDryHair_g24_c03,3,0,0,0,0,2,white,BlowDryHair
v_BlowDryHair_g24_c04,5,0,0,0,0,0,white,BlowDryHair
v_BlowingCandles_g01_c02,0,2,0,0,0,3,hispanic,BlowingCandles
v_BlowingCandles_g02_c03,4,0,1,0,0,0,white,BlowingCandles
v_BlowingCandles_g02_c04,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g03_c04,3,0,0,0,2,0,white,BlowingCandles
v_BlowingCandles_g04_c05,0,4,0,0,0,1,asian,BlowingCandles
v_BlowingCandles_g06_c02,2,0,0,0,0,3,hispanic,BlowingCandles
v_BlowingCandles_g06_c04,0,0,0,0,0,5,hispanic,BlowingCandles
v_BlowingCandles_g07_c01,0,0,0,0,0,5,hispanic,BlowingCandles
v_BlowingCandles_g07_c02,1,0,2,0,0,2,black,BlowingCandles
v_BlowingCandles_g08_c04,2,0,0,0,0,3,hispanic,BlowingCandles
v_BlowingCandles_g09_c01,0,1,1,0,0,3,hispanic,BlowingCandles
v_BlowingCandles_g09_c02,0,3,0,0,0,2,asian,BlowingCandles
v_BlowingCandles_g11_c01,0,1,0,0,4,0,indian,BlowingCandles
v_BlowingCandles_g11_c02,0,5,0,0,0,0,asian,BlowingCandles
v_BlowingCandles_g12_c02,0,1,0,0,0,4,hispanic,BlowingCandles
v_BlowingCandles_g12_c03,0,1,2,0,0,2,black,BlowingCandles
v_BlowingCandles_g12_c06,0,1,0,1,0,3,hispanic,BlowingCandles
v_BlowingCandles_g13_c04,0,0,0,1,3,1,indian,BlowingCandles
v_BlowingCandles_g14_c01,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g14_c02,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g15_c01,0,0,0,0,0,5,hispanic,BlowingCandles
v_BlowingCandles_g15_c02,0,0,0,0,0,5,hispanic,BlowingCandles
v_BlowingCandles_g19_c01,0,0,2,0,2,1,black,BlowingCandles
v_BlowingCandles_g19_c02,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g19_c03,0,0,0,0,1,4,hispanic,BlowingCandles
v_BlowingCandles_g20_c01,2,0,0,0,0,3,hispanic,BlowingCandles
v_BlowingCandles_g20_c04,0,5,0,0,0,0,asian,BlowingCandles
v_BlowingCandles_g21_c01,4,0,1,0,0,0,white,BlowingCandles
v_BlowingCandles_g22_c02,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g22_c04,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g24_c04,0,0,0,0,0,5,hispanic,BlowingCandles
v_BlowingCandles_g25_c01,0,0,0,0,0,5,hispanic,BlowingCandles
v_BlowingCandles_g25_c02,0,0,0,0,0,5,hispanic,BlowingCandles
v_BodyWeightSquats_g02_c04,0,0,0,2,0,3,hispanic,BodyWeightSquats
v_BodyWeightSquats_g03_c01,2,0,2,0,0,1,white,BodyWeightSquats
v_BodyWeightSquats_g03_c02,1,0,2,0,0,2,black,BodyWeightSquats
v_BodyWeightSquats_g04_c01,5,0,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g04_c02,5,0,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g06_c04,0,4,0,1,0,0,asian,BodyWeightSquats
v_BodyWeightSquats_g09_c05,0,1,4,0,0,0,black,BodyWeightSquats
v_BodyWeightSquats_g09_c06,0,0,5,0,0,0,black,BodyWeightSquats
v_BodyWeightSquats_g10_c01,0,3,0,0,0,2,asian,BodyWeightSquats
v_BodyWeightSquats_g10_c02,0,4,0,0,0,1,asian,BodyWeightSquats
v_BodyWeightSquats_g11_c04,3,2,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g13_c02,1,4,0,0,0,0,asian,BodyWeightSquats
v_BodyWeightSquats_g14_c03,2,3,0,0,0,0,asian,BodyWeightSquats
v_BodyWeightSquats_g15_c03,5,0,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g15_c04,5,0,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g16_c02,0,1,0,3,0,1,middle_eastern,BodyWeightSquats
v_BodyWeightSquats_g17_c03,1,2,0,0,0,2,asian,BodyWeightSquats
v_BodyWeightSquats_g17_c04,1,1,0,0,0,3,hispanic,BodyWeightSquats
v_BodyWeightSquats_g19_c02,3,2,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g20_c02,0,3,2,0,0,0,asian,BodyWeightSquats
v_BodyWeightSquats_g20_c05,1,4,0,0,0,0,asian,BodyWeightSquats
v_BodyWeightSquats_g21_c02,4,1,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g21_c04,3,2,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g22_c04,0,2,0,0,0,3,hispanic,BodyWeightSquats
v_Bowling_g01_c07,0,1,2,0,2,0,black,Bowling
v_Bowling_g03_c02,3,0,2,0,0,0,white,Bowling
v_Bowling_g03_c06,4,0,1,0,0,0,white,Bowling
v_Bowling_g04_c04,0,1,4,0,0,0,black,Bowling
v_Bowling_g05_c04,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g05_c06,0,1,0,4,0,0,middle_eastern,Bowling
v_Bowling_g05_c07,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g06_c01,1,0,4,0,0,0,black,Bowling
v_Bowling_g06_c02,2,0,3,0,0,0,black,Bowling
v_Bowling_g06_c07,2,0,3,0,0,0,black,Bowling
v_Bowling_g07_c03,0,2,3,0,0,0,black,Bowling
v_Bowling_g07_c06,3,1,1,0,0,0,white,Bowling
v_Bowling_g08_c02,0,3,1,0,1,0,asian,Bowling
v_Bowling_g08_c03,1,0,1,3,0,0,middle_eastern,Bowling
v_Bowling_g08_c04,0,1,2,2,0,0,black,Bowling
v_Bowling_g08_c05,0,1,2,2,0,0,black,Bowling
v_Bowling_g09_c01,0,0,0,5,0,0,middle_eastern,Bowling
v_Bowling_g09_c02,0,1,2,2,0,0,black,Bowling
v_Bowling_g09_c04,2,0,2,0,0,1,white,Bowling
v_Bowling_g09_c05,0,2,0,0,0,3,hispanic,Bowling
v_Bowling_g09_c07,1,1,1,0,0,2,hispanic,Bowling
v_Bowling_g10_c02,1,1,0,3,0,0,middle_eastern,Bowling
v_Bowling_g10_c03,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g10_c05,3,0,0,2,0,0,white,Bowling
v_Bowling_g11_c04,3,0,2,0,0,0,white,Bowling
v_Bowling_g12_c01,0,3,0,1,0,1,asian,Bowling
v_Bowling_g12_c03,3,0,0,2,0,0,white,Bowling
v_Bowling_g14_c01,4,0,0,1,0,0,white,Bowling
v_Bowling_g14_c03,3,0,2,0,0,0,white,Bowling
v_Bowling_g15_c04,3,0,0,1,1,0,white,Bowling
v_Bowling_g15_c05,2,0,1,1,1,0,white,Bowling
v_Bowling_g15_c06,0,0,1,1,3,0,indian,Bowling
v_Bowling_g15_c07,2,0,1,1,1,0,white,Bowling
v_Bowling_g16_c03,1,0,2,2,0,0,black,Bowling
v_Bowling_g17_c04,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g17_c07,1,0,1,3,0,0,middle_eastern,Bowling
v_Bowling_g18_c02,0,0,5,0,0,0,black,Bowling
v_Bowling_g18_c04,1,0,3,1,0,0,black,Bowling
v_Bowling_g20_c01,3,0,0,2,0,0,white,Bowling
v_Bowling_g20_c04,0,0,1,2,0,2,middle_eastern,Bowling
v_Bowling_g20_c05,5,0,0,0,0,0,white,Bowling
v_Bowling_g21_c02,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g21_c03,3,0,2,0,0,0,white,Bowling
v_Bowling_g21_c04,0,0,0,4,0,1,middle_eastern,Bowling
v_Bowling_g22_c02,0,3,1,1,0,0,asian,Bowling
v_Bowling_g22_c03,1,3,0,1,0,0,asian,Bowling
v_Bowling_g22_c05,0,1,3,1,0,0,black,Bowling
v_Bowling_g22_c07,2,1,0,2,0,0,white,Bowling
v_Bowling_g23_c01,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g23_c04,0,0,2,3,0,0,middle_eastern,Bowling
v_Bowling_g23_c05,1,0,1,3,0,0,middle_eastern,Bowling
v_Bowling_g23_c07,0,2,2,0,1,0,asian,Bowling
v_Bowling_g24_c01,3,0,0,2,0,0,white,Bowling
v_Bowling_g24_c02,4,0,1,0,0,0,white,Bowling
v_Bowling_g24_c04,2,1,2,0,0,0,white,Bowling
v_Bowling_g25_c05,5,0,0,0,0,0,white,Bowling
v_BoxingPunchingBag_g02_c05,2,3,0,0,0,0,asian,BoxingPunchingBag
v_BoxingPunchingBag_g03_c02,3,0,0,0,0,2,white,BoxingPunchingBag
v_BoxingPunchingBag_g03_c03,2,0,1,0,0,2,white,BoxingPunchingBag
v_BoxingPunchingBag_g03_c05,1,2,0,0,0,2,asian,BoxingPunchingBag
v_BoxingPunchingBag_g05_c01,2,1,0,0,0,2,white,BoxingPunchingBag
v_BoxingPunchingBag_g05_c02,2,2,0,0,0,1,white,BoxingPunchingBag
v_BoxingPunchingBag_g05_c03,1,1,0,0,0,3,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g05_c06,1,1,0,0,0,3,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g06_c03,0,2,1,0,0,2,asian,BoxingPunchingBag
v_BoxingPunchingBag_g06_c04,0,1,3,0,0,1,black,BoxingPunchingBag
v_BoxingPunchingBag_g06_c05,4,0,0,0,0,1,white,BoxingPunchingBag
v_BoxingPunchingBag_g06_c07,0,3,1,0,0,1,asian,BoxingPunchingBag
v_BoxingPunchingBag_g08_c03,0,2,2,0,1,0,asian,BoxingPunchingBag
v_BoxingPunchingBag_g09_c04,2,3,0,0,0,0,asian,BoxingPunchingBag
v_BoxingPunchingBag_g10_c03,0,0,2,0,0,3,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g11_c05,1,2,2,0,0,0,asian,BoxingPunchingBag
v_BoxingPunchingBag_g13_c01,3,0,0,0,0,2,white,BoxingPunchingBag
v_BoxingPunchingBag_g13_c02,4,0,0,0,0,1,white,BoxingPunchingBag
v_BoxingPunchingBag_g14_c03,0,1,2,0,0,2,black,BoxingPunchingBag
v_BoxingPunchingBag_g14_c06,2,2,1,0,0,0,white,BoxingPunchingBag
v_BoxingPunchingBag_g14_c07,0,0,2,0,0,3,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g15_c01,1,2,1,0,0,1,asian,BoxingPunchingBag
v_BoxingPunchingBag_g15_c02,0,3,2,0,0,0,asian,BoxingPunchingBag
v_BoxingPunchingBag_g16_c01,0,0,0,0,0,5,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g16_c03,0,1,1,0,0,3,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g16_c04,0,2,0,0,0,3,hispanic,BoxingPunchingBag
v_BoxingPunchingBag_g16_c07,1,1,2,0,0,1,black,BoxingPunchingBag
v_BoxingPunchingBag_g17_c02,0,2,2,0,0,1,asian,BoxingPunchingBag
v_BoxingPunchingBag_g18_c02,0,1,0,0,2,2,indian,BoxingPunchingBag
v_BoxingPunchingBag_g20_c03,3,0,0,0,0,2,white,BoxingPunchingBag
v_BoxingPunchingBag_g20_c04,4,1,0,0,0,0,white,BoxingPunchingBag
v_BoxingPunchingBag_g22_c01,2,2,1,0,0,0,white,BoxingPunchingBag
v_BoxingPunchingBag_g22_c03,2,2,1,0,0,0,white,BoxingPunchingBag
v_BoxingPunchingBag_g22_c07,2,2,1,0,0,0,white,BoxingPunchingBag
v_BoxingSpeedBag_g01_c01,0,1,1,0,0,3,hispanic,BoxingSpeedBag
v_BoxingSpeedBag_g01_c03,0,2,0,0,0,3,hispanic,BoxingSpeedBag
v_BoxingSpeedBag_g03_c05,0,2,0,0,0,3,hispanic,BoxingSpeedBag
v_BoxingSpeedBag_g05_c02,0,1,0,0,0,4,hispanic,BoxingSpeedBag
v_BoxingSpeedBag_g06_c02,4,1,0,0,0,0,white,BoxingSpeedBag
v_BoxingSpeedBag_g06_c03,3,2,0,0,0,0,white,BoxingSpeedBag
v_BoxingSpeedBag_g07_c01,1,3,0,0,0,1,asian,BoxingSpeedBag
v_BoxingSpeedBag_g07_c07,0,4,0,0,0,1,asian,BoxingSpeedBag
v_BoxingSpeedBag_g08_c01,1,0,0,0,0,4,hispanic,BoxingSpeedBag
v_BoxingSpeedBag_g09_c03,0,0,0,3,0,2,middle_eastern,BoxingSpeedBag
v_BoxingSpeedBag_g11_c04,1,3,1,0,0,0,asian,BoxingSpeedBag
v_BoxingSpeedBag_g11_c06,1,0,4,0,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g15_c01,1,2,0,0,0,2,asian,BoxingSpeedBag
v_BoxingSpeedBag_g15_c05,1,3,0,0,0,1,asian,BoxingSpeedBag
v_BoxingSpeedBag_g19_c02,0,2,3,0,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g19_c04,0,2,3,0,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g20_c03,2,0,0,3,0,0,middle_eastern,BoxingSpeedBag
v_BoxingSpeedBag_g24_c01,2,1,0,0,0,2,white,BoxingSpeedBag
v_BoxingSpeedBag_g24_c02,0,4,0,0,0,1,asian,BoxingSpeedBag
v_BoxingSpeedBag_g25_c05,0,1,2,0,0,2,black,BoxingSpeedBag
v_BoxingSpeedBag_g25_c07,1,2,1,0,0,1,asian,BoxingSpeedBag
v_BreastStroke_g04_c02,1,2,0,1,1,0,asian,BreastStroke
v_BreastStroke_g05_c02,3,1,1,0,0,0,white,BreastStroke
v_BreastStroke_g06_c01,1,0,2,0,2,0,black,BreastStroke
v_BreastStroke_g06_c02,1,2,0,0,1,1,asian,BreastStroke
v_BreastStroke_g07_c02,0,1,1,1,2,0,indian,BreastStroke
v_BreastStroke_g07_c03,0,0,2,0,1,2,black,BreastStroke
v_BreastStroke_g07_c04,3,0,1,1,0,0,white,BreastStroke
v_BreastStroke_g08_c01,0,2,1,0,2,0,asian,BreastStroke
v_BreastStroke_g08_c02,1,0,2,0,2,0,black,BreastStroke
v_BreastStroke_g09_c01,0,0,1,2,2,0,middle_eastern,BreastStroke
v_BreastStroke_g09_c02,0,0,2,1,2,0,black,BreastStroke
v_BreastStroke_g10_c01,0,0,2,0,3,0,indian,BreastStroke
v_BreastStroke_g10_c04,0,0,1,0,2,2,indian,BreastStroke
v_BreastStroke_g12_c01,0,1,4,0,0,0,black,BreastStroke
v_BreastStroke_g12_c02,1,1,0,0,3,0,indian,BreastStroke
v_BreastStroke_g13_c04,1,3,1,0,0,0,asian,BreastStroke
v_BreastStroke_g14_c03,0,1,2,0,0,2,black,BreastStroke
v_BreastStroke_g15_c02,4,0,0,0,1,0,white,BreastStroke
v_BreastStroke_g16_c01,0,0,1,4,0,0,middle_eastern,BreastStroke
v_BreastStroke_g16_c03,3,1,0,0,0,1,white,BreastStroke
v_BreastStroke_g16_c04,0,0,0,0,5,0,indian,BreastStroke
v_BreastStroke_g18_c04,0,4,0,0,1,0,asian,BreastStroke
v_BreastStroke_g19_c02,0,0,0,0,0,5,hispanic,BreastStroke
v_BreastStroke_g19_c03,0,0,2,0,0,3,hispanic,BreastStroke
v_BreastStroke_g20_c01,0,1,4,0,0,0,black,BreastStroke
v_BreastStroke_g20_c03,0,1,4,0,0,0,black,BreastStroke
v_BreastStroke_g21_c01,0,1,4,0,0,0,black,BreastStroke
v_BreastStroke_g23_c04,0,2,0,0,2,1,asian,BreastStroke
v_BreastStroke_g24_c01,0,2,2,0,0,1,asian,BreastStroke
v_BreastStroke_g25_c01,0,3,1,0,1,0,asian,BreastStroke
v_BreastStroke_g25_c03,4,0,1,0,0,0,white,BreastStroke
v_BrushingTeeth_g04_c03,4,1,0,0,0,0,white,BrushingTeeth
v_BrushingTeeth_g04_c04,5,0,0,0,0,0,white,BrushingTeeth
v_BrushingTeeth_g07_c01,0,0,0,0,0,5,hispanic,BrushingTeeth
v_BrushingTeeth_g07_c02,2,0,0,0,0,3,hispanic,BrushingTeeth
v_BrushingTeeth_g10_c05,1,0,4,0,0,0,black,BrushingTeeth
v_BrushingTeeth_g13_c02,0,0,0,0,2,3,hispanic,BrushingTeeth
v_BrushingTeeth_g16_c03,1,0,4,0,0,0,black,BrushingTeeth
v_BrushingTeeth_g18_c03,2,0,0,0,0,3,hispanic,BrushingTeeth
v_BrushingTeeth_g18_c06,2,0,0,0,0,3,hispanic,BrushingTeeth
v_BrushingTeeth_g20_c01,0,2,0,0,2,1,asian,BrushingTeeth
v_BrushingTeeth_g20_c05,0,1,0,2,0,2,middle_eastern,BrushingTeeth
v_BrushingTeeth_g21_c01,0,2,0,0,0,3,hispanic,BrushingTeeth
v_BrushingTeeth_g21_c04,0,0,1,0,0,4,hispanic,BrushingTeeth
v_BrushingTeeth_g22_c02,3,0,0,0,0,2,white,BrushingTeeth
v_BrushingTeeth_g25_c01,4,0,0,0,0,1,white,BrushingTeeth
v_BrushingTeeth_g25_c02,3,0,0,0,0,2,white,BrushingTeeth
v_BrushingTeeth_g25_c06,3,0,0,0,0,2,white,BrushingTeeth
v_CleanAndJerk_g01_c02,1,3,0,0,0,1,asian,CleanAndJerk
v_CleanAndJerk_g01_c05,3,1,0,0,0,1,white,CleanAndJerk
v_CleanAndJerk_g03_c03,2,0,0,0,0,3,hispanic,CleanAndJerk
v_CleanAndJerk_g06_c03,1,2,0,0,0,2,asian,CleanAndJerk
v_CleanAndJerk_g07_c01,1,2,0,0,0,2,asian,CleanAndJerk
v_CleanAndJerk_g07_c03,3,1,0,0,0,1,white,CleanAndJerk
v_CleanAndJerk_g07_c05,0,0,0,1,3,1,indian,CleanAndJerk
v_CleanAndJerk_g08_c02,1,0,0,0,0,4,hispanic,CleanAndJerk
v_CleanAndJerk_g08_c04,3,0,0,1,0,1,white,CleanAndJerk
v_CleanAndJerk_g09_c01,0,0,2,1,0,2,black,CleanAndJerk
v_CleanAndJerk_g10_c03,3,2,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g10_c04,5,0,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g11_c03,0,1,0,1,3,0,indian,CleanAndJerk
v_CleanAndJerk_g11_c04,0,1,0,0,3,1,indian,CleanAndJerk
v_CleanAndJerk_g12_c02,3,2,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g12_c05,2,2,0,0,0,1,white,CleanAndJerk
v_CleanAndJerk_g12_c06,3,2,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g13_c02,4,0,0,0,0,1,white,CleanAndJerk
v_CleanAndJerk_g14_c03,0,0,0,0,0,5,hispanic,CleanAndJerk
v_CleanAndJerk_g15_c01,1,0,1,1,0,2,hispanic,CleanAndJerk
v_CleanAndJerk_g15_c04,0,0,1,4,0,0,middle_eastern,CleanAndJerk
v_CleanAndJerk_g16_c01,4,1,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g16_c02,5,0,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g17_c03,2,3,0,0,0,0,asian,CleanAndJerk
v_CleanAndJerk_g18_c02,0,2,0,0,2,1,asian,CleanAndJerk
v_CleanAndJerk_g18_c03,1,1,0,1,2,0,indian,CleanAndJerk
v_CleanAndJerk_g19_c03,0,0,5,0,0,0,black,CleanAndJerk
v_CleanAndJerk_g20_c03,1,0,0,1,3,0,indian,CleanAndJerk
v_CleanAndJerk_g20_c04,1,2,0,1,1,0,asian,CleanAndJerk
v_CleanAndJerk_g20_c05,0,3,2,0,0,0,asian,CleanAndJerk
v_CleanAndJerk_g21_c02,0,4,0,0,0,1,asian,CleanAndJerk
v_CleanAndJerk_g22_c01,1,4,0,0,0,0,asian,CleanAndJerk
v_CleanAndJerk_g22_c03,0,0,0,3,0,2,middle_eastern,CleanAndJerk
v_CleanAndJerk_g24_c03,0,0,2,0,2,1,black,CleanAndJerk
v_CleanAndJerk_g25_c02,1,3,0,0,0,1,asian,CleanAndJerk
v_CliffDiving_g01_c01,2,0,3,0,0,0,black,CliffDiving
v_CliffDiving_g01_c03,1,1,2,0,1,0,black,CliffDiving
v_CliffDiving_g01_c06,1,0,1,2,1,0,middle_eastern,CliffDiving
v_CliffDiving_g02_c03,2,1,2,0,0,0,white,CliffDiving
v_CliffDiving_g02_c04,1,3,0,0,1,0,asian,CliffDiving
v_CliffDiving_g03_c01,0,0,0,4,0,1,middle_eastern,CliffDiving
v_CliffDiving_g03_c02,0,2,2,0,1,0,asian,CliffDiving
v_CliffDiving_g03_c05,2,1,0,0,1,1,white,CliffDiving
v_CliffDiving_g04_c01,0,3,2,0,0,0,asian,CliffDiving
v_CliffDiving_g04_c04,0,0,5,0,0,0,black,CliffDiving
v_CliffDiving_g05_c01,1,0,1,3,0,0,middle_eastern,CliffDiving
v_CliffDiving_g05_c02,0,0,3,0,1,1,black,CliffDiving
v_CliffDiving_g05_c04,0,0,0,0,5,0,indian,CliffDiving
v_CliffDiving_g05_c05,0,2,0,0,2,1,asian,CliffDiving
v_CliffDiving_g05_c07,0,0,2,0,0,3,hispanic,CliffDiving
v_CliffDiving_g06_c01,3,1,0,0,1,0,white,CliffDiving
v_CliffDiving_g06_c02,1,1,1,2,0,0,middle_eastern,CliffDiving
v_CliffDiving_g06_c04,1,0,3,1,0,0,black,CliffDiving
v_CliffDiving_g07_c01,2,0,1,0,0,2,white,CliffDiving
v_CliffDiving_g07_c02,1,3,0,0,0,1,asian,CliffDiving
v_CliffDiving_g07_c03,5,0,0,0,0,0,white,CliffDiving
v_CliffDiving_g08_c02,2,3,0,0,0,0,asian,CliffDiving
v_CliffDiving_g09_c01,1,0,1,3,0,0,middle_eastern,CliffDiving
v_CliffDiving_g09_c02,0,1,0,1,3,0,indian,CliffDiving
v_CliffDiving_g09_c05,2,0,1,0,2,0,white,CliffDiving
v_CliffDiving_g09_c06,0,1,0,0,4,0,indian,CliffDiving
v_CliffDiving_g10_c02,1,1,3,0,0,0,black,CliffDiving
v_CliffDiving_g10_c06,2,0,3,0,0,0,black,CliffDiving
v_CliffDiving_g11_c03,0,0,0,2,3,0,indian,CliffDiving
v_CliffDiving_g11_c04,0,0,2,2,1,0,black,CliffDiving
v_CliffDiving_g11_c05,3,0,2,0,0,0,white,CliffDiving
v_CliffDiving_g12_c01,0,2,2,0,1,0,asian,CliffDiving
v_CliffDiving_g12_c05,0,3,0,1,1,0,asian,CliffDiving
v_CliffDiving_g12_c06,1,0,0,0,4,0,indian,CliffDiving
v_CliffDiving_g12_c07,2,1,2,0,0,0,white,CliffDiving
v_CliffDiving_g13_c04,2,0,0,0,3,0,indian,CliffDiving
v_CliffDiving_g14_c01,0,5,0,0,0,0,asian,CliffDiving
v_CliffDiving_g14_c04,1,4,0,0,0,0,asian,CliffDiving
v_CliffDiving_g14_c07,0,2,0,0,3,0,indian,CliffDiving
v_CliffDiving_g16_c03,1,0,0,2,2,0,middle_eastern,CliffDiving
v_CliffDiving_g16_c04,0,2,1,1,1,0,asian,CliffDiving
v_CliffDiving_g17_c03,1,2,2,0,0,0,asian,CliffDiving
v_CliffDiving_g17_c04,0,0,0,5,0,0,middle_eastern,CliffDiving
v_CliffDiving_g17_c05,0,1,1,3,0,0,middle_eastern,CliffDiving
v_CliffDiving_g18_c01,4,0,1,0,0,0,white,CliffDiving
v_CliffDiving_g18_c02,3,0,1,0,0,1,white,CliffDiving
v_CliffDiving_g18_c03,0,0,1,0,1,3,hispanic,CliffDiving
v_CliffDiving_g18_c04,0,1,2,0,2,0,black,CliffDiving
v_CliffDiving_g18_c07,0,2,3,0,0,0,black,CliffDiving
v_CliffDiving_g19_c01,0,0,0,0,5,0,indian,CliffDiving
v_CliffDiving_g19_c03,1,0,2,0,1,1,black,CliffDiving
v_CliffDiving_g20_c01,0,1,0,0,4,0,indian,CliffDiving
v_CliffDiving_g20_c04,0,1,1,0,3,0,indian,CliffDiving
v_CliffDiving_g20_c06,3,0,2,0,0,0,white,CliffDiving
v_CliffDiving_g20_c07,3,1,1,0,0,0,white,CliffDiving
v_CliffDiving_g21_c03,0,0,1,1,3,0,indian,CliffDiving
v_CliffDiving_g22_c01,2,0,0,3,0,0,middle_eastern,CliffDiving
v_CliffDiving_g22_c02,2,3,0,0,0,0,asian,CliffDiving
v_CliffDiving_g22_c03,0,0,0,4,1,0,middle_eastern,CliffDiving
v_CliffDiving_g22_c04,2,0,1,2,0,0,white,CliffDiving
v_CliffDiving_g24_c01,0,0,0,3,2,0,middle_eastern,CliffDiving
v_CliffDiving_g24_c02,1,0,1,2,1,0,middle_eastern,CliffDiving
v_CliffDiving_g25_c01,0,1,2,0,2,0,black,CliffDiving
v_CliffDiving_g25_c04,1,2,0,0,2,0,asian,CliffDiving
v_CricketBowling_g02_c04,1,0,0,4,0,0,middle_eastern,CricketBowling
v_CricketBowling_g02_c05,2,1,0,2,0,0,white,CricketBowling
v_CricketBowling_g02_c06,0,1,0,4,0,0,middle_eastern,CricketBowling
v_CricketBowling_g04_c02,0,2,0,0,0,3,hispanic,CricketBowling
v_CricketBowling_g04_c05,0,0,4,0,0,1,black,CricketBowling
v_CricketBowling_g06_c04,0,2,2,1,0,0,asian,CricketBowling
v_CricketBowling_g07_c02,2,1,0,0,2,0,white,CricketBowling
v_CricketBowling_g07_c03,0,5,0,0,0,0,asian,CricketBowling
v_CricketBowling_g08_c03,0,4,0,0,1,0,asian,CricketBowling
